rank,reward,equations,equations_with_constants
3350,0.844321896766992,B0*i ; B1*Abs(i)**(3/2) + r,-0.000133376682051792*i ; r + 21.0258291121588*Abs(i)**(3/2)
3351,0.8443081715229185,B0*i**2 ; B1 - 2*i + r,1.33312682432872e-6*i**2 ; -2*i + r + 1.13445004909246
3352,0.8443043153506259,B0*Abs(i)**(3/2) ; B1 - i + 2*r,1.33293445676189e-5*Abs(i)**(3/2) ; -i + 2*r + 1.08348401028897
3353,0.8443024196166797,B0*sqrt(Abs(i)) ; B1 + B2*r - i,0.00133269044264361*sqrt(Abs(i)) ; -i + 6.82795564142156*r + 0.0296378783931565
3354,0.844301135367214,B0 + B1*Abs(i)**(1/4) ; -i + sqrt(Abs(r)),0.0197305241350749 - 0.00216346577228674*Abs(i)**(1/4) ; -i + sqrt(Abs(r))
3355,0.8442994453090178,B0*sqrt(Abs(i)) ; B1 + B2*i + r,0.00133234136272147*sqrt(Abs(i)) ; -5.15444302091285*i + r + 0.0662615184933832
3356,0.8442994019959116,B0*sqrt(Abs(i)) ; B1*r - 2*i,0.00133234687280739*sqrt(Abs(i)) ; -2*i + 4.05064686975506*r
3357,0.8442935870082087,B0*i ; B1 + 3*r,-0.000133231414035512*i ; 3*r + 1.05887537466426
3358,0.8442779019472278,B0*sqrt(Abs(i)) ; B1 + 3*r,0.00133048935645613*sqrt(Abs(i)) ; 3*r + 1.05659291870968
3359,0.8442749270001573,B0*Abs(i)**(1/4) ; B1 - i + 2*r,0.00420080981131147*Abs(i)**(1/4) ; -i + 2*r - 0.831316706499338
3360,0.844267245705831,B0*Abs(i)**(3/2) ; B1 + r - Abs(r)**(1/4),1.33077617988539e-5*Abs(i)**(3/2) ; r - Abs(r)**(1/4) - 13.7930997580706
3361,0.8442632808293693,B0 + B1*sqrt(Abs(i)) ; B2 + i - Abs(i)**(1/4),0.0175461207247447 - 0.0174158006685651*sqrt(Abs(i)) ; i - Abs(i)**(1/4) + 0.491324646217056
3362,0.844256430650115,B0*i + B0*sqrt(Abs(i)) ; i,0.102345196607621*i + 0.102345196607621*sqrt(Abs(i)) ; i
3363,0.8442553135044245,B0*i ; B1 + sqrt(Abs(i))*sqrt(Abs(r)),-0.000132936940605302*i ; sqrt(Abs(i))*sqrt(Abs(r)) + 15.4181358971178
3364,0.8442507882876541,B0*s + B1*i*s ; i**2 + i*r + Abs(i)**(1/4),0.00135631495205848*i*s + 2.72109471765944*s ; i**2 + i*r + Abs(i)**(1/4)
3365,0.8442505875941666,B0*Abs(i)**(1/4) ; B1 + i + 2*r,0.00419214510107019*Abs(i)**(1/4) ; i + 2*r - 9.70878960089282
3366,0.8442501516392412,B0*sqrt(Abs(i)) ; r + sqrt(Abs(B1 + sqrt(Abs(i)))),0.00132842105704488*sqrt(Abs(i)) ; r + sqrt(sqrt(Abs(i)) + 129.906715803595)
3367,0.8442482265312226,sqrt(Abs(B0*i + B1)) ; B2 + 3*i,sqrt(Abs(5.49141264653791e-6*i - 9.92111445601323e-5)) ; 3*i + 24.0324706611129
3368,0.8442463199798429,B1*sqrt(Abs(B0 + sqrt(Abs(i)))) ; B2*sqrt(Abs(i)),0.00387439761870611*sqrt(sqrt(Abs(i)) + 1.68752378824788) ; 8.64498753585814*sqrt(Abs(i))
3369,0.8442456788838983,B0*Abs(s)**(1/4) ; B1 + B2*i + B2*sqrt(Abs(i)),0.0214375050194949*Abs(s)**(1/4) ; 0.0700948519474161*i + 0.0700948519474161*sqrt(Abs(i)) + 0.185875051910781
3370,0.8442448022900558,B0*Abs(s)**(1/4) ; B1*i + i**2*r,0.0214375049540612*Abs(s)**(1/4) ; i**2*r + 0.000521776296238211*i
3371,0.844243017637126,B0*Abs(s)**(1/4) ; B2*r*Abs(B1 + r)**(1/4),0.0214375047085843*Abs(s)**(1/4) ; 0.000150875613647543*r*Abs(r + 0.375089438675971)**(1/4)
3372,0.8442425793448243,s*Abs(B0 + i + s)**(1/8) ; i - r,s*Abs(i + s + 2985.62680785901)**(1/8) ; i - r
3373,0.844237925909307,B0*i ; B1 + B2*Abs(r)**(1/4),-0.000132619235196978*i ; 128.798714977115 - 33.7924305965739*Abs(r)**(1/4)
3374,0.8442327272997681,B0*i + B0*sqrt(Abs(i)) ; B1 - sqrt(Abs(i)),0.000120773440748079*i + 0.000120773440748079*sqrt(Abs(i)) ; -sqrt(Abs(i)) - 34.9972647850235
3375,0.8442308159354893,B0*i ; sqrt(Abs(B1 - i + sqrt(Abs(i)))),-0.000132849124052612*i ; sqrt(Abs(-i + sqrt(Abs(i)) + 1648.82839973101))
3376,0.8442308154149222,B0*i ; sqrt(Abs(B1 + r + sqrt(Abs(r)))),-0.000132849119778246*i ; sqrt(Abs(r + sqrt(Abs(r)) + 1649.4967851726))
3377,0.844230815374186,B0*i ; sqrt(Abs(B1 - i + sqrt(Abs(r)))),-0.000132849120900124*i ; sqrt(Abs(-i + sqrt(Abs(r)) + 1649.5600425185))
3378,0.8442307493121898,B0*i ; sqrt(Abs(B2 + sqrt(Abs(B1 + i)))),-0.000132850351865469*i ; sqrt(sqrt(Abs(i + 44.3516755828907)) + 1678.27359709236)
3379,0.8442307247646179,B0*i ; sqrt(Abs(B2 + sqrt(Abs(B1 + r)))),-0.000132849562709507*i ; sqrt(sqrt(Abs(r - 54.8748712749247)) + 1672.42595003283)
3380,0.8442307067086813,B0*i ; Abs(B1 + i + r)**(1/4),-0.000132849567002089*i ; Abs(i + r + 2840173.56523422)**(1/4)
3381,0.8442305424976275,B0*i ; B1 + sqrt(Abs(r - sqrt(Abs(i)))),-0.000132845434730397*i ; sqrt(Abs(r - sqrt(Abs(i)))) + 36.4629294007479
3382,0.8442284687587143,B0*Abs(i)**(3/2) ; B1 - Abs(B2 + r)**(1/4),1.32817925513845e-5*Abs(i)**(3/2) ; -Abs(r + 7.97849329180533)**(1/4) - 45.5867792804691
3383,0.8442280464372042,B0*Abs(i)**(1/8) ; B1 - i + sqrt(Abs(i)),0.00743368110767601*Abs(i)**(1/8) ; -i + sqrt(Abs(i)) + 6.73800604607374
3384,0.8442190459759092,B0*Abs(i)**(1/8) ; sqrt(Abs(B1*i + B2)),0.00743228576927711*Abs(i)**(1/8) ; sqrt(Abs(66.7670976774294*i + 11.9170512973534))
3385,0.8442088152316417,B0*sqrt(Abs(i)) ; B1*i + i**2,0.106114934161691*sqrt(Abs(i)) ; i**2 + 0.849619192973714*i
3386,0.8442042730730369,B0*i + B0*sqrt(Abs(i)) ; B1 + i,0.000120313491803854*i + 0.000120313491803854*sqrt(Abs(i)) ; i - 110.060243298435
3387,0.8442017135609258,B0 + B1*Abs(i)**(1/4) ; r - sqrt(Abs(i)),0.0181077063616462 - 0.00162140335391227*Abs(i)**(1/4) ; r - sqrt(Abs(i))
3388,0.8441985396174322,B0*s ; B1 + B2*i + B3*i*r,0.0474979360977337*s ; 0.149648718284173*i*r + 0.000187686611729016*i + 0.00152981778432922
3389,0.8441985396144761,B0*s ; B1 + 2*i - sqrt(Abs(i))*sqrt(Abs(r)),0.0474984006402915*s ; 2*i - sqrt(Abs(i))*sqrt(Abs(r)) + 0.00578795374604321
3390,0.8441985395692239,B0*s ; Abs(B1*r**2 - i + r)**(1/4),0.0474996540964098*s ; Abs(-i + 0.00307306320587267*r**2 + r)**(1/4)
3391,0.8441985395125284,B0*s ; B1 + B2*i + i**2 + r,0.0474955223402072*s ; i**2 + 51.5117632840138*i + r + 0.217545432554569
3392,0.8441985394380952,B0*s ; r*sqrt(Abs(B1 + i + r + sqrt(Abs(i)))),0.0474947654955347*s ; r*sqrt(Abs(i + r + sqrt(Abs(i)) + 3.33239981589185))
3393,0.8441985393689112,B0*s ; B1 + i*r - r**2 + r,0.0475017739878417*s ; i*r - r**2 + r + 29.4805482398405
3394,0.8441985391609403,B0*s ; i + r - sqrt(Abs(B1*i + B1*r)),0.0474928491216045*s ; i + r - sqrt(Abs(10.3670006097498*i + 10.3670006097498*r))
3395,0.8441985382215487,B0*s ; B1*r + B2*i*r**2,0.0474890047842862*s ; 0.000158957481036448*i*r**2 + 0.00351565544565115*r
3396,0.8441985378848658,B0*s ; B1*i + i**2 - i*r,0.0474879803512435*s ; i**2 - i*r + 30.0351220302318*i
3397,0.8441985376753763,B0*s ; B1*r + i*r + 2*i,0.047487392826788*s ; i*r + 2*i + 0.000301892009619809*r
3398,0.8441984329953697,B0*s ; r + Abs(i)**(1/16),0.0474195273104773*s ; r + Abs(i)**(1/16)
3399,0.8441935135419796,B0*Abs(i)**(1/8) ; B1 + sqrt(Abs(B2 - i)),0.00741656045411545*Abs(i)**(1/8) ; sqrt(Abs(i + 3.96953802518332)) + 33.3214313582751
3400,0.844185946075521,Abs(i)**(3/2) ; B0 + B1*i**2,Abs(i)**(3/2) ; 0.0919346321096334 - 21.933755085591*i**2
3401,0.8441778164504748,B0*sqrt(Abs(i + sqrt(Abs(i + s)))) ; B1*sqrt(Abs(i)),0.0216039934665948*sqrt(Abs(i + sqrt(Abs(i + s)))) ; 0.140108488939589*sqrt(Abs(i))
3402,0.844164990339087,i**2 ; B0 + B1*Abs(i)**(1/4),i**2 ; 0.504762891321005 - 0.844257585934153*Abs(i)**(1/4)
3403,0.8441600852544834,B0 + B1*i**2 ; i,0.018276103339662 - 29.5254276513857*i**2 ; i
3404,0.8441588403462157,sqrt(Abs(B0 + B1*sqrt(Abs(i)))) ; i,sqrt(Abs(0.00512045725192142*sqrt(Abs(i)) - 0.000760513414085769)) ; i
3405,0.844157597884772,B0*i + i**2 ; B1 + sqrt(Abs(i)),i**2 - 0.00445990333580734*i ; sqrt(Abs(i)) - 0.328854099094182
3406,0.8441565519652873,B0*Abs(s)**(1/4) ; B1 + B2*i*r + r,0.0208983604352451*Abs(s)**(1/4) ; 0.00016615258487425*i*r + r + 0.0208018158666499
3407,0.8441508205905421,B0*Abs(i)**(1/4) ; B1*i + i**2,0.00416366558265887*Abs(i)**(1/4) ; i**2 + 1986.59053222528*i
3408,0.8441507739394796,B0 + B1*i ; B2 + B3*i + r,0.000195913706019411*i + 0.0131471475684842 ; 209.079536723244*i + r + 215.605204631916
3409,0.8441489489583545,B0*s*sqrt(Abs(i*s + s**2 - s)) ; B1 + i,0.190903273638354*s*sqrt(Abs(i*s + s**2 - s)) ; i - 0.0199999988627916
3410,0.8441480415110588,B0*i ; B1 + i**2 - i,-0.000131877760891839*i ; i**2 - i + 210.491329294679
3411,0.8441470926367682,sqrt(Abs(B1*Abs(B0 + s)**(1/4) + B2*s)) ; r,sqrt(Abs(0.00164324228322209*s + 0.000315102068690211*Abs(s + 0.0522440376465627)**(1/4))) ; r
3412,0.8441465009741405,B0*i ; B1 + i**3,0.0163854860097461*i ; i**3 - 0.514316538815601
3413,0.8441284389332699,B0 + i**3 ; B1 + i,i**3 + 0.0129783793142423 ; i - 0.0406608134117002
3414,0.84412739464074,B0*i + B0*s ; r**3 - r,0.0131250000147716*i + 0.0131250000147716*s ; r**3 - r
3415,0.844127394453019,B0 + sqrt(Abs(i + s)) ; B1*r + r**2,sqrt(Abs(i + s)) - 0.986873958705359 ; r**2 + 0.0756073614139533*r
3416,0.8441273912071255,B1*Abs(B0 + i)**(1/4) ; 2*i*r,0.000259293204782472*Abs(i + 6557101.14818365)**(1/4) ; 2*i*r
3417,0.8441270889963555,B0 + i**2 ; B1 + B2*Abs(i)**(3/2),i**2 + 0.0131168439600126 ; 5.35885633620838*Abs(i)**(3/2) + 0.0127787120983147
3418,0.8441264110466415,B1*Abs(B0 + i)**(1/4) ; r,0.00155142641905828*Abs(i + 5106.70156517282)**(1/4) ; r
3419,0.8441180068133223,B0 + i**2 ; B1 - 2*r,i**2 + 0.000902077845810822 ; 0.297577217679049 - 2*r
3420,0.8441173589043137,B0*i*s + B0*i + B0*s ; i,0.0437999602805908*i*s + 0.0437999602805908*i + 0.0437999602805908*s ; i
3421,0.8441151842720254,B1*sqrt(Abs(B0 + i)) ; -i**2 - i*r,3.54761715539483e-5*sqrt(Abs(i + 136312.223588977)) ; -i**2 - i*r
3422,0.8440845471823991,B0*Abs(i)**(5/2) ; B1 + sqrt(Abs(B2 + i)),1.6081274260771*Abs(i)**(5/2) ; sqrt(Abs(i + 0.239411602496755)) - 0.291335775067358
3423,0.8440791698117822,B0*i + B0*s**2 + B1*s ; B2 + B3*r + 2*r**2,0.0745139476041147*i + 0.0745139476041147*s**2 + 2.28111840287478*s ; 2*r**2 + 101.580196707148*r - 12.0080891302026
3424,0.84407126571604,B0*i + i**2 ; B1 + i,i**2 - 0.231457307778394*i ; i + 0.0607802727132832
3425,0.8440320312878417,B0*Abs(i)**(1/4)*Abs(s)**(1/4) ; r + sqrt(Abs(i**2 - r)),0.00694403800761193*Abs(i)**(1/4)*Abs(s)**(1/4) ; r + sqrt(Abs(i**2 - r))
3426,0.8440051299286696,B0 + B1*i ; B2*r + i*r + i - r**2,0.0116201640762758 - 0.286061310104873*i ; i*r + i - r**2 + 0.96999907861988*r
3427,0.8439913458875966,B0*Abs(i - sqrt(Abs(i - s)))**(1/4) ; B1 - r,0.0344532830149231*Abs(i - sqrt(Abs(i - s)))**(1/4) ; 0.00433655642488442 - r
3428,0.8439874059468717,B0*i + B0*Abs(i)**(3/2)*sqrt(Abs(s)) ; i,0.895136793731768*i + 0.895136793731768*Abs(i)**(3/2)*sqrt(Abs(s)) ; i
3429,0.8439542423196777,B0*s**2 + B0*Abs(s)**(3/2) ; B2*sqrt(Abs(B1 - i + r)),0.0230127700942915*s**2 + 0.0230127700942915*Abs(s)**(3/2) ; 0.0647113743582879*sqrt(Abs(-i + r + 99.7812574171319))
3430,0.8439189534641902,B1*Abs(B0*s - s**2)**(1/4) ; r + sqrt(Abs(i*sqrt(Abs(r)) - r)),0.0349640672079872*Abs(s**2 + 0.00292034725095738*s)**(1/4) ; r + sqrt(Abs(i*sqrt(Abs(r)) - r))
3431,0.8439180651509818,B0*s + i*s**2 + s**2 ; B3*sqrt(Abs(B1 + B2*i)),i*s**2 + s**2 - 1.01821356432849*s ; -0.0943564616309802*sqrt(Abs(0.769828655190035*i - 0.0141189693593796))
3432,0.843914371342854,B1*Abs(B0 + i - s)**(1/4) ; B2 - i,0.0221020551528419*Abs(-i + s + 100.094193788215)**(1/4) ; -i - 266.912923721594
3433,0.8438703637180142,B1*sqrt(Abs(B0*i*s + i*s**2)) ; B2*i,0.108975261987686*sqrt(Abs(i*s**2 + 3.49468712365894e-7*i*s)) ; -0.0640553888823808*i
3434,0.8438700369632093,B0 + B1*sqrt(Abs(s)) ; sqrt(Abs(B2*i + i**2 - i*r)),0.0481288499277295*sqrt(Abs(s)) - 0.000348120694491817 ; sqrt(Abs(i**2 - i*r + 0.00214931852653291*i))
3435,0.84386571352331,B0 + B1*sqrt(Abs(s)) ; B2*i*r + B2*r*Abs(i)**(1/4),0.0479785647828772*sqrt(Abs(s)) - 0.000370343603924839 ; 0.0419079198082846*i*r + 0.0419079198082846*r*Abs(i)**(1/4)
3436,0.8438251566330417,B0*Abs(s)**(1/8) ; sqrt(Abs(B1*r + B2*i)),0.0174695701209631*Abs(s)**(1/8) ; sqrt(Abs(0.000211836360365411*i + 13.092432244946*r))
3437,0.8438249199920721,B0*Abs(s)**(1/8) ; sqrt(Abs(B1*r**2 + i)),0.0177491164332625*Abs(s)**(1/8) ; sqrt(Abs(i + 6.43325478626654*r**2))
3438,0.8438097137207581,B0*Abs(s)**(1/8) ; sqrt(Abs(B1*i + B2*r)),0.0177491201123834*Abs(s)**(1/8) ; sqrt(Abs(0.000298554679381554*i + 0.888716455193457*r))
3439,0.8437988040224635,B0*i*Abs(s)**(1/4) + i ; i,-0.0215559128542048*i*Abs(s)**(1/4) + i ; i
3440,0.8437952424711466,B0*i*sqrt(Abs(s)) + B0*Abs(s)**(3/2) ; i*r,0.0322820967052586*i*sqrt(Abs(s)) + 0.0322820967052586*Abs(s)**(3/2) ; i*r
3441,0.8437721711536232,B2*Abs(B0*s**2 + B1)**(1/4) ; i,0.0243232520065378*Abs(3.02507888697851*s**2 - 4.703955169218e-5)**(1/4) ; i
3442,0.8437717155677111,B0*Abs(i)**(1/4)*Abs(s)**(1/4) ; r + sqrt(Abs(r - Abs(i)**(3/2))),0.00721483450601449*Abs(i)**(1/4)*Abs(s)**(1/4) ; r + sqrt(Abs(r - Abs(i)**(3/2)))
3443,0.8437685867536309,B0*i**2*s ; i**2 + 2*i*r + r,0.181259780545253*i**2*s ; i**2 + 2*i*r + r
3444,0.8437326808629958,B2*sqrt(Abs(B0*i + B1*sqrt(Abs(i)))) ; B3*r,0.0762635232757198*sqrt(Abs(0.531684560669141*i - 0.580603808645409*sqrt(Abs(i)))) ; 79.7225711347724*r
3445,0.8437031934315257,B0*sqrt(Abs(i**2*s + i*s**2)) ; B1*i + B2*i**2,0.118355409825506*sqrt(Abs(i**2*s + i*s**2)) ; 0.027745847860294*i**2 + 0.044095622061729*i
3446,0.8435424430442959,B0*Abs(i)**(3/8) ; B1*r**2,0.0128987306446455*Abs(i)**(3/8) ; 0.126367078614875*r**2
3447,0.8435424364597067,B0*Abs(i)**(3/8) ; B1*i*r,0.012887966354886*Abs(i)**(3/8) ; 1.73676128531138*i*r
3448,0.8435274135820993,B1*sqrt(Abs(B0*sqrt(Abs(i)) + s*sqrt(Abs(i)))) ; i,0.101064947482122*sqrt(Abs(s*sqrt(Abs(i)) + 0.135863597722582*sqrt(Abs(i)))) ; i
3449,0.843522970177817,B0*i + i**4*s ; B1 - sqrt(Abs(i)),i**4*s - 0.020360461252014*i ; 0.749394379577362 - sqrt(Abs(i))
3450,0.8434755053097351,B0 + B1*i + B2*s**2 + B2*s ; B3 + r - sqrt(Abs(i - sqrt(Abs(r)))),0.000608416598742592*i - 0.0182129820720712*s**2 - 0.0182129820720712*s + 0.06247519308679 ; r - sqrt(Abs(i - sqrt(Abs(r)))) + 0.480346344668976
3451,0.8434444934445648,B0 + sqrt(Abs(B1*s**2 + B2)) ; B3*sqrt(Abs(r)) - i,sqrt(Abs(0.112272378395301*s**2 + 1.91989657133579)) - 1.38030236655156 ; -i + 11.4084190174352*sqrt(Abs(r))
3452,0.8434394859010712,B0*sqrt(Abs(i)) ; i + r,0.00235419456110578*sqrt(Abs(i)) ; i + r
3453,0.8433814397087868,B0*i**2*s ; B1*i + 2*i**2 + r,7.78262046267936e-6*i**2*s ; 2*i**2 + 5.22772283946696*i + r
3454,0.8433493589902795,B0*i*s + B0*i + B1*s ; sqrt(Abs(i)),-0.000312391880191622*i*s - 0.000312391880191622*i + 0.0498168245691855*s ; sqrt(Abs(i))
3455,0.8433419003488833,B0*sqrt(Abs(i**2 - i*s)) ; B1 + i + Abs(r)**(1/4),0.0483833574798973*sqrt(Abs(i**2 - i*s)) ; i + Abs(r)**(1/4) - 0.875746645717526
3456,0.8433195419130038,B0 + B1*s**2 ; B3*r*sqrt(Abs(B2 - i + r)),0.0398647223392966*s**2 + 0.00532872875334366 ; 0.00334117454508404*r*sqrt(Abs(-i + r + 0.00549512980637693))
3457,0.8432201538517136,B0*Abs(s)**(3/2) - i*Abs(s)**(3/2) ; i,-i*Abs(s)**(3/2) + 0.0838539186676726*Abs(s)**(3/2) ; i
3458,0.8432180217158712,B0*i**2 + i**2*s ; B1 - r**2 + r,i**2*s - 0.430341413951927*i**2 ; -r**2 + r + 1.73994518121722e-5
3459,0.8432091576989408,B0 + B2*sqrt(Abs(B1*s + s**2)) ; B3 + sqrt(Abs(B4 + r)),0.00942556185407701*sqrt(Abs(s**2 + 24.5656398622314*s)) - 0.000313902306734518 ; sqrt(Abs(r + 0.050696401791246)) + 0.645817954154395
3460,0.8432043819698539,B0*i**2 + B1*i*s + s ; B2 + B3*r,-2.17680006037333*i**2 - 0.567268089598799*i*s + s ; 0.0188412363351903 - 0.00879589221576971*r
3461,0.8430938027118648,B1*sqrt(Abs(B0*i + i**2 - i*s)) ; B2 + B3*i + B4*r,0.0146320665338483*sqrt(Abs(i**2 - i*s + 0.0163062771731188*i)) ; -0.611190715470299*i - 0.770625631725934*r + 0.862930179346539
3462,0.8430717917081578,B0*i + B1*sqrt(Abs(i - s)) ; B2*r,-0.000608040298260464*i + 0.0318494945009143*sqrt(Abs(i - s)) ; 0.00246816541338257*r
3463,0.8430570785347512,B0*i + B1*sqrt(Abs(i - s)) ; B2*sqrt(Abs(i))*sqrt(Abs(r)),-0.000643931751415927*i + 0.0319167301167266*sqrt(Abs(i - s)) ; 0.00372147652636624*sqrt(Abs(i))*sqrt(Abs(r))
3464,0.8430083422404715,B0 + B1*s + B1*Abs(i)**(1/4)*Abs(s)**(1/4) ; B2*Abs(i)**(1/4),0.0394925832780316*s + 0.0394925832780316*Abs(i)**(1/4)*Abs(s)**(1/4) - 0.0731274631003921 ; -2.51100719699047*Abs(i)**(1/4)
3465,0.8429776600850815,i*s ; B0*i + i*r,i*s ; i*r + 0.679881089535851*i
3466,0.8429638436969167,B0 + B1*Abs(i)**(1/4) ; i + Abs(i)**(1/4)*sqrt(Abs(r)),0.0513637162730929 - 0.033227311635631*Abs(i)**(1/4) ; i + Abs(i)**(1/4)*sqrt(Abs(r))
3467,0.8429563921590217,B0 + B1*Abs(i)**(3/2) + s ; B2 + r,s + 0.000281956751406604*Abs(i)**(3/2) - 0.955546099669444 ; r + 0.000724728150460338
3468,0.8429293409812852,B0*i*s + B1*i**2*s ; -i**2 + i + sqrt(Abs(i)),1.25446462048607*i**2*s + 0.375338986674508*i*s ; -i**2 + i + sqrt(Abs(i))
3469,0.8429152572769214,B0*s + B1*sqrt(Abs(i + sqrt(Abs(i)))) ; i + sqrt(Abs(r - sqrt(Abs(r)))),0.050876449937147*s - 0.00680333011114883*sqrt(Abs(i + sqrt(Abs(i)))) ; i + sqrt(Abs(r - sqrt(Abs(r))))
3470,0.8429086278988955,B0*sqrt(Abs(s)) + B1*s ; sqrt(Abs(B2 - i - r + sqrt(Abs(i))*sqrt(Abs(r)))),2.74186011613444*s - 0.196257310640171*sqrt(Abs(s)) ; sqrt(Abs(i + r - sqrt(Abs(i))*sqrt(Abs(r)) - 5.14205127001447))
3471,0.8428757241567796,s*Abs(B0*s + B1 + B2*i)**(1/4) ; B3*r,s*Abs(0.0266236492028394*i + 0.0265540960905801*s - 0.0265605201061645)**(1/4) ; 0.0146506602692754*r
3472,0.8428629404185404,B0 + i ; B1 + B2*i + r,i + 0.0130671918039209 ; 7.92034590917984*i + r + 98.7308433065076
3473,0.8427961723707711,B0*i + B1*i*s**3 ; 2*r,0.390693196118869*i*s**3 + 0.00235737153970158*i ; 2*r
3474,0.8427796415943828,B2*sqrt(Abs(B0*sqrt(Abs(s)) + B1*i)) ; B3 + 2*i,0.00767936167344456*sqrt(Abs(0.39981020209261*i + 23.2419335000931*sqrt(Abs(s)))) ; 2*i + 33.0094612944244
3475,0.8426845230802128,i**2 ; B1*Abs(B0 + i)**(1/4),i**2 ; 0.068184239587969*Abs(i + 0.115287741483093)**(1/4)
3476,0.8426726103234216,B0*i ; B1*sqrt(Abs(r)),0.0280252116338854*i ; 0.00144340247310832*sqrt(Abs(r))
3477,0.8426726094715111,B0*i ; r + sqrt(Abs(r)),0.0280693650545383*i ; r + sqrt(Abs(r))
3478,0.8426724101404052,B0*i ; i*sqrt(Abs(r)),0.0279346741597126*i ; i*sqrt(Abs(r))
3479,0.8426723873281315,B0*i ; sqrt(2)*i*sqrt(Abs(r)),0.0279286611588563*i ; sqrt(2)*i*sqrt(Abs(r))
3480,0.8426723504922538,B0*i ; r*sqrt(Abs(i)),0.0279195433606451*i ; r*sqrt(Abs(i))
3481,0.8425970395419982,B1*sqrt(Abs(B0*s**2 + i*s**2)) ; i**3,0.153999021876853*sqrt(Abs(i*s**2 - 0.0342960738476082*s**2)) ; i**3
3482,0.8425176794535156,B0*s**3 ; B1*i + B2*i*r,0.044393950380755*s**3 ; 0.016609329761392*i*r + 4.02161004296126*i
3483,0.8425176139975128,B0*s**3 ; -i + r - Abs(r)**(1/8),0.0443101816262018*s**3 ; -i + r - Abs(r)**(1/8)
3484,0.8424744389398476,B0 + B1*s + i ; B2 + i - sqrt(Abs(i)),i + 2.75134511156374*s + 72.4911059430259 ; i - sqrt(Abs(i)) + 136.633242834266
3485,0.8424401264948993,B0*i + i**2 + i*sqrt(Abs(s)) ; i + sqrt(Abs(B3 + sqrt(Abs(B1 + B2*r)))),i**2 + i*sqrt(Abs(s)) - 0.862798899849353*i ; i + sqrt(Abs(sqrt(Abs(0.490643193921786*r + 12.0360404098117)) - 3.58209450983263))
3486,0.8423266623198487,i*sqrt(Abs(B0*i*s + i**2*s)) ; B1*i*sqrt(Abs(r)) + i**2,i*sqrt(Abs(i**2*s - 1.71567605469182*i*s)) ; i**2 + 0.388014014802166*i*sqrt(Abs(r))
3487,0.8423260024053815,B0*i*s**2 ; i**2 + 2*i*r + r,-0.16679464524813*i*s**2 ; i**2 + 2*i*r + r
3488,0.8423003592190383,B3*sqrt(Abs(B0*s + B1 + B2*i)) ; B4 - i + 2*r,0.13031201510779*sqrt(Abs(0.000996267889087098*i - 0.0815832611596412*s + 0.082371222599285)) ; -i + 2*r + 0.489604968315091
3489,0.8422007410191389,B1*sqrt(Abs(B0 + sqrt(Abs(i - s)))) ; B2*sqrt(Abs(i))*sqrt(Abs(r)),0.0222087314244381*sqrt(Abs(sqrt(Abs(i - s)) - 0.314921403690058)) ; 0.00103907691551288*sqrt(Abs(i))*sqrt(Abs(r))
3490,0.8421390681500931,i*sqrt(Abs(B0 + B1*s)) ; B2*sqrt(Abs(i)) - 2*i + Abs(i)**(3/2),i*sqrt(Abs(5.09884153780683e-5*s + 1.04642204627808e-5)) ; -2*i + Abs(i)**(3/2) - 0.659764175883094*sqrt(Abs(i))
3491,0.8421249682474897,B0*Abs(i)**(17/16) ; B1 + sqrt(Abs(B2 + i*r**2)),0.231054983087154*Abs(i)**(17/16) ; sqrt(Abs(i*r**2 + 0.530779562524411)) - 0.660095655594864
3492,0.8421035903020374,i*Abs(s)**(3/2) ; B0 - r**2 - r,i*Abs(s)**(3/2) ; -r**2 - r + 0.0397674677687394
3493,0.8420996798901087,B0*s - i + sqrt(Abs(i)) ; sqrt(Abs(i)),-i + 0.00100061522198471*s + sqrt(Abs(i)) ; sqrt(Abs(i))
3494,0.8420689394253182,B0*s + B1*Abs(s)**(3/2) + s**2 ; i*sqrt(Abs(r))*Abs(B2*i + i**2)**(1/4),s**2 + 1.02040670443984*s - 1.98619372583661*Abs(s)**(3/2) ; i*sqrt(Abs(r))*Abs(i**2 + 0.000681923451507989*i)**(1/4)
3495,0.8420395303538516,B0 + sqrt(Abs(s)) ; sqrt(Abs(B1 - r)),sqrt(Abs(s)) - 0.957616960891763 ; sqrt(Abs(r - 51.0258821787829))
3496,0.8420395282882391,B0 + sqrt(Abs(s)) ; sqrt(Abs(B1 - i)),sqrt(Abs(s)) - 0.957652140713274 ; sqrt(Abs(i - 29.4054716598356))
3497,0.8420395212880114,B0 + sqrt(Abs(s)) ; sqrt(Abs(B1 + r)),sqrt(Abs(s)) - 0.957685923164943 ; sqrt(Abs(r + 0.000155739720174517))
3498,0.8420395101546121,B0 + sqrt(Abs(s)) ; sqrt(Abs(B1 + i)),sqrt(Abs(s)) - 0.95771785013388 ; sqrt(Abs(i + 0.035082894063627))
3499,0.841912334272312,B0*i*Abs(s)**(3/2) - i*s ; B1*i + i**2*r,-i*s + 1.37186100256588*i*Abs(s)**(3/2) ; i**2*r + 9.21095397313016e-6*i
3500,0.8418033573908115,B0 + B1*i ; B2 + B3*sqrt(Abs(i)) + B4*i,0.0552510000558971*i + 0.0260150385857487 ; 0.695188636622693*i + 0.35224813114264*sqrt(Abs(i)) + 0.00341862644716274
