node_hash,best_reward_seen,average_reward,variance_rewards,visit_count,L_bound,U_bound,lower_confidence_interval,upper_confidence_interval,is_terminal,is_invalid_constant,num_children,num_parents
"('INTERNAL', ('M0*M1', 'M0'))",0.9483542858204203,0.7075175961371082,0.10748067272007729,171,7.545727800771024,9.831633676517544,0.6395182474433998,0.7764600934792933,False,False,14,1
"('INTERNAL', ('B0*M0', 'M0'))",0.9483542858204203,0.885125043735138,0.0013009354098099332,112,7.481127078441688,9.869582162101509,0.8127134301735057,0.9314878977442133,False,False,14,6
"('INTERNAL', ('B0*s', 'M0'))",0.931069196305978,0.9182102549231015,0.0005631843558373265,24,4.414892583476336,9.882646197213122,0.7416957242645388,0.975200584609699,False,False,7,6
"('INTERNAL', ('B0*M0*M1', 'M0'))",0.9483754967932885,0.894946882194017,0.0013472941200348499,20,7.545727800771024,9.88706085405953,0.6899720577477659,0.9672928215757947,False,False,14,4
"('INTERNAL', ('B0*M0 + B0*M1', 'M0'))",0.9310691472897147,0.8949172906429396,0.00035887672330811083,19,6.797663931632045,9.888325769747684,0.6832388291587443,0.9680073553386559,False,False,14,1
"('INTERNAL', ('M0*M1', 'M0*M1'))",0.931069196305978,0.7724611735954906,0.05485766847892841,18,4.483636840201801,9.888069097261447,0.5668066159514602,0.932441193334852,False,False,14,2
"('INTERNAL', ('B0*M0', 'i'))",0.9310691383127642,0.904627109625152,0.000709806364656036,18,5.649220937955331,9.885233060020703,0.6879418973788367,0.9727687303380311,False,False,7,6
"('INTERNAL', ('B0*M0 + B1*M1', 'M0'))",0.9310691383127642,0.8983669360007859,0.0004307792552433933,18,6.804175407453785,9.888143398244136,0.6801909241378117,0.9702040999649236,False,False,14,4
"('INTERNAL', ('M0*M2 - M1*M2', 'M0'))",0.9135172474785037,0.800547269798205,0.04572976094536898,17,4.125609852982322,9.879251019724018,0.5610200231807259,0.9235494241524289,False,False,14,1
"('INTERNAL', ('B0*M0', 'r'))",0.9310691472897147,0.889198738853542,0.0006220566503377838,15,4.757481086927702,9.889220632838656,0.6428427454039742,0.9689082961575296,False,False,7,5
"('INTERNAL', ('B0*M0', 'M0 + M1'))",0.9310691965253275,0.8788466431325025,0.0010550962027356691,12,4.591461270192269,9.889417749923663,0.5953422706873721,0.9680240680125893,False,False,14,2
"('INTERNAL', ('M0*M1', 'i'))",0.9310691383127642,0.8032409994705375,0.025749514015441625,12,5.757416020134218,9.875448730442466,0.5143154514990944,0.9359087600890366,False,False,7,2
"('INTERNAL', ('B0*M0', 'sqrt(Abs(M0))'))",0.9215695671429686,0.8689028968174779,0.0008676634497929641,12,4.28758802855938,9.89118631733942,0.5841592726718121,0.9642650649539914,False,False,14,4
