rank,reward,equations,equations_with_constants
1,0.9509900495906474,B0*i*s ; B1*i,0.400005948390732*i*s ; 0.100000455534524*i
1724,0.32260434115219616,B0*i ; B1 + B2*sqrt(Abs(r)),-0.0596360621283419*i ; 0.112974498493325*sqrt(Abs(r)) - 0.0916262873505745
1725,0.322303203943126,B0*s + s*Abs(B1 + s)**(1/4) ; B2*i,s*Abs(s + 2.03699419578589)**(1/4) - 1.24477416252771*s ; 0.0555341746446634*i
1726,0.32183940685070306,B0*s*Abs(i)**(1/4) + s**2*Abs(i)**(1/4) ; B1*i**2 + i*r,s**2*Abs(i)**(1/4) - 0.726265459454465*s*Abs(i)**(1/4) ; 0.000110900393430084*i**2 + i*r
1727,0.32169145051464665,B0 + s - sqrt(Abs(B1*s + s**2)) ; i**3,s - sqrt(Abs(s**2 - 0.32785673632114*s)) - 0.157717491802635 ; i**3
1728,0.321415455849613,B0*sqrt(Abs(i)) ; B1*i**2 + B2*i**3*r,0.0527350538200667*sqrt(Abs(i)) ; 24.7820524923951*i**3*r + 1.11279438750799e-6*i**2
1729,0.3205195508324742,B0 + B1*sqrt(Abs(s**2 + s)) ; B2*i**2 + i,0.169790428980974 - 0.0773684582000706*sqrt(Abs(s**2 + s)) ; -1.98573023290137*i**2 + i
1730,0.3205084060518751,B0*i**2 ; B1*i + i**2*r + i*r,-0.0820553865620749*i**2 ; i**2*r + i*r + 2.94107576902318*i
1731,0.3196379037571946,B0 + B1*s + B2*i*s ; B3*i + B4*sqrt(Abs(r)) - i**2 + i*sqrt(Abs(r)),0.368454335816972*i*s + 0.455646672221871*s - 0.447584679485248 ; -i**2 + i*sqrt(Abs(r)) + 0.395295904863351*i - 0.384288742126095*sqrt(Abs(r))
1732,0.31918572532807743,B0*i ; B1*i**2 + i**3 + i**2*r,0.224163908620589*i ; i**3 + i**2*r - 0.139345626639876*i**2
1733,0.31913945833396,B0*i - i**2 + i*s ; B1*i + B2*r,-i**2 + i*s - 0.304340934292032*i ; 0.043254016436982*i + 0.00728245875973295*r
1734,0.3186579103190574,B0*s - s*Abs(i)**(3/2) ; B1 + B2*i*r,-s*Abs(i)**(3/2) + 0.140107828889457*s ; 0.92555620878485*i*r + 3.08593345390216e-5
1735,0.31864951066705677,B0*i + B1*i*s ; B2*i**2*r + 2*i**3,0.200506666314072*i*s + 0.108737551673004*i ; 2*i**3 + 0.57246851853828*i**2*r
1736,0.31857536579771034,B0*s + i*s**2 - i*s ; B1*i + B2*i**2 - i**3,i*s**2 - i*s + 0.130084684617154*s ; -i**3 - 0.769282687400473*i**2 + 0.311373834978268*i
1737,0.31830097044105415,B0*s + B1*s**2 + i ; B2*i + B3*i*r,i - 0.693251952266728*s**2 + 3.57098174473876*s ; 1.85014381245119*i*r + 0.00733148424253261*i
1738,0.31829484091384724,B0*i + B1*s + B1*Abs(s)**(1/4) ; i**2 + i*sqrt(Abs(B2*i + i**2)),0.224843818322671*i + 0.0166746802842053*s + 0.0166746802842053*Abs(s)**(1/4) ; i**2 + i*sqrt(Abs(i**2 - 0.238585388070978*i))
1739,0.3175178030363786,B0*i**2 + B1*i*s ; B2 + B3*i - i**2,0.764121492146925*i**2 + 0.435223728526526*i*s ; -i**2 + 0.53401410689929*i - 0.0141728274079586
1740,0.31683094236875237,B0*Abs(s)**(3/2) + B1*i*s ; B2 + B3*i + B3*r,0.0205279107570856*i*s + 0.109717531528984*Abs(s)**(3/2) ; -0.0481434126622836*i - 0.0481434126622836*r + 0.0528428164820412
1741,0.3161253490656558,B0*i**2 + B1*Abs(i)**(5/2)*sqrt(Abs(s)) ; B2 + B3*sqrt(Abs(r)),-1.6754092396417*i**2 + 2.62470298755021*Abs(i)**(5/2)*sqrt(Abs(s)) ; 0.156796551746187*sqrt(Abs(r)) - 0.120594608258136
1742,0.31604120431568755,B0*i*s + B0*i ; B1 + B2*Abs(r)**(1/4),-0.026684328637731*i*s - 0.026684328637731*i ; 0.163246038269505*Abs(r)**(1/4) - 0.148433741003904
1743,0.31581545062602,B0*s + B1*s**2 - i*s ; B2*i**3 + B2*i*r + i**2,-i*s - 0.738991672429119*s**2 + 0.767238414117155*s ; -0.0448071872964419*i**3 + i**2 - 0.0448071872964419*i*r
1744,0.31555491266738894,i*s**3 ; B0*i + B0*sqrt(Abs(i)) + B1*r,i*s**3 ; 0.0263020909934561*i - 0.00426564635329461*r + 0.0263020909934561*sqrt(Abs(i))
1745,0.3140178130348182,B0*s + i*s ; B1 + B2*r + B2*sqrt(Abs(B3 + B4*i)),i*s + 0.0833335066146254*s ; -0.0947876665120856*r - 0.0947876665120856*sqrt(Abs(3.66391818219545*i + 9.83044707935248)) + 0.39347691182782
1746,0.3139929782429522,B0*i + B1*i*s + B1*s ; i*sqrt(Abs(r)) - i*sqrt(Abs(B2 - i)),-0.00276520243969808*i*s - 0.0346857354950105*i - 0.00276520243969808*s ; i*sqrt(Abs(r)) - i*sqrt(Abs(i - 0.746429697094207))
1747,0.31386633693545474,s*sqrt(Abs(B0*i + i**2)) ; B1*i + B2*i*r,s*sqrt(Abs(i**2 - 0.0384024887240637*i)) ; -0.083910797906383*i*r + 0.127011462535125*i
1748,0.3134548379312084,B0 + B1*i ; Abs(B2 + B3*r)**(1/4),0.0753520038493491 - 0.136641654458486*i ; Abs(1.1870778905904e-5*r - 5.22544764689375e-6)**(1/4)
1749,0.31315407799603606,B0*Abs(i)**(1/4) ; B1*i + 2*i*r,0.0277200617046644*Abs(i)**(1/4) ; 2*i*r + 1.97351140493776e-6*i
1750,0.31302522312284764,B0*s + B1*s*sqrt(Abs(i - s)) ; B2 - i - r,0.0136618404315835*s*sqrt(Abs(i - s)) - 0.0128702974540716*s ; -i - r + 0.00179695298033462
1751,0.31255306048487674,B1*Abs(B0 + i)**(1/4) ; B2*i + B3*i**2 + B4*r,0.0587507842876611*Abs(i + 0.45256767922955)**(1/4) ; -0.500448338780722*i**2 + 0.284650942580863*i + 0.0164669515073801*r
1752,0.3125301979022697,B0*i**3 + B1*i**2*s ; B2*i**2,-4.35762776273039*i**3 + 5.35091130633781*i**2*s ; 0.424220981225409*i**2
1753,0.31222125077539803,B0*i**2*s + B0*Abs(i)**(5/2) ; B1 + B2*i,1.18314291968617*i**2*s + 1.18314291968617*Abs(i)**(5/2) ; 0.341939010899574*i - 0.0320793696234829
1754,0.3120045797175766,B0 + B1*s**3 + B1*s ; B2 + B3*i + B3*r,0.0496537685660819*s**3 + 0.0496537685660819*s - 0.0623542106563623 ; 0.138895179737888*i + 0.138895179737888*r - 0.0244225230960622
1755,0.31157710792213855,B0*i + B1*i**2*s ; B2*i**2,1.97337523956502*i**2*s + 0.124113953535967*i ; 0.690803409791647*i**2
1756,0.31157310198263477,i**2*s - 2*i*s ; B0*i + B1*i*r,i**2*s - 2*i*s ; 1.6294053277249*i*r + 0.971715517146014*i
1757,0.3097547184375486,B2*sqrt(Abs(B0*i + B1)) ; B3 + B4*r,-0.00070704638768443*sqrt(Abs(2.65118147821756*i + 71.4924466811026)) ; -2.6490020363806*r - 0.996274148197704
1758,0.30947158103225136,B0*i - i**2 + 3*i*s ; B1*i + 2*i*r,-i**2 + 3*i*s - 1.97332739536715*i ; 2*i*r + 2.78751617924625e-8*i
1759,0.3090692751602497,B0*s + i*s ; B1*i + B2*i*r,i*s - 0.00941144257092055*s ; -0.348135948705584*i*r + 0.34717062680078*i
1760,0.3086238692925468,B0*i*s ; B1*sqrt(Abs(i)),-0.13008820581519*i*s ; -0.115860777554261*sqrt(Abs(i))
1761,0.3083146614574622,B0*Abs(s)**(3/2) + s**2 ; B1 + B3*i*sqrt(Abs(B2 + r)),s**2 - 0.821986139181464*Abs(s)**(3/2) ; 0.137794268735635*i*sqrt(Abs(r - 0.0248523465332859)) - 0.000229943889782423
1762,0.3080498294344443,B0*i**4 + B0*i**2 ; B1*i + B2*sqrt(Abs(i - r)),0.0894976278330631*i**4 + 0.0894976278330631*i**2 ; 0.516174940793592*i - 0.199029206791867*sqrt(Abs(i - r))
1763,0.30790968603383434,B0*s + B1*s**2 ; B3*Abs(B2 + r)**(1/4),0.184287370948105*s**2 - 0.11042731075731*s ; 0.00321651288376094*Abs(r - 12.7132173521063)**(1/4)
1764,0.3078445240351539,B0*s + B1*s**2 ; B2*Abs(i)**(3/2) - r*Abs(i)**(3/2),-0.415812676728357*s**2 + 0.411334749814964*s ; -r*Abs(i)**(3/2) + 0.98461020979751*Abs(i)**(3/2)
1765,0.3074016973039167,B0*i*s**2 + i**2 + i*s**3 ; B1*i,i**2 + i*s**3 - 0.328607432710899*i*s**2 ; 0.220105369596816*i
1766,0.30655187889654606,B0*i + B0*sqrt(Abs(B1*s + s*sqrt(Abs(i)))) ; B2*i - i*r + Abs(i)**(3/2)*sqrt(Abs(r)),-0.00920837176084287*i - 0.00920837176084287*sqrt(Abs(s*sqrt(Abs(i)) + 0.0174468162820107*s)) ; -i*r - 0.698295619705827*i + Abs(i)**(3/2)*sqrt(Abs(r))
1767,0.3064296504727842,B0*i*s + B1*i*s**2 + s ; B2*i,-2.82482816413464*i*s**2 - 1.76731187391947*i*s + s ; 0.0856305429794615*i
1768,0.3062806602838066,B0*s + B1*s**3 - s**2 ; B2 + B3*r,0.839540953113079*s**3 - s**2 + 0.303483271987202*s ; 0.0212005495938835*r + 0.0048606574583531
1769,0.30599304694282053,B0*Abs(s + sqrt(Abs(i - s)))**(1/4) ; B1 + B2*i + B3*r**2,0.0387134186907331*Abs(s + sqrt(Abs(i - s)))**(1/4) ; 2.61183529216739*i + 0.171121813326341*r**2 - 0.688446050971181
1770,0.30584958683560537,B0*i + B1*i*Abs(s)**(3/2) ; B2 - i - r,0.42835398829704*i*Abs(s)**(3/2) - 0.446484261705162*i ; -i - r - 0.0219291216891078
1771,0.30552427050215675,i*s*sqrt(Abs(i - Abs(s)**(3/2))) ; B0*i**2 + B1*i*sqrt(Abs(B2 + r)),i*s*sqrt(Abs(i - Abs(s)**(3/2))) ; 0.0783216422900954*i**2 + 0.147164155727402*i*sqrt(Abs(r - 0.213474761250391))
1772,0.30536362329103983,B0*i**2*s**2 ; B1 + B2*Abs(i)**(1/8) + B3*i,-0.320750832012621*i**2*s**2 ; -0.306376643190245*i + 0.138511053954988*Abs(i)**(1/8) - 0.0922504363638313
1773,0.30469535306329193,B0*i*s**2 ; B1*i - i**2 + i*Abs(i + r)**(1/4),0.296714279603127*i*s**2 ; -i**2 + i*Abs(i + r)**(1/4) - 0.433554554025908*i
1774,0.30456215887621396,B0*s + B1*i*s + B1*s**2 ; B2*i + B3*r - i*r + r**2,-8.25720364513561*i*s - 8.25720364513561*s**2 + 8.32151820465978*s ; -i*r - 0.00891822391482715*i + r**2 + 0.00326595186325008*r
1775,0.30425597927711273,B0*Abs(s)**(1/4) ; B1*i + B2*i**2*r - i*r,-0.00647995379555075*Abs(s)**(1/4) ; -1.25393664606269*i**2*r - i*r - 0.516691366271337*i
1776,0.3034186125743912,B0*i**2*s - i**2*s**2 ; B1*i,-i**2*s**2 + 0.817796049280653*i**2*s ; -0.193502370665983*i
1777,0.3023912150402134,B0*s ; B1*i**3 + i**4 - i**3*r + i**2*r,0.0437569287990938*s ; i**4 - i**3*r - 0.0405704523504701*i**3 + i**2*r
1778,0.30221370848940055,B0*i ; B1*i + B2*r - i*r + r**2,-0.0220073838513507*i ; -i*r - 0.480942610429987*i + r**2 + 0.179283495258447*r
1779,0.30161838470514757,B0 - i**2 + i*s + s ; B1 + B2*i*r + B2*r,-i**2 + i*s + s + 0.928314608338892 ; -0.0925607261619253*i*r - 0.0925607261619253*r + 0.185796652084064
1780,0.3010948592709191,i*sqrt(Abs(B0*i + i*s)) ; B1 + B2*i,i*sqrt(Abs(i*s + 0.187232032390114*i)) ; 0.274933441372565*i - 0.00941177236602531
1781,0.3009625406384939,B0*s**2 + B1*s*sqrt(Abs(i)) ; B4*sqrt(Abs(B3 + sqrt(Abs(-B2 + i + r)))),0.0934077150988429*s**2 - 0.0767259810142012*s*sqrt(Abs(i)) ; 0.00947311532919404*sqrt(sqrt(Abs(i + r + 0.318261465131128)) + 0.279621143749388)
1782,0.30044824176259316,B0*i**2 + i**2*s ; B1 + B2*i + i**2,i**2*s + 1.09961324211802*i**2 ; i**2 + 0.0552050879006289*i - 0.00975199943881569
1783,0.2998213078212197,B0*sqrt(Abs(i)) ; B1 + B2*i + B3*r**2,0.0912303999126429*sqrt(Abs(i)) ; 0.358621233045068*i + 0.0152035535589115*r**2 - 0.0482881118981296
1784,0.2986352463679744,Abs(i)**(3/2) ; B0 + B1*i + B2*r,Abs(i)**(3/2) ; 2.84822890309212*i - 0.0416365849173944*r + 0.0137599574836826
1785,0.2983218663081093,B0*i*s - i**2*s ; B1 + B2*i + B3*r,-i**2*s + 0.151663193337132*i*s ; -0.241783447961425*i - 0.0544448281407954*r + 0.00283007716409563
1786,0.2983072554422532,B0*i ; B1*i + B2*r**2,-0.00982930167265469*i ; -0.335042081384064*i + 1.16894518899204*r**2
1787,0.29820945787160297,B0*s ; B1*i**2 + i**3 + i**2*r,0.038189888947239*s ; i**3 + i**2*r - 0.216426868752565*i**2
1788,0.29795096344628375,B0*Abs(i)**(7/4) ; B1 + B2*i + B3*r,0.00348691763605204*Abs(i)**(7/4) ; 10.7916691815339*i + 8.02821872529589*r - 10.5767222760732
1789,0.29747443740061413,B0*Abs(i)**(3/2)*sqrt(Abs(s)) ; B1 + B2*r,-0.115080417160015*Abs(i)**(3/2)*sqrt(Abs(s)) ; -0.0841776854047928*r - 0.0550716037589735
1790,0.2971958421815798,B0*s**2 + s**3 ; B1*i + B2*i*r,s**3 - 0.727979729142973*s**2 ; 0.878141483734649*i*r + 5.63007859651952e-5*i
1791,0.2971935485543144,B0*Abs(i)**(1/4) ; B1*i + B2*i**3*r - i**2,0.0462623142692361*Abs(i)**(1/4) ; 10.4605356787614*i**3*r - i**2 + 0.201292700610613*i
1792,0.29607259146753684,B0*sqrt(Abs(i + s)) ; B1 + B2*sqrt(Abs(r)),-0.00507641307097543*sqrt(Abs(i + s)) ; 0.156242290917417*sqrt(Abs(r)) - 0.0947539142906998
1793,0.2959515544599152,B0*s + B1*s**2 ; B3*sqrt(Abs(i - sqrt(Abs(-B2 + i + r)))),0.189257229228789*s**2 - 0.115399821448009*s ; 0.00408070731504949*sqrt(Abs(i - sqrt(Abs(i + r + 4.63800767229111))))
1794,0.294894166624473,B0*s**2 - i*s**2 ; B1 + B2*i*r,-i*s**2 + 0.273565397915739*s**2 ; 0.850634336692773*i*r + 4.63633140823834e-5
1795,0.29460583208702923,B0*i ; B1 + B2*sqrt(Abs(r)) + B3*r + Abs(r)**(3/2),-0.0322585955913459*i ; 0.11917161641131*r + Abs(r)**(3/2) - 0.262247743965248*sqrt(Abs(r)) + 0.0123700091836591
1796,0.29435581318951737,B0*Abs(s)**(5/2) ; B1*i,0.0789320133597748*Abs(s)**(5/2) ; 0.0673058005829935*i
1797,0.2940828491830275,B0*s + s**2 ; B1*i + i*r,s**2 - 0.735718296179214*s ; i*r + 2.34136915941297e-5*i
1798,0.2939667471797274,B0*s + B1*s**2 ; B2*sqrt(Abs(r + Abs(i + r)**(1/4))),0.191868420621824*s**2 - 0.120585889920324*s ; 0.00579888022270016*sqrt(Abs(r + Abs(i + r)**(1/4)))
1799,0.2933219295821391,B0*s + B1*s**3 ; -i**2 - i*sqrt(Abs(B2 + i)) + i,-0.181364744450581*s**3 + 0.181242165153374*s ; -i**2 - i*sqrt(Abs(i + 0.14185621240081)) + i
1800,0.2931699452809306,B1*Abs(B0 + i)**(1/4) ; B2*i + B3*i**3 + B4*r,0.0550022431489146*Abs(i + 0.562734235170641)**(1/4) ; -1.10353882925942*i**3 + 0.226085076326601*i + 0.0160475655197843*r
1801,0.29316795454094274,B0*i + i*s ; B1 + B2*i*r + B2*r,i*s - 0.563668597981552*i ; 0.00715645980999471*i*r + 0.00715645980999471*r + 0.00497193063099748
1802,0.29298437456545695,B0 + s - sqrt(Abs(B1 - s)) ; B2*sqrt(Abs(i)),s - sqrt(Abs(s - 0.272553790857269)) - 0.0236445552073574 ; 0.0171410260467115*sqrt(Abs(i))
1803,0.292329366145784,B0 + B1*i + B2*s ; B3*i + i**2 + Abs(i)**(3/2),0.359607627057542*i + 0.0427109850599102*s - 0.0528734638844366 ; i**2 - 0.533595422687593*i + Abs(i)**(3/2)
1804,0.29223252307967224,B0*s + B0*sqrt(Abs(i)) ; B1 + B2*r,0.13995369248369*s + 0.13995369248369*sqrt(Abs(i)) ; 0.127621280854799 - 0.0964114871915303*r
1805,0.29209002622584046,B0*s ; B1*i**2 - i**3,0.0690864743579319*s ; -i**3 + 0.595648217809307*i**2
1806,0.2919362057609833,B0*s**2 + B1*s**3 ; B3*sqrt(Abs(B2 + i + r)),0.249466447138942*s**3 - 0.1578115828782*s**2 ; 0.0208990304397724*sqrt(Abs(i + r - 0.281958148382669))
1807,0.29156264193839776,B0*i + i*s + s ; B1*sqrt(Abs(i)),i*s - 1.72027126518926*i + s ; 0.0345894329192356*sqrt(Abs(i))
1808,0.291296981297066,B0*i*s - i**2*s ; B1*i - i**2,-i**2*s + 0.674894728614085*i*s ; -i**2 + 0.368891601005517*i
1809,0.29099129388106093,B0*s*sqrt(Abs(i)) ; B1*i**2 + 2*i*r,0.057443939139872*s*sqrt(Abs(i)) ; 1.5097094803319e-5*i**2 + 2*i*r
1810,0.29048007322805,B0*i**2 + B1*i**3 + i*s ; B2*i,-23.080842114104*i**3 + 6.41817017328364*i**2 + i*s ; 0.136054067033535*i
1811,0.2903675685210154,B0*i**2*s + 2*i*s ; B1 + B2*i + B2*sqrt(Abs(i)),-6.53351759571845*i**2*s + 2*i*s ; 0.0316125296760483*i + 0.0316125296760483*sqrt(Abs(i)) - 0.000159605383566002
1812,0.2900542545799827,-i**2 + i*sqrt(Abs(B0 + s)) ; B1*i,-i**2 + i*sqrt(Abs(s - 0.465728164202862)) ; 0.0494323376603085*i
1813,0.2897202204484713,B0 + B1*i ; B2 - i*r - 2*r,-3.11909491494095e-5*i - 0.0056854652992143 ; -i*r - 2*r - 0.737850679425471
1814,0.289196375743282,B0*sqrt(Abs(s)) ; B1*i,0.0358083852347935*sqrt(Abs(s)) ; 0.102968325190106*i
1815,0.288677676135047,B0*s + s**2 ; B1*i + B2*i*r,s**2 - 0.733859329299436*s ; 0.910562732393672*i*r + 4.5358486166835e-5*i
1816,0.28855192454280776,B0*s - 2*i*s + s**2 ; B1*i + B2*r,-2*i*s + s**2 - 0.962697388826536*s ; 0.0372163407918858*i + 0.0244899220062062*r
1817,0.2882550175988672,B0*sqrt(Abs(i)) ; B1*i + B2*r,0.152244786228*sqrt(Abs(i)) ; 0.251268979360883*i + 0.0123047535039466*r
1818,0.28823211881677063,B0*s + s**2 ; B1*i**2 + i*r,s**2 - 0.735738827359252*s ; 0.000100668488492769*i**2 + i*r
1819,0.2876259167909031,B0 + B1*i ; B2*i + Abs(i)**(3/2)*Abs(r)**(1/4),0.283124255138309*i - 0.00363001818729916 ; -0.0904750670971536*i + Abs(i)**(3/2)*Abs(r)**(1/4)
1820,0.2872287184278842,B0*i*s**2 + i*s**3 ; B1*sqrt(Abs(i + r)),i*s**3 - 0.545215226042203*i*s**2 ; 0.0116238152637398*sqrt(Abs(i + r))
1821,0.286922768698297,B0*i*s**3 + i*s**4 ; B1 + B2*i + B3*r,i*s**4 - 0.74903857768132*i*s**3 ; -4.3156739140556*i - 7.07301699063172*r - 0.0243398935435264
1822,0.2860623455548123,B0*s**2 + s**3 ; B1*i + B2*i**2 + B3*i*r,s**3 - 0.72550844488218*s**2 ; -0.0801713697096689*i**2 + 0.865188437835938*i*r + 0.0190333951390457*i
1823,0.28601607094250314,B1*sqrt(Abs(B0 + 2*s)) ; B2*i + B3*i**2 - i*r,-0.00273471613075805*sqrt(Abs(2*s + 4.61396105954276)) ; 0.527304665788949*i**2 - i*r - 0.550906045351297*i
1824,0.28593939984186867,B0*i ; i*sqrt(Abs(B1 + i - r)),-0.889977704768944*i ; i*sqrt(Abs(i - r + 4.49388419751883))
1825,0.285616896209754,B0*i + B1*s ; i**2*sqrt(Abs(2*i + r)),0.220313890438361*i + 0.0118066806088756*s ; i**2*sqrt(Abs(2*i + r))
1826,0.2853263148837961,B0*s**2 + i*s**2 ; B1*i,i*s**2 - 0.0133183755419097*s**2 ; 0.0875197099214523*i
1827,0.28514564673853704,B0 + B2*sqrt(Abs(B1 + s)) ; B3*i**3 + B3*i**2*r + i,0.269793415063955 - 0.150889976122163*sqrt(Abs(s + 0.564783574464485)) ; -0.759855442479985*i**3 - 0.759855442479985*i**2*r + i
1828,0.28511614094807086,B0*sqrt(Abs(i)) + B1*i ; B2*i - i**2*r + i**2 - i*r,0.0629539811230398*i - 0.050637523921588*sqrt(Abs(i)) ; -i**2*r + i**2 - i*r - 0.751091873664524*i
1829,0.28502103564727627,B0*s*Abs(i)**(3/2) ; i**3,1.07701578485932*s*Abs(i)**(3/2) ; i**3
1830,0.2849478294075643,B0*i + B3*sqrt(Abs(B1 + B2*s)) ; B4*i - i**2*r + i**2 - i*r,-0.013672096373337*i - 0.0479140360543598*sqrt(Abs(0.0709292675025587*s - 0.135760621504225)) ; -i**2*r + i**2 - i*r - 0.884059563447915*i
1831,0.28492178021270537,B0*Abs(i)**(1/4) ; B1*i + B2*r,0.0786929571609829*Abs(i)**(1/4) ; 0.179269116451564*i + 0.0148572810696503*r
1832,0.2847748554272227,B0*i**2*s**2 ; B1 + B2*r,-0.175854083329962*i**2*s**2 ; -0.0721227583082201*r - 0.048400449422942
1833,0.2846933143751858,B0*sqrt(Abs(s)) ; B1*i - i**2,0.0411041433898418*sqrt(Abs(s)) ; -i**2 + 0.315872283234772*i
1834,0.28435906983516085,B0*i*sqrt(Abs(i - s)) ; B2*sqrt(Abs(B1*r + i)),-0.196552950429574*i*sqrt(Abs(i - s)) ; -0.135260641664908*sqrt(Abs(i + 0.0276242485232467*r))
1835,0.2838587431931678,B0 + B1*i ; B2 + i + sqrt(Abs(i + r)),0.00786213944455871*i - 0.00305328050675758 ; i + sqrt(Abs(i + r)) - 0.319216867825886
1836,0.28313163284898923,B0*s + s**2 ; B1*i + B2*i*r + i**2,s**2 - 0.758648864549533*s ; i**2 + 1.81143657121954*i*r - 0.217598117897942*i
1837,0.2829343059523853,B0*s + s**2 ; B1*i**2 + B2*i*r,s**2 - 0.733915408834558*s ; 0.000190563852832121*i**2 + 0.911740898641534*i*r
1838,0.28247039370059335,B1*s*sqrt(Abs(B0 - sqrt(Abs(i)))) ; B2*i + i**2 + 2*i*r,0.0172500310763097*s*sqrt(Abs(sqrt(Abs(i)) - 0.927291358981588)) ; i**2 + 2*i*r - 0.120279469350827*i
1839,0.2817878453033734,B0 + sqrt(Abs(B1 - i)) ; B3*sqrt(Abs(B2 + i + r)),sqrt(Abs(i - 15.6944285037818)) - 3.91209075483666 ; 0.0425535339802206*sqrt(Abs(i + r - 0.324363868810905))
1840,0.28145315825570555,B0*s + i*s ; B1 + B2*r,i*s + 0.0522671160504653*s ; 0.0657469988624869 - 0.0667537061330079*r
1841,0.28132619663458497,B0*s*sqrt(Abs(i - s)) ; B1*i,0.0723282484094894*s*sqrt(Abs(i - s)) ; 0.0775866583454518*i
1842,0.2810576970571428,B0*i - i**2 - i*Abs(s)**(1/4) ; B1*i,-i**2 - i*Abs(s)**(1/4) + 1.14282695457976*i ; -0.196300211423113*i
1843,0.28101186291573116,B0*s**2*sqrt(Abs(i)) - i*s**2 ; B2*Abs(B1 + i)**(1/4),-i*s**2 + 0.605626271603109*s**2*sqrt(Abs(i)) ; 0.0237383841524657*Abs(i - 0.0503366123714753)**(1/4)
1844,0.28051633179271857,B1*Abs(B0 - i)**(1/8) ; B2*i + i**2*r,0.0419586668132265*Abs(i - 0.107336912681983)**(1/8) ; i**2*r + 0.0283299332568345*i
1845,0.2804953343520971,B0*s + i*s ; B1*Abs(i)**(1/4) + B2*r,i*s + 0.0118845031215142*s ; -0.0413204755469626*r + 0.0767569935342382*Abs(i)**(1/4)
1846,0.27908473553734714,B0*s ; B1*i - i**2 - i*r + Abs(i)**(3/2),-0.00494030622270349*s ; -i**2 - i*r - 0.621929897249089*i + Abs(i)**(3/2)
1847,0.27888912440442604,B0*s + B1*i*s ; B2*i + B3*sqrt(Abs(r)) - i*r + Abs(r)**(3/2),-0.0177595737564275*i*s + 0.00186920212996274*s ; -i*r - 0.92529283431033*i + Abs(r)**(3/2) + 0.0847237476980779*sqrt(Abs(r))
1848,0.2786560505566293,B0*s - i*s ; B1*i*r + B1*i*sqrt(Abs(B2 + r)),-i*s + 0.294031233823409*s ; 0.132884629311386*i*r + 0.132884629311386*i*sqrt(Abs(r - 0.253629514294263))
1849,0.2781819700948759,B0 + B1*i ; B2*i + B3*r,0.0733456388741823*i + 0.0371214847426943 ; 0.183092458560622*i + 0.0136892115991634*r
1850,0.27807417906461956,B0*i + i**2 + i*sqrt(Abs(s)) ; B1*i,i**2 + i*sqrt(Abs(s)) - 0.727075902740059*i ; 0.116451422999209*i
1851,0.278005861046316,B0*i + B1*i**2*s + B1*i*s ; i**2,0.187610169759782*i**2*s + 0.187610169759782*i*s + 0.205068071985652*i ; i**2
1852,0.2778330459621568,B0*s - i*s + i - s**2 ; i*sqrt(Abs(B1 + B2*r + i)),-i*s + i - s**2 + 0.991252534242113*s ; i*sqrt(Abs(i + 8.53835825159854*r + 9.41036444554791))
1853,0.2774027479009141,B0 + B1*i + B2*s ; B3*sqrt(Abs(r)) + B5*sqrt(Abs(B4 + i)),-0.843864079023499*i + 1.90318668536575*s + 1.29301247421422 ; 0.224844166548455*sqrt(Abs(r)) - 0.0994837035698242*sqrt(Abs(i - 5.21871535200986))
1854,0.2772583021879856,B0*s*sqrt(Abs(2*i + s)) - i*s ; B1 + B2*i + B3*r,-i*s + 0.0833926245412186*s*sqrt(Abs(2*i + s)) ; 1.89746616882068*i - 0.440861853986063*r + 0.0487230624898835
1855,0.27719329595756004,B0*s**3 ; B1*sqrt(Abs(i + sqrt(Abs(i + r)))),0.0551772318058484*s**3 ; 0.0109273313929656*sqrt(Abs(i + sqrt(Abs(i + r))))
1856,0.2770732844273168,B0*i + B1*i*s + i**2*s + s ; B2*i,i**2*s + 0.168896430174959*i*s - 1.68838504214788*i + s ; 0.0717096969534764*i
1857,0.2770356139976988,B0*s**2 + B1*s**3 ; B4*sqrt(Abs(B3 + sqrt(Abs(B2 + i*r)))),0.225351931541816*s**3 - 0.134745892983069*s**2 ; 0.0039490192197735*sqrt(sqrt(Abs(i*r + 0.773016740969557)) + 1.44304191187721)
1858,0.27694990850474843,B0 + s ; B1*i + B2*i*r,s - 0.738434041472364 ; 0.937608714790184*i*r + 3.79204711485725e-5*i
1859,0.27688565749581157,B0*sqrt(Abs(i + s**2)) ; B1*i - i*r,-0.00538617742449949*sqrt(Abs(i + s**2)) ; -i*r - 0.432986413579761*i
1860,0.27624493189916244,B0*i*s**3 + B0*i*s ; -i**3 - i**2*r + i**2*sqrt(Abs(B1 + r)),0.290897896244711*i*s**3 + 0.290897896244711*i*s ; -i**3 - i**2*r + i**2*sqrt(Abs(r + 0.764302667570948))
1861,0.27623801166250184,B0*s**2 - i*s ; B1 + B2*i + B3*r,-i*s + 0.396631691912113*s**2 ; 2.38315408842041*i + 0.800750093281717*r - 0.668726087951549
1862,0.2762060285299114,B0 + B1*i + B2*s ; i*sqrt(Abs(B3 + i*r)),0.0930268097870972*i + 0.0218238296769478*s + 0.0285552608162304 ; i*sqrt(Abs(i*r - 0.122373891514971))
