rank,reward,equations,equations_with_constants
1,0.9509900495906474,B0*i*s ; B1*i,0.400005948390732*i*s ; 0.100000455534524*i
57,0.8936717182240671,B0*i**2 + B1*i*s ; B2*i + B2*Abs(i)**(3/2),0.0587276028410899*i**2 + 0.376337072202803*i*s ; 0.0679144874934967*i + 0.0679144874934967*Abs(i)**(3/2)
58,0.8926984755977273,B0 + B1*s + B2*s**2 ; B3 + B4*i + B5*r,-0.370079973604465*s**2 + 0.436504719047552*s - 0.0658233530909981 ; 0.0884861672555733*i + 0.00270465738409797*r - 0.0021198203765987
59,0.8926871938478925,B0*i**2 + B1*i*s ; B2*i*r + B2*i,-0.0984047680259057*i**2 + 0.37365004804499*i*s ; 0.0673063280366373*i*r + 0.0673063280366373*i
60,0.8925781936499037,B0*s + B1*i*s ; B2*Abs(i)**(3/2) + B3*i*r,0.321560206890403*i*s + 6.94001140766777e-5*s ; 0.0757206308336078*i*r + 0.12888672498272*Abs(i)**(3/2)
61,0.8925735506903838,B0*i*s ; B1*Abs(i)**(3/2) + B2*i*r,0.32269744533721*i*s ; 0.0752792121627353*i*r + 0.129261536943347*Abs(i)**(3/2)
62,0.8923113662156839,B0 + B1*s + B2*s**2 ; B3*i,-0.3512924098905*s**2 + 0.405190200379884*s - 0.0524831895208914 ; 0.0867433360895083*i
63,0.8902508775714999,B0*Abs(i)**(3/2) + B1*i*s ; B2*Abs(i)**(5/4),0.347749079044795*i*s + 0.0800273202012189*Abs(i)**(3/2) ; 0.153520777928273*Abs(i)**(5/4)
64,0.8901898527081721,B0*s + B1*i*s ; B2*Abs(i)**(1/4) + B3*r,0.475380414481206*i*s + 0.0156685153879895*s ; -0.0171978232308969*r + 0.0476379955356071*Abs(i)**(1/4)
65,0.8893484654736701,B0 + B1*s + B2*Abs(s)**(3/2) ; B3*i,0.823914422249948*s - 0.72868722343393*Abs(s)**(3/2) - 0.0925762991634839 ; 0.0832347314205042*i
66,0.8869358526564046,B0*i*s ; B1*i**2 + B1*i*sqrt(Abs(r)),0.291001349331103*i*s ; 0.115676552068087*i**2 + 0.115676552068087*i*sqrt(Abs(r))
67,0.88638487170445,B0*s*sqrt(Abs(i)) + B1*i*s ; B2*sqrt(Abs(i)) + B3*i,0.399995083011795*i*s + 3.17029097876215e-6*s*sqrt(Abs(i)) ; 0.0999998472816246*i + 1.15279471784504e-7*sqrt(Abs(i))
68,0.8863848716906265,B0*s + B1*i*s ; B2*i + B4*i*sqrt(Abs(B3 + r)),0.400001339488605*i*s + 3.42437889721458e-7*s ; -9.50273586995748e-7*i*sqrt(Abs(r - 0.134853085712872)) + 0.10000063911841*i
69,0.8863848716889575,s*sqrt(Abs(B0*i**2 + B1*i)) ; B2 + B3*i + B4*i**2,s*sqrt(Abs(0.160000131811801*i**2 + 3.12871659739276e-7*i)) ; 1.23866272255815e-6*i**2 + 0.0999996547656561*i + 2.04933581349756e-8
70,0.8863848716873263,B0*s + B1*i*s ; B2*i + B3*i**2 + B3*r,0.400000149675813*i*s + 3.90908991288319e-7*s ; 3.01599518622394e-9*i**2 + 0.100000109420906*i + 3.01599518622394e-9*r
71,0.8863848716856888,B0*i + B0*s + B1*i*s ; B2*i + B3*sqrt(Abs(r)),0.39999968353183*i*s + 3.98636457947673e-7*i + 3.98636457947673e-7*s ; 0.100000216297625*i + 1.18132638088352e-10*sqrt(Abs(r))
72,0.8863848716287562,B0 + B1*i*s ; B2*i + B4*i*sqrt(Abs(B3 + r)),0.400008102865727*i*s + 1.03056378165079e-7 ; 7.26922661741948e-6*i*sqrt(Abs(r - 0.597085137401268)) + 0.0999971481234863*i
73,0.8863848716059856,B0*i*sqrt(Abs(s)) + B1*i*s ; B2 + B3*i,0.400020530399706*i*s - 1.37407381669195e-5*i*sqrt(Abs(s)) ; 0.0999996501249126*i - 7.83825878707582e-9
74,0.8863848715966545,B0*i + B1*i*s ; B2*i + B4*i*sqrt(Abs(B3 + r)),0.400009011522617*i*s - 1.06561726787543e-6*i ; -4.1158560095267e-6*i*sqrt(Abs(r - 0.126269530776206)) + 0.100002274913758*i
75,0.8863848714976047,B0*i*s ; B1*i + B3*r*sqrt(Abs(B2 + i)),0.40000700787164*i*s ; 0.100001089393629*i - 7.39449549764654e-7*r*sqrt(Abs(i - 0.0112682213000694))
76,0.8857895966598546,B1*s*sqrt(Abs(B0 + i)) ; B2*i + B3*i*r,0.155019932484109*s*sqrt(Abs(i - 0.0270722368820496)) ; 0.0929142755450949*i*r + 0.0600061832125361*i
77,0.8847307696721266,B0*s + s*sqrt(Abs(B1 + B2*s)) ; B3 + B4*i,s*sqrt(Abs(0.0970910214334757*s - 0.110468315394849)) - 0.117805065948956*s ; 0.105203660292332*i - 0.000417414746198787
78,0.8843357900450228,B0*i + i*sqrt(Abs(B1 + sqrt(Abs(s)))) ; B2*i,i*sqrt(Abs(sqrt(Abs(s)) - 0.117898482130916)) - 0.585444352296906*i ; 0.0799821277981883*i
79,0.8842923519683676,B0 + B2*sqrt(Abs(B1 + s)) ; B3*i**2 + B3*i*r,0.0960318534557814 - 0.14787335353077*sqrt(Abs(s - 0.641419861991419)) ; 0.135288179983465*i**2 + 0.135288179983465*i*r
80,0.8841283365691089,B0*s + B1*Abs(s)**(3/2) ; B2 + B3*i,0.417757051103988*s - 0.408713408185118*Abs(s)**(3/2) ; 0.107072199827997*i - 0.000772692211181684
81,0.8835452694463238,B0*i*Abs(s)**(3/2) ; B1 + B2*i + B3*r,0.492155231205187*i*Abs(s)**(3/2) ; 0.0802468570484331*i - 0.00222692920366661*r + 0.00316337256592386
82,0.8829990225351888,B0*i + B1*i*s ; B2*i**2 + B3*i*sqrt(Abs(r)),0.314493452380491*i*s - 0.0164642181971568*i ; 0.126797553584286*i**2 + 0.102229572188295*i*sqrt(Abs(r))
83,0.8814562690744238,B0*s + B1*Abs(s)**(5/4) ; B2*i + B3*i*r,0.842188533973238*s - 0.832968198988134*Abs(s)**(5/4) ; -0.0616793793206665*i*r + 0.134245465974582*i
84,0.8813176355675651,B0*s + B1*Abs(s)**(3/2) ; B2*i,0.410389619383439*s - 0.400641657418638*Abs(s)**(3/2) ; 0.10325598638802*i
85,0.8808194462406345,B0*s + B1*s**2 ; B2*sqrt(Abs(i)) + B3*sqrt(Abs(r)),-0.243767603400579*s**2 + 0.253151680806711*s ; 0.0646476049745788*sqrt(Abs(i)) - 0.00897880165550475*sqrt(Abs(r))
86,0.8803222803766153,B0*i + B1*i*s ; B2 + B3*i**2*r,0.609641846226057*i*s - 0.267435750681283*i ; 1.09489579228361*i**2*r + 0.00175572739530619
87,0.8793133375945049,B0*s + B1*s**2 ; B2 + B3*sqrt(Abs(r)) + B4*r,-0.30769031297972*s**2 + 0.312476275422261*s ; -0.168221740668226*r + 0.174382739719751*sqrt(Abs(r)) - 0.00567786826647276
88,0.8779239870487375,B0*s + B1*i*s ; B2*Abs(i)**(3/2) + B3*r,0.397688276338041*i*s - 0.00284211911226603*s ; 0.00203277092179538*r + 0.180778416218356*Abs(i)**(3/2)
89,0.8776922613330669,s*sqrt(Abs(B0*i + B1)) ; B2*i + B3*i*r,s*sqrt(Abs(0.0191208111163558*i - 0.00041082317742667)) ; 0.117089971628549*i*r + 0.0516302736079254*i
90,0.8775210229811089,B0*i*s + B1*s*Abs(i)**(3/2) ; B2 + B3*i,0.400015102498087*i*s - 2.60436372775807e-5*s*Abs(i)**(3/2) ; 0.100000042949608*i + 7.74111556120411e-9
91,0.8775210229734383,B0*i + B1*s + B2*i*s ; B3*i + B4*r,0.40000217524199*i*s - 1.66177966073321e-6*i + 3.53368282377551e-7*s ; 0.0999996730065697*i + 1.50981814613021e-8*r
92,0.8775210229724248,B0*i + B1*s + B2*i*s ; B3*i,0.400001762793612*i*s - 1.20324300837121e-6*i + 3.56883397616511e-7*s ; 0.0999998252520584*i
93,0.8775210229722075,B0 + B1*s**2 + B2*i*s ; B3*i + B4*i**2,0.400000704238561*i*s + 3.82393401230569e-7*s**2 - 9.03571470235382e-9 ; 8.64112748457355e-7*i**2 + 0.0999998269739929*i
94,0.8775210229689633,B0*i*s + B1*i**2*s ; B2*sqrt(Abs(i)) + B3*i,-3.13255674151617e-5*i**2*s + 0.400010565452929*i*s ; 0.099999901397153*i + 9.3256159113325e-8*sqrt(Abs(i))
95,0.8775210229683165,B0*i*s + B1*i**2*s ; B2 + B3*i,-2.99310326585853e-5*i**2*s + 0.400010209530222*i*s ; 0.100000092410418*i + 7.65165806603236e-10
96,0.8775210229683165,B0*i*s + B1*i**2*s ; B2*i + B2*sqrt(Abs(B3*i + i**2)),-2.99310330131179e-5*i**2*s + 0.400010209530292*i*s ; 0.0500000462052016*i + 0.0500000462052016*sqrt(Abs(i**2 + 3.06066829933128e-8*i))
97,0.8775210229683132,B0*i*s + B1*i**2*s ; B2*i,-2.98517698847035e-5*i**2*s + 0.40001018901451*i*s ; 0.100000096294385*i
98,0.8775210229529713,B0*i*s + B1*i*s**2 ; B2*i + B3*r,1.80680034184062e-5*i*s**2 + 0.399991107244363*i*s ; 0.0999998800586474*i + 2.69705807954383e-8*r
99,0.8775210229527481,B0*i*s + B1*i*s**2 ; B2*i + B3*r**2,1.79938729507555e-5*i*s**2 + 0.399991185516743*i*s ; 0.0999998997164855*i + 2.69943595770515e-8*r**2
100,0.8775210229518156,B0*i*s + B1*i*s**2 ; B2*i + B3*Abs(r)**(1/4),1.80120722674401e-5*i*s**2 + 0.399991260798063*i*s ; 0.0999998657406381*i + 2.24952273085828e-8*Abs(r)**(1/4)
101,0.8775210229492162,B0*i*s + B1*i*s**2 ; B2 + B3*i,1.72695697698754e-5*i*s**2 + 0.399991898510596*i*s ; 0.0999999500192142*i + 3.04341746741269e-9
102,0.8775210229491681,B0*i*s + B1*i*s**2 ; B2*i,1.70720480760735e-5*i*s**2 + 0.399992022812479*i*s ; 0.0999999673220177*i
103,0.8775210229337244,B0*i*s + B1*i*Abs(s)**(3/2) ; B2 + B3*i,0.399982676902395*i*s + 2.57824831386003e-5*i*Abs(s)**(3/2) ; 0.0999999164226542*i + 1.24342589229726e-9
104,0.8775210228758719,B0 + B1*i**2 + B2*i*s ; B3*i,-5.71133914047432e-6*i**2 + 0.400006310737219*i*s + 3.34802424244965e-8 ; 0.100000002205706*i
105,0.8775210228647696,B0*i + B1*i*s ; B2*i + B3*r + B4*i*r,0.40001241616104*i*s - 6.12534002966517e-6*i ; -1.52786208756163e-6*i*r + 0.099999378069472*i + 4.55968436471221e-8*r
106,0.8762957821092366,B1*s*sqrt(Abs(B0 - i)) ; B2*i**2 + B2*i*r,0.129818135388769*s*sqrt(Abs(i - 0.0264166459702739)) ; 0.148048216558805*i**2 + 0.148048216558805*i*r
107,0.87555089161303,B0*i ; B1*i + B2*i*r,-1.09751985083633*i ; -0.311578266581285*i*r + 1.83543123459908*i
108,0.8752395484801269,B0*s + B1*s**2 ; B2*i + B3*i**2 + B3*r,-0.258784759557877*s**2 + 0.263509815666358*s ; -0.000692996601974761*i**2 + 0.10536288055624*i - 0.000692996601974761*r
109,0.875129805368912,B0*s**2 + B1*i*s ; B2*i*r + B2*i,0.309433864423214*i*s + 0.00383430891402211*s**2 ; 0.0699716184049705*i*r + 0.0699716184049705*i
110,0.8744406913732719,B0*i + B1*s + B2*s**2 ; B3*i,-0.0487968431873162*i - 0.335979049743201*s**2 + 0.337811281152898*s ; 0.101660069314301*i
111,0.8741257017359109,-s**2 + s*sqrt(Abs(B0 + B1*s)) ; B2 + B3*i,-s**2 + s*sqrt(Abs(1.23807191882837*s - 0.243084634869146)) ; 0.0729662256566761*i + 0.000599160616993604
112,0.8736913396728933,B0*s**2 + B1*i*s ; B2*i**2 + B2*i*r + B2*i,0.332304441417357*i*s + 0.00145644898411921*s**2 ; 0.0578097113443564*i**2 + 0.0578097113443564*i*r + 0.0578097113443564*i
113,0.872212184061894,B0*s + B1*Abs(s)**(3/2) - s**2 ; B2 + B3*i,-s**2 - 0.260541737345894*s + 1.25870568488787*Abs(s)**(3/2) ; 0.092568221831482*i + 0.000380072707818596
114,0.8714524409758075,s*sqrt(Abs(B0 + B1*s)) ; B2 + B3*i + B4*r,s*sqrt(Abs(0.0272867724574979*s - 0.0263680398664442)) ; 0.0894328085652852*i - 0.0034270404883163*r + 0.00403454176311548
115,0.8706787378355454,B0*s + B1*s**2 ; B2*i**2 + B3*r,-0.299050434316529*s**2 + 0.298850777919514*s ; 0.346443639154772*i**2 + 0.00256025053842523*r
116,0.8706450672534536,B0*i*s + B1*i*s**2 ; B2*i**2 + B2*i*r,0.187513078060608*i*s**2 + 0.128821035822433*i*s ; 0.14361694187726*i**2 + 0.14361694187726*i*r
117,0.8703885123075473,B0*s + B1*s**2 ; B2*Abs(i)**(3/2),-0.292582119681858*s**2 + 0.293280392183657*s ; 0.202895265090715*Abs(i)**(3/2)
118,0.8703225811300692,B0*i*s + B1*i*s**2 ; B2*i*r + B2*i,0.189756200001854*i*s**2 + 0.19843194447904*i*s ; 0.0674176009742484*i*r + 0.0674176009742484*i
119,0.8700735707141642,B0*s + B1*s**2 ; B2 + B3*i**2,-0.296750257931338*s**2 + 0.297260034318519*s ; 0.324721448824128*i**2 + 0.00253529620399106
120,0.869547797001771,B0 + B1*s + B2*i*s ; B3*sqrt(Abs(i)),0.392676671242058*i*s - 0.00025576683492425*s + 0.00860904511344337 ; 0.0564287444256025*sqrt(Abs(i))
121,0.8687458127584542,B0*sqrt(Abs(i))*Abs(s)**(3/2) + B1*i*s ; B2*i + B3*i*r,0.399996099906592*i*s + 2.88636129751038e-6*sqrt(Abs(i))*Abs(s)**(3/2) ; 6.06136212532587e-7*i*r + 0.0999997398644458*i
122,0.8687458127373491,B0*i*s + B1*Abs(i)**(3/2)*sqrt(Abs(s)) ; B2*i + B3*i**2,0.400014580410914*i*s - 1.86889685898592e-5*Abs(i)**(3/2)*sqrt(Abs(s)) ; -7.43438591822251e-6*i**2 + 0.100001869021618*i
123,0.8687458126339053,B0*i + B1*i*s ; B2*i + B3*i**2 + B3*i*r,0.400013191453139*i*s - 4.77713709286528e-6*i ; -3.25470769158867e-6*i**2 - 3.25470769158867e-6*i*r + 0.100001587358161*i
124,0.8687458126060966,B0*i*s ; B1*i + B2*i*r + B2*Abs(i)**(3/2),0.400013378779607*i*s ; -8.04843637762125e-6*i*r + 0.100008328007544*i - 8.04843637762125e-6*Abs(i)**(3/2)
125,0.8683942911822293,s*sqrt(Abs(B0 + B1*i)) ; B2*i + B3*i**2,s*sqrt(Abs(0.0368609047244543*i - 0.000962143958203386)) ; -0.162428923559827*i**2 + 0.143019369481414*i
126,0.8683360654397063,B0*i*s + i**2*s**2 ; B1 + B2*i + B3*r,i**2*s**2 + 0.208067921764616*i*s ; 0.110973156549192*i + 0.00594667688110571*r - 0.00570246941727623
127,0.8683325333677093,B0*i + B1*i*s ; B2*i**2 + B2*i + B3*i*r,0.367601020758538*i*s - 0.0038095497219427*i ; 0.0646215610803917*i**2 + 0.0351691940300753*i*r + 0.0646215610803917*i
128,0.8676557122037488,B0*i*sqrt(Abs(s)) ; B1 + B2*i + B3*r,0.264444536517489*i*sqrt(Abs(s)) ; 0.132468656008869*i + 0.00911380688066653*r - 0.00932504930898002
129,0.8670909649051732,B0 + B1*i + B3*sqrt(Abs(B2 + s)) ; B4 + B5*i,0.0324841416446704*i - 0.15581311671318*sqrt(Abs(s - 0.587342054487848)) + 0.107989194208432 ; 0.0995255325762086*i - 0.00106271364053183
130,0.8670893886169702,B0*s + B1*s**2 ; B2*Abs(i)**(1/4) + B3*sqrt(Abs(r)),-0.248104146649187*s**2 + 0.260825567039085*s ; 0.0569180898804338*Abs(i)**(1/4) - 0.0212820852081655*sqrt(Abs(r))
131,0.8664860039676291,B0*i*s + B1*i**2*s ; B2*i**2 + B2*i*r,-0.242031419868027*i**2*s + 0.323365411555014*i*s ; 0.149389144944409*i**2 + 0.149389144944409*i*r
132,0.8660238203144616,B0 + B1*i + B3*sqrt(Abs(B2 + s)) ; B4*i + B5*r,0.0380266216862151*i - 0.157002883698161*sqrt(Abs(s - 0.611727397650982)) + 0.105169433053414 ; 0.0916888143641995*i - 0.0012998979695531*r
133,0.8655759205967404,B0*i**2 + B1*i*s ; B2*sqrt(Abs(i)) + B3*r,-0.211065269776082*i**2 + 0.555486822327365*i*s ; -0.00404460352226502*r + 0.0495737410693148*sqrt(Abs(i))
134,0.8647024672628172,B0*i*s**2 + B0*s*Abs(i)**(3/2) ; B1 + B2*i,0.343569464774048*i*s**2 + 0.343569464774048*s*Abs(i)**(3/2) ; 0.0918366596777944*i + 0.00038404001098189
135,0.8642110735116676,s*Abs(i)**(5/2) ; B0 + B1*i + B2*r,s*Abs(i)**(5/2) ; 2.61263448666381*i - 0.101640240436932*r + 0.182933286179126
136,0.864043216854609,B0*s**2 + B1*s**3 ; B2*i + B3*i**2,-0.462323544345675*s**3 + 0.458181391115939*s**2 ; -0.187983815499243*i**2 + 0.148305934557624*i
137,0.8633985834670158,B0*i*s + B0*i ; B1*i**2 + B2*i*r,0.147928976967186*i*s + 0.147928976967186*i ; 0.339568097472622*i**2 + 0.0975133936490908*i*r
138,0.8631009232010759,B0*s + B1*s**2 ; B2*i + B3*i**2 + B3*i*r,-0.294997871093928*s**2 + 0.298038262424649*s ; -0.0725449846091765*i**2 - 0.0725449846091765*i*r + 0.160875250959393*i
