time,true_X,true_Y
0.0,0.5,2.0
0.20134228187919462,0.4213109411504072,2.1879662270375726
0.40268456375838924,0.375378549049571,2.3554657206993235
0.6040268456375839,0.3497042878779595,2.5097488638902483
0.8053691275167785,0.3363263975366062,2.6555635722544095
1.006711409395973,0.33038944974931905,2.79581977102221
1.2080536912751678,0.32901370845918243,2.9322145710751886
1.4093959731543624,0.3305198699785733,3.0656932923573117
1.610738255033557,0.3339416768188525,3.196748255771096
1.8120805369127515,0.3387341927397813,3.325598919606984
2.013422818791946,0.34460398533244185,3.452295512547858
2.2147651006711406,0.3514122715122904,3.5767759294338575
2.4161073825503356,0.35912106147295086,3.6988944222870455
2.61744966442953,0.3677649751509785,3.8184326530205444
2.8187919463087248,0.37743926943081735,3.9350984770792055
3.0201342281879193,0.38829936089404243,4.048514427709573
3.221476510067114,0.40057044933113617,4.158195190120789
3.4228187919463084,0.41456863726600934,4.263510525201957
3.624161073825503,0.43073834030826563,4.363626132240566
3.8255033557046976,0.4497162639974381,4.4574079496290455
4.026845637583892,0.47244275407869407,4.543261973334226
4.228187919463087,0.5003644116806127,4.618852186174353
4.429530201342281,0.5358256713193782,4.680572160488202
4.630872483221476,0.5828874562186231,4.722473806941502
4.832214765100671,0.6492190714557632,4.733867324866934
5.033557046979865,0.7510775925652569,4.693199108458206
5.23489932885906,0.9288615602312003,4.549515652936555
5.4362416107382545,1.307032021050969,4.153047859242053
5.6375838926174495,2.320045647489064,2.9933805260507063
5.838926174496644,3.717634407809907,1.1686667570780946
6.040268456375839,3.49645373584605,0.8495088853687209
6.241610738255033,2.9567972767277624,0.9409949032186099
6.442953020134228,2.4676704558008757,1.0865567767374953
6.644295302013423,2.0472451978947444,1.2549001943552334
6.845637583892617,1.687809356226784,1.4406182735881785
7.046979865771812,1.3818045863426056,1.639791320863979
7.248322147651006,1.1244192769634853,1.847003723105401
7.449664429530201,0.9130455707483044,2.0553618156109508
7.651006711409395,0.7456057558807857,2.257880722996001
7.85234899328859,0.6187626071971567,2.449355840393937
8.053691275167784,0.5271519748963919,2.6274849749057756
8.25503355704698,0.46399223198807665,2.792625149985222
8.456375838926174,0.4223622870370709,2.946673963316061
8.657718120805368,0.3962438498462781,3.0919414243100714
8.859060402684563,0.38096528093188164,3.2304697466518006
9.060402684563758,0.37317312865164864,3.363787831605734
9.261744966442953,0.3705865746713975,3.4929143450602274
9.463087248322147,0.371715950031036,3.6184519128255324
9.664429530201343,0.3756263343071543,3.740689069895452
9.865771812080537,0.38176557909728553,3.85967892227471
10.06711409395973,0.3898503278095694,3.975288402154312
10.268456375838925,0.3997975769953805,4.0872201442068405
10.46979865771812,0.4116914572007962,4.195009235364528
10.671140939597315,0.4257798685868448,4.297993754539413
10.872483221476509,0.44250203491210993,4.395252041350423
11.073825503355703,0.46255715939676445,4.485489449977918
11.275167785234899,0.48704050166665935,4.566837716875048
11.476510067114093,0.5177071968739949,4.636487805893325
11.677852348993287,0.5575061673026379,4.689975910849716
11.879194630872483,0.6117478727636554,4.7196738029674545
12.080536912751677,0.6909514029580996,4.711224358403058
12.281879194630871,0.8188705790569568,4.633805558508728
12.483221476510066,1.059841863214168,4.407953550849996
12.684563758389261,1.6312498791388226,3.776248378265116
12.885906040268456,3.065724959391892,2.0859433697869587
13.08724832214765,3.7233039947048505,0.9102910235959306
13.288590604026846,3.2488580563036993,0.87995246594464
13.48993288590604,2.7256360832902526,1.0039933400964611
13.691275167785234,2.268594739183277,1.1607653552215593
13.892617449664428,1.8770338154045574,1.3373505881321939
14.093959731543624,1.5426714903295,1.529687410834871
14.295302013422818,1.2591877986619733,1.7332628938067374
14.496644295302012,1.0229382471103698,1.9418832748645285
14.697986577181208,0.8318031195396607,2.148381978971664
14.899328859060402,0.6833188831453787,2.3463660312855805
15.100671140939596,0.5732369509724651,2.5318888237252297
