rank,reward,equations,equations_with_constants
4771,0.02565215680088571,-i + sqrt(Abs(-i*s + i*sqrt(Abs(s)) + s)) ; B0 + B1*i - r,-i + sqrt(Abs(-i*s + i*sqrt(Abs(s)) + s)) ; -0.428245923914836*i - r + 0.940137453251491
4772,0.025645607470834095,B0*s - i*s + s**2 ; B1*i**2*r - i**3*r + i**2*Abs(r)**(3/2),-i*s + s**2 - 0.756317767846746*s ; -i**3*r + 27.5590171976438*i**2*r + i**2*Abs(r)**(3/2)
4773,0.025613931843519015,B0 + sqrt(Abs(B1*i + B2)) ; i*sqrt(Abs(B3 + i + r)),sqrt(Abs(1.83575329185796*i - 0.0140831855657729)) - 0.0566309422232295 ; i*sqrt(Abs(i + r + 2.85585594811131))
4774,0.02556604383100133,B0 + B1*s - i*s + s**2 ; i,-i*s + s**2 - 1.12161400881587*s + 0.016667517581223 ; i
4775,0.025486219869532,s + sqrt(Abs(B0 + B1*s)) ; B2*i,s + sqrt(Abs(1.92867415627912*s + 1.10722023475133)) ; 1.3562392407485*i
4776,0.025374660067109898,-s ; B0 + B1*i + B2*r,-s ; 2.29195536558209*i + 0.991155776816606*r - 1.18855596715714
4777,0.025334444296087718,s ; B0*i + B1*i**2 - i**3 - i**2*r,s ; -i**3 - i**2*r + 6.22555046098335*i**2 - 0.656626507533657*i
4778,0.025331158733711067,i + s**2 - sqrt(Abs(i)) ; B0 - i*r + 2*i - r,i + s**2 - sqrt(Abs(i)) ; -i*r + 2*i - r + 0.2609001670353
4779,0.02531195799981573,B0*s + i*s ; B1*i*r + i**2*r - i*r**2 + r**2,i*s + 2.08173182028823*s ; i**2*r - i*r**2 + 26.978672868082*i*r + r**2
4780,0.025297681653611574,i*s + 2*s**2 ; B0*i + B1*i*r**2,i*s + 2*s**2 ; -1.9006167782874*i*r**2 + 1.43840156820514*i
4781,0.025264707384954493,B0*sqrt(Abs(i)) + s ; B1*i*r**2 - i**2*r**2 + r**3,s - 1.71528727446667*sqrt(Abs(i)) ; -i**2*r**2 + 0.00244301454843863*i*r**2 + r**3
4782,0.02526405825237213,s ; i - r + sqrt(Abs(i + sqrt(Abs(B0 + r)))),s ; i - r + sqrt(Abs(i + sqrt(Abs(r - 0.651197395751976))))
4783,0.02507646864089019,B0*i*s + s**2 ; B1*i + i**2*r - 2*i*r,-0.906696593592192*i*s + s**2 ; i**2*r - 2*i*r + 1.43571931858794*i
4784,0.02505048255262475,B0*i*s - s**2 ; B1*r + B2*r**2 + i*r,-3.36923870392919*i*s - s**2 ; i*r + 0.861035611162887*r**2 + 0.000264133329245989*r
4785,0.02504605817392022,-i ; B0*i + i**2 - i*r,-i ; i**2 - i*r + 2.63491529488531*i
4786,0.02500594784924236,B0*i**2*s ; B1*i + i*r,3.95556502564916*i**2*s ; i*r + 0.0353123482890283*i
4787,0.025001896656342223,B0*i*s - i**2 + s*Abs(i)**(3/2) ; B1*r + 2*i*r,-i**2 - 2.85241301421727*i*s + s*Abs(i)**(3/2) ; 2*i*r + 8.24000235122514*r
4788,0.02493923631422744,B0*i - i*s - i*sqrt(Abs(s)) ; i,-i*s - i*sqrt(Abs(s)) + 0.156058673267231*i ; i
4789,0.02493901632830917,sqrt(Abs(B0 + i)) ; B1*i - i*sqrt(Abs(i - sqrt(Abs(r)))),sqrt(Abs(i - 0.165372191952422)) ; -i*sqrt(Abs(i - sqrt(Abs(r)))) + 3.10698890758684*i
4790,0.024865149182832787,sqrt(2)*sqrt(Abs(i)) ; B0 + B1*i,sqrt(2)*sqrt(Abs(i)) ; 2.22610105519533*i + 0.209349379915062
4791,0.024795671627226366,-i + sqrt(Abs(B0 - s)) ; B1 + B2*sqrt(Abs(i)),-i + sqrt(Abs(s + 0.300306399966503)) ; 2.43819840050898*sqrt(Abs(i)) - 1.54535346306716
4792,0.024741812176986636,B0 - Abs(s + sqrt(Abs(i)))**(1/4) ; r,1.05151829232363 - Abs(s + sqrt(Abs(i)))**(1/4) ; r
4793,0.02474045593076205,-i ; B0*r + B1*i*r - i,-i ; -0.476884274434512*i*r - i + 0.0619524660063477*r
4794,0.024736449700298636,B0*s**2 + B1*i*s**2 + B1*i*s ; -i*r + Abs(i)**(9/8),-0.761095402083952*i*s**2 - 0.761095402083952*i*s + 0.655281400971726*s**2 ; -i*r + Abs(i)**(9/8)
4795,0.024734755302593926,i*s**2 + 2*s**3 ; B0*i + B0*r + i**2 + i*r,i*s**2 + 2*s**3 ; i**2 + i*r - 0.119258448962315*i - 0.119258448962315*r
4796,0.024733659413272758,B0 + s ; B1*i + 2*i**2 - i*r,s + 0.155241199498892 ; 2*i**2 - i*r + 0.799806090474871*i
4797,0.024673168413732807,Abs(i)**(5/4)*Abs(s)**(1/4) ; B0 - i**2 + 2*i*r,Abs(i)**(5/4)*Abs(s)**(1/4) ; -i**2 + 2*i*r + 0.00707316770956734
4798,0.024666129859649645,sqrt(Abs(i))*Abs(s)**(7/4) ; B0*i + B1*r - i**2 + i*r,sqrt(Abs(i))*Abs(s)**(7/4) ; -i**2 + i*r + 1.88785212373021*i - 0.378090915055322*r
4799,0.02459113206868121,B0 + i - s*sqrt(Abs(B1 + s)) ; B2*sqrt(Abs(r - sqrt(Abs(r)))),i - s*sqrt(Abs(s - 0.960799028401265)) + 0.115829638001596 ; 3.05996898527558*sqrt(Abs(r - sqrt(Abs(r))))
4800,0.02458280787119619,B0 - i ; -i + r**2,0.11511896393506 - i ; -i + r**2
4801,0.024578816188573625,B0*s ; B1 - r + sqrt(Abs(r)),0.319799773469384*s ; -r + sqrt(Abs(r)) - 0.060510554918024
4802,0.024455269157654873,B0*i - i**2 ; B1 - 2*i + sqrt(Abs(r)),-i**2 + 0.0905515670218595*i ; -2*i + sqrt(Abs(r)) - 0.0835712134248291
4803,0.024432393457475023,B0*i + i*s ; B1*i + i**3 + i**2 - i*r,i*s - 1.00890783686414*i ; i**3 + i**2 - i*r - 0.29846834381745*i
4804,0.024424552229366,s**2 + s*Abs(i)**(3/4) ; B0 + B1*r,s**2 + s*Abs(i)**(3/4) ; 0.579356160749648 - 0.672046969843018*r
4805,0.024419109430108936,B0*i**4 - 2*i**3 ; B1*i + i*sqrt(Abs(B2 - i)),-0.0170954077237311*i**4 - 2*i**3 ; i*sqrt(Abs(i - 0.0307257986790536)) - 0.348657456535956*i
4806,0.02440681964701229,B0*s**2 + s**2*sqrt(Abs(B1*s + s**2)) ; i*sqrt(Abs(B2 + 3*i)),s**2*sqrt(Abs(s**2 - 0.15037604795228*s)) + 0.104872725570958*s**2 ; i*sqrt(Abs(3*i - 0.238484507796002))
4807,0.02438164397828618,i ; B0*i + 2*i**2,i ; 2*i**2 + 0.728265617751319*i
4808,0.024381643868713547,B0*i + 2*i*s ; B1*i**2*r + r**2,2*i*s - 1.72827505516199*i ; 0.00732590435499988*i**2*r + r**2
4809,0.024381643199529814,B0*i + 2*i*s ; B1*r,2*i*s - 1.72829140092864*i ; 0.00191113956338341*r
4810,0.02438164279273469,B0*i + 2*i*s ; B1*i*r**2 + r**2,2*i*s - 1.7282975188955*i ; 0.00144901189480699*i*r**2 + r**2
4811,0.024381639944191378,B0*i + 2*i*s ; B1*i*r,2*i*s - 1.7283247862725*i ; 1.15525453838754*i*r
4812,0.024381634001184448,B0*i - i**2 + i*s ; B1*r + i*r + r**2,-i**2 + i*s - 0.728358888250705*i ; i*r + r**2 + 0.0303136510600252*r
4813,0.024378759164570253,-i**2 + 2*i*s ; B0*i**2,-i**2 + 2*i*s ; 0.389961216734195*i**2
4814,0.024343479396671645,B0 + 2*s ; 2*i**2 + i*sqrt(Abs(B1 + r)),2*s - 2.20799749458806 ; 2*i**2 + i*sqrt(Abs(r + 11.5427017140337))
4815,0.0242407967686537,B0*i*s + i**2*s**2 ; B1*i*r**2 + B2*i**2*r,i**2*s**2 - 2.81226309503101*i*s ; 9.76397492334126*i**2*r + 0.0110384754237918*i*r**2
4816,0.024152617645037122,B0*s + s**2 + s*Abs(i)**(1/8) ; B1*r + i*r,s**2 + s*Abs(i)**(1/8) - 1.64407997709878*s ; i*r + 2.69980267813062*r
4817,0.02410588086910755,-i**2*s - i**2 + Abs(i)**(3/2) ; B0*r + B0*sqrt(Abs(i)),-i**2*s - i**2 + Abs(i)**(3/2) ; -0.0686331937110556*r - 0.0686331937110556*sqrt(Abs(i))
4818,0.02409143602640814,B0*i*s - i**2 + i*s**2 ; B1*r + i*r + r**2,-i**2 + i*s**2 - 0.706718442748379*i*s ; i*r + r**2 + 0.172321695229654*r
4819,0.02406955297774707,-i ; B0 + 2*i*r - r,-i ; 2*i*r - r + 0.58134242002778
4820,0.024066809544936434,s**2 ; i**2 - i*r + i*sqrt(Abs(B0 + r)),s**2 ; i**2 - i*r + i*sqrt(Abs(r - 0.265547180435163))
4821,0.024042810788732577,B0*i + B1*i*sqrt(Abs(s)) ; i*sqrt(Abs(B2 - 2*r)),-1.22591090888732*i*sqrt(Abs(s)) + 1.52253230765184*i ; i*sqrt(Abs(2*r - 0.161306933341931))
4822,0.024020768137997806,B0 + B1*i + B2*s + i*s ; B3 + B4*i + B5*r + i*r,i*s - 2.18471388316683*i + 0.115911706957463*s + 0.120609353979423 ; i*r + 0.0118016411861487*i + 0.00689267745446917*r - 0.0015800740927676
4823,0.023896449263077456,B0*i + 2*i*s ; i**2*r**3 + i*r,2*i*s - 1.7282648035786*i ; i**2*r**3 + i*r
4824,0.023867738399121645,B0*i + B1*i*s ; i*r - i + sqrt(Abs(r)),-1.38461899090493*i*s - 2.60589964372946*i ; i*r - i + sqrt(Abs(r))
4825,0.023823083564116682,B0*i**2 + B1*i**2*s + B1*i*s ; i,1.0617277057839*i**2*s + 6.29600549963788*i**2 + 1.0617277057839*i*s ; i
4826,0.023810268755026048,B0 - sqrt(Abs(i)) ; B1 - i*r + i - r,0.361311393200437 - sqrt(Abs(i)) ; -i*r + i - r + 0.0689733401310147
4827,0.02376055974484835,B0*s + sqrt(Abs(s)) ; B1 + 2*i + r,2.11907425564047*s + sqrt(Abs(s)) ; 2*i + r - 1.34435177012823
4828,0.023755286387214088,i*s - s**2 + s ; B0 + B1*r + 2*i*r,i*s - s**2 + s ; 2*i*r - 0.350549378471581*r + 0.093163235994076
4829,0.023716531643834513,-i*s + s**2 + s*sqrt(Abs(i)) ; B0 + B1*i**2 + B1*r,-i*s + s**2 + s*sqrt(Abs(i)) ; -1.62131916938212*i**2 - 1.62131916938212*r + 1.43595126585416
4830,0.023678464525539396,B0*i + i**2 + Abs(i)**(3/2) ; B1*r + B2*r*sqrt(Abs(i)),i**2 - 2.85485153357489*i + Abs(i)**(3/2) ; 0.000329011941328192*r*sqrt(Abs(i)) + 4.45126806761371*r
4831,0.023609852243323452,i**2*s + i**2 ; B0*i - i**2 - i*r,i**2*s + i**2 ; -i**2 - i*r + 0.016493238905462*i
4832,0.023593524469910976,B0 + B1*i + B2*s ; i**2 + i*sqrt(Abs(B3 + r)),0.463990003949648*i + 0.00374951524363796*s + 0.141250373049736 ; i**2 + i*sqrt(Abs(r + 0.593911292430728))
4833,0.023514728737937085,B0*i + i**2 - i*s ; i,i**2 - i*s - 0.833137191616941*i ; i
4834,0.023507896986879624,s**2 ; B0*i**2 + B0*r*Abs(i)**(3/2) + B1*i*r**2,s**2 ; 3.43262688950127*i**2 - 1.94944794602108*i*r**2 + 3.43262688950127*r*Abs(i)**(3/2)
4835,0.02348381515821966,B0 + i*s ; B1 + i + 2*r**2,i*s - 0.107444549733023 ; i + 2*r**2 - 0.162228181652719
4836,0.023384442012280644,B0*s*sqrt(Abs(i - s)) - s**2 ; B1*r,-s**2 + 1.01327804863632*s*sqrt(Abs(i - s)) ; 1.17580410195255*r
4837,0.02330946043389279,i**2 + i*s ; B0 + B1*i*r,i**2 + i*s ; 0.240119675445206*i*r + 0.0194864524955886
4838,0.023301306811868882,B0 - i - s ; B1*sqrt(Abs(i)) + B2*i + B2*r,-i - s + 0.967725949315876 ; 0.991034842164178*i + 0.991034842164178*r - 0.508401162665076*sqrt(Abs(i))
4839,0.02328518955161933,-i + sqrt(Abs(i**2 + i*sqrt(Abs(s)))) ; B0 + B1*r + i,-i + sqrt(Abs(i**2 + i*sqrt(Abs(s)))) ; i - 0.0527930643077591*r + 90.5883149945424
4840,0.02313771386953621,B0*i - s ; B1 + B2*r + i,-0.96473934603098*i - s ; i + 0.99105080284264*r - 1.15747929245793
4841,0.02313413822417893,B0 + B1*i - s ; B2 + B3*i + B4*r,-0.603928391269177*i - s + 0.993933388689759 ; 1.46078026843077*i + 0.99163602732666*r - 0.10635970960465
4842,0.023065672073570315,B0 + B1*i + B1*s ; i**2 + i*sqrt(Abs(2*i + r)),0.00885799101625554*i + 0.00885799101625554*s + 0.15339614547177 ; i**2 + i*sqrt(Abs(2*i + r))
4843,0.02296356455396953,2*i*Abs(s)**(3/2) ; B0*i + i**2 - i*r,2*i*Abs(s)**(3/2) ; i**2 - i*r + 0.760580814573923*i
4844,0.02292078421393398,B0 + B1*i + B2*s ; i**2 + i*r,0.00726050346218529*i - 0.0283235253073751*s + 0.0397588828994526 ; i**2 + i*r
4845,0.022873127249187854,i**2 - sqrt(2)*s*Abs(i)**(3/2) ; B0*i,i**2 - sqrt(2)*s*Abs(i)**(3/2) ; -0.535995884472075*i
4846,0.0228695334296973,B0 + B2*sqrt(Abs(B1 + s)) ; i**2 + i*sqrt(Abs(B3 + i + r)),0.143662775514362 - 0.0132828503321439*sqrt(Abs(s + 0.0171343110941577)) ; i**2 + i*sqrt(Abs(i + r - 0.0161051045022085))
4847,0.02276175411096793,-s + Abs(i - s**2)**(1/4) ; B0 + B1*i + B1*Abs(r)**(3/2) + B2*r,-s + Abs(i - s**2)**(1/4) ; 0.138556519709984*i - 0.221841853913321*r + 0.138556519709984*Abs(r)**(3/2) + 0.0210032344531138
4848,0.022755088479610476,B0 + i**2*sqrt(Abs(s)) ; B1*i,i**2*sqrt(Abs(s)) + 0.247310035487172 ; 2.65716924539884*i
4849,0.02274034995553066,B0 + B1*sqrt(Abs(i - sqrt(Abs(s)))) ; -i - r + sqrt(Abs(r)),1.25453156014297*sqrt(Abs(i - sqrt(Abs(s)))) - 1.08841467366935 ; -i - r + sqrt(Abs(r))
4850,0.022637847135243472,B0*i ; B1 + i + sqrt(Abs(r)),0.010520411657659*i ; i + sqrt(Abs(r)) - 0.385232477218769
4851,0.02263685826526246,B0*i ; B1*i - sqrt(2)*Abs(i)**(3/2),1.95303816956835*i ; 4.81663100534063*i - sqrt(2)*Abs(i)**(3/2)
4852,0.022609757985028976,B0 + B1*sqrt(Abs(s)) ; i**2 + i*sqrt(Abs(B2 + r)),0.139004498496289 - 0.0107232067521041*sqrt(Abs(s)) ; i**2 + i*sqrt(Abs(r + 0.0489749566012565))
4853,0.022517956771266993,s**2 + sqrt(Abs(i))*Abs(s)**(5/4) ; B0 + B1*r,s**2 + sqrt(Abs(i))*Abs(s)**(5/4) ; 1.75412921166951 - 2.03411798838677*r
4854,0.022498030021215792,B0*i - i**2 + i*s ; B1*i*r + i**2*r + i*Abs(r)**(5/2),-i**2 + i*s - 0.728315015884296*i ; i**2*r + 0.0352272884213245*i*r + i*Abs(r)**(5/2)
4855,0.022423401725511702,B0 + B1*s ; i**2 + i*sqrt(Abs(B2 + r)),0.00226411014762598*s + 0.128685978268363 ; i**2 + i*sqrt(Abs(r + 0.0253050499472735))
4856,0.02233348097918334,B0 + sqrt(Abs(i)) ; B1*i,sqrt(Abs(i)) - 0.129936920789333 ; 1.68551825697856*i
4857,0.022308508259235478,-s + sqrt(Abs(B0 + 2*i)) ; r,-s + sqrt(Abs(2*i - 1.01940683432989)) ; r
4858,0.022301715615570816,B0 - i*s + 2*s ; B1*sqrt(Abs(r)),-i*s + 2*s - 1.57663452299642 ; 0.000458144394294857*sqrt(Abs(r))
4859,0.022283698639886346,B0*i ; Abs(i)**(3/2),0.357298326860847*i ; Abs(i)**(3/2)
4860,0.022229013758620134,B0 - i - s + sqrt(Abs(i)) ; B1 + i + r,-i - s + sqrt(Abs(i)) - 99.6743659959955 ; i + r - 99.5601762623893
4861,0.022205243828773997,B0*s + B1*i*s ; i*sqrt(Abs(B2 + r)),-0.566758937840506*i*s + 0.188274275971993*s ; i*sqrt(Abs(r - 0.814933359497244))
4862,0.022122843554648997,B0 + sqrt(Abs(B1*s + i)) ; i**2,sqrt(Abs(i - 0.230178128245486*s)) - 0.233313428688289 ; i**2
4863,0.022061354721638424,s**2 ; B0*i + B1*i*r,s**2 ; -0.555902685036393*i*r + 0.509499425662851*i
4864,0.02197280411827695,B0*i**2 - s ; B1 + B2*r + i,3.29249597794873*i**2 - s ; i + 0.99017240620493*r - 1.05438381008265
4865,0.02196515632291016,i ; B0*r + B1*sqrt(Abs(i + r)) + i,i ; i + 0.0056953278690327*r - 0.00999095574904694*sqrt(Abs(i + r))
4866,0.021816893850137895,B0*i + B1*i**2 - i**2*sqrt(Abs(s)) ; B2 + B3*i + B4*r,-i**2*sqrt(Abs(s)) + 20.5534474402608*i**2 - 2.34743094223742*i ; 2.26205891837229*i - 0.155351513002386*r + 0.128402790442725
4867,0.021744875642517404,B0*i + i**2 + sqrt(2)*Abs(i)**(3/2) ; B1*i + i**2,i**2 + 2.43758564595431*i + sqrt(2)*Abs(i)**(3/2) ; i**2 + 5.30118128393953*i
4868,0.02174486550609076,B0*i + sqrt(2)*Abs(i)**(3/2) ; B1*r - r*sqrt(Abs(r + sqrt(Abs(i)))),-2.86363918735774*i + sqrt(2)*Abs(i)**(3/2) ; -r*sqrt(Abs(r + sqrt(Abs(i)))) + 37.9276751116528*r
4869,0.021713313148785007,B0*s**2 - s**3 ; -r*sqrt(Abs(i)) + sqrt(Abs(i))*sqrt(Abs(i - r)),-s**3 + 0.980032917088877*s**2 ; -r*sqrt(Abs(i)) + sqrt(Abs(i))*sqrt(Abs(i - r))
4870,0.021688144883672728,B0 - s + sqrt(Abs(s)) ; B1 + B2*i + B3*r,-s + sqrt(Abs(s)) + 0.00275488424083669 ; 2.61680974582905*i + 1.10261608305927*r - 0.416663555180701
4871,0.021664013172739235,B0*i*s + B0*sqrt(Abs(s)) ; i**2 + Abs(i)**(3/2),0.0346984347583577*i*s + 0.0346984347583577*sqrt(Abs(s)) ; i**2 + Abs(i)**(3/2)
4872,0.02166284338089215,B0*i + 2*i*s ; i**2 + r*Abs(i)**(5/2),2*i*s - 1.45250066021222*i ; i**2 + r*Abs(i)**(5/2)
4873,0.021646060852820285,i ; B0 + B1*i + B2*r - i*r,i ; -i*r + 3.82971388567561*i + 0.103279257974666*r - 0.273952344462575
4874,0.021640797252310502,B0*i + B1*i**2 + i*s ; B2 + B3*i + B3*sqrt(Abs(r)) + B4*r,18.115291344873*i**2 + i*s - 2.96966817436372*i ; 0.851368024169555*i - 0.988466214042834*r + 0.851368024169555*sqrt(Abs(r)) - 0.0160132559031073
4875,0.021586193298333455,-i + s ; B0 + i - r + Abs(i)**(1/4),-i + s ; i - r + Abs(i)**(1/4) + 71.3651833768344
4876,0.021553059844822395,-i + sqrt(Abs(B0*s + s**2)) ; r,-i + sqrt(Abs(s**2 - 0.845802188710803*s)) ; r
4877,0.02154042548998246,B0*i*sqrt(Abs(s)) + i**2 - i*s ; B1*r + B2*i*r + B2*r**2,i**2 - i*s - 1.8180500062061*i*sqrt(Abs(s)) ; 68.9046933365469*i*r + 68.9046933365469*r**2 + 0.132044989096363*r
4878,0.02144068933688561,-i + s ; B0 + r*sqrt(Abs(B1 - i + r)) - r,-i + s ; r*sqrt(Abs(i - r + 0.582287039861863)) - r + 0.409418471632278
4879,0.02140151403228482,B0*i - s ; B1 - i - r - sqrt(Abs(r)),-4.30826304960712*i - s ; -i - r - sqrt(Abs(r)) + 2.685655175064
4880,0.021375696065715624,B0*sqrt(Abs(s)) ; sqrt(Abs(B1 + i + r)),0.993675565406104*sqrt(Abs(s)) ; sqrt(Abs(i + r - 1.34413077541724))
4881,0.02137431564599794,B0*s + B1*s**2 + i*s + i ; i,i*s + i + 0.00915287844997135*s**2 - 0.0287716293878075*s ; i
4882,0.021337012470934943,i + sqrt(Abs(B0*s + i)) ; B1*Abs(i)**(5/4),i + sqrt(Abs(i + 0.0270939695551544*s)) ; 3.49096312030365*Abs(i)**(5/4)
4883,0.021300734985684074,B0*i ; sqrt(Abs(B1*r + B2)),-2.74494187941803*i ; sqrt(Abs(0.0490897328134348*r - 0.952776282530814))
4884,0.021295314450703467,B0*i*s + 2*i*s**2 ; i**3*r + i**2*r**2 + r**2,2*i*s**2 - 1.72895620299334*i*s ; i**3*r + i**2*r**2 + r**2
4885,0.021259594265066885,s*sqrt(Abs(B0*i*s + B1*s)) ; B2*i**2 - i**3 - i**2*r,s*sqrt(Abs(1.35874406476777*i*s - 0.242160086867025*s)) ; -i**3 - i**2*r + 2.77759483487775*i**2
4886,0.02119773423812742,B0*i + B1*s + i**2 - 2*i*s + s**2 ; B2*i + B3*r,i**2 - 2*i*s + 2.80035693860695*i + s**2 - 0.854284299880478*s ; 1.0829398376294*i - 0.3206599754127*r
4887,0.021073203045236483,s*sqrt(Abs(B0*i*s + s)) ; B1 + sqrt(Abs(i)),s*sqrt(Abs(1.66649477799905*i*s - s)) ; sqrt(Abs(i)) - 0.333197595968989
4888,0.021004652991114748,B0*i*sqrt(Abs(s)) - s ; B1 - i - 2*r,-2.85212023904613*i*sqrt(Abs(s)) - s ; -i - 2*r + 2.11862131675187
4889,0.020968544772562697,B0*i + B1*i*s - i*s**2 ; B2*sqrt(Abs(i)) - Abs(i)**(3/2),-i*s**2 + 0.626312848099425*i*s + 0.300100337299604*i ; -Abs(i)**(3/2) - 0.00142792653574141*sqrt(Abs(i))
4890,0.02078756151886497,2*i*s + 2**(1/4)*Abs(s)**(5/4) ; B0*i + B1*r,2*i*s + 2**(1/4)*Abs(s)**(5/4) ; 1.96845115254865*i - 0.2695577848855*r
4891,0.02070565537709943,B0 + B1*i + B1*s ; B2*i + i**2*r - 2*i*r,0.603136568862498*i + 0.603136568862498*s + 0.935319085403078 ; i**2*r - 2*i*r + 4.78472493904787*i
4892,0.020696079061881808,B0 + i - sqrt(Abs(i)) ; B1 + i - r - sqrt(Abs(r)),i - sqrt(Abs(i)) + 0.216023287264109 ; i - r - sqrt(Abs(r)) + 0.181764256798285
4893,0.020645237388770228,2*i - sqrt(Abs(B0 + 2*i)) ; B1 + sqrt(Abs(i)),2*i - sqrt(Abs(2*i + 7.28151258054366)) ; sqrt(Abs(i)) - 2.85147169962208
4894,0.02055569105894885,B0 + B1*i**2 + B1*i*s ; i*r + i*sqrt(Abs(B2 + i)),-0.287269574405674*i**2 - 0.287269574405674*i*s + 0.0506240949155207 ; i*r + i*sqrt(Abs(i - 0.105214301802704))
4895,0.020544240644801735,B0 - i + sqrt(Abs(s)) ; B1 + i,-i + sqrt(Abs(s)) + 57.1068651132019 ; i + 66.8629940847538
4896,0.02035963997794025,B0*i*s ; B1*Abs(r)**(3/2),-2.81283862273022*i*s ; 40.4247671343441*Abs(r)**(3/2)
4897,0.020359635328525923,B0*i*s ; B1*r**2,-2.81281081939927*i*s ; 8.95623415529129*r**2
4898,0.020235970243409722,sqrt(Abs(i))*Abs(s)**(3/2) ; B0 + i,sqrt(Abs(i))*Abs(s)**(3/2) ; i - 0.10955833557387
4899,0.02021251841607511,-i*s**2 - s ; B0 + B1*i*r - i*r**2 - r,-i*s**2 - s ; -i*r**2 + 2.34757699050921*i*r - r + 1.32490005691472
4900,0.020109673685318376,-i + s ; B0*i**2 + i**2*sqrt(Abs(r)),-i + s ; i**2*sqrt(Abs(r)) + 0.19901590115898*i**2
4901,0.020083074884224422,B0 + s*Abs(i)**(5/4) ; i*Abs(B1 + r)**(1/4),s*Abs(i)**(5/4) + 0.198306519031208 ; i*Abs(r + 0.928619776054732)**(1/4)
4902,0.019969815956565592,B0*s + s**2 + s*sqrt(Abs(i)) ; B1*i + B1*r*Abs(i)**(1/4),s**2 + s*sqrt(Abs(i)) - 1.3648237524149*s ; 2.35681774725719*i + 2.35681774725719*r*Abs(i)**(1/4)
4903,0.01993783936443103,B0*i**2 - i*s ; B1 - i,6.21139273303907*i**2 - i*s ; 0.00021213332165289 - i
4904,0.019791664328121142,B0 + i - sqrt(Abs(i)) ; B1*i + i*r + i*sqrt(Abs(i - r)),i - sqrt(Abs(i)) + 0.325165899538722 ; i*r + i*sqrt(Abs(i - r)) + 0.63327518663277*i
4905,0.019754938480783756,B0*i*s ; B1*sqrt(Abs(r)) + B2*r,-2.81284157697019*i*s ; 3.4379431605387*r + 7.21115221954272*sqrt(Abs(r))
4906,0.019628984584614734,-2*i + sqrt(Abs(s)) ; B0*r + B1*Abs(r)**(5/2) + B2*i*r**2,-2*i + sqrt(Abs(s)) ; 0.00134909560096701*i*r**2 + 0.0329625195801138*r + 11.3309671841712*Abs(r)**(5/2)
4907,0.019613945723545256,B0 - 2*i ; -i + r**4 + r**3,0.223798775005884 - 2*i ; -i + r**4 + r**3
4908,0.019557389257035002,B0*i*s ; B1*r**2 - i*r,-2.81284938500457*i*s ; -i*r + 9.9695493825441*r**2
4909,0.019557388100269413,B0*i*s ; B1*i*r**3,-2.81286708503483*i*s ; 44.5929228693558*i*r**3
4910,0.019513381600219867,B0*sqrt(Abs(s)) + s ; B1 + sqrt(Abs(B2 - i)),s + 0.144060837130937*sqrt(Abs(s)) ; sqrt(Abs(i - 0.0956496480673432)) - 0.179901663248224
4911,0.01948750308889214,s ; B0*r + i,s ; i - 0.137750063423583*r
4912,0.01941786721407963,B0*s + B1*i*s ; B2 - sqrt(Abs(B3 + i)),0.0553297728387594*i*s + 0.485549791215689*s ; 0.451793294944794 - sqrt(Abs(i - 0.31620031289847))
4913,0.019315319550502447,-i**2 + s - Abs(i)**(3/2) ; B0*i*r + B1*i*Abs(r)**(3/2) + i*r**2,-i**2 + s - Abs(i)**(3/2) ; i*r**2 + 41.4185914032053*i*r + 33.4811421843182*i*Abs(r)**(3/2)
4914,0.019274222472639376,B0 + B1*i + B2*s ; B3 + Abs(i)**(1/4),0.0134604833064594*i - 0.00198233586982786*s + 0.446827762718438 ; Abs(i)**(1/4) + 0.0141248451182353
4915,0.0192642401931192,-i + Abs(s)**(1/4) ; B0*sqrt(Abs(i)) + B0*sqrt(Abs(r)),-i + Abs(s)**(1/4) ; 0.314280610197177*sqrt(Abs(i)) + 0.314280610197177*sqrt(Abs(r))
4916,0.019198931467201266,sqrt(Abs(B0 + i - sqrt(Abs(i)))) ; B1 + B2*r,sqrt(Abs(i - sqrt(Abs(i)) + 0.217498615710602)) ; 0.026939606258856*r + 0.0931791555025126
4917,0.019184896404601172,s + sqrt(Abs(B0 - i*s)) ; B1*i - i*r,s + sqrt(Abs(i*s - 1.89291608976291)) ; -i*r + 2.3291635960769*i
4918,0.01916819513928595,B0*i*s ; B1*r + B2*r**3,-2.81282348858046*i*s ; 0.000101126585278317*r**3 + 3.2738178535633*r
4919,0.01916819077279437,B0*i*s ; B1*i*r - i*r**2,-2.8128926979182*i*s ; -i*r**2 + 12.655544212237*i*r
4920,0.019168166306051216,B0*i*s ; B1*r**2 - r**3,-2.81294529194126*i*s ; -r**3 + 22.8459780003361*r**2
4921,0.019168057337208253,B0*i*s ; B1*r + 2*i*r,-2.81264292994289*i*s ; 2*i*r + 6.97345642218536*r
4922,0.019108694796131528,B0*i**2 ; B1*i + 2*i*r,2.79585483123672*i**2 ; 2*i*r + 0.0185309144529356*i
4923,0.01904954539798733,-i + s ; B0*r + 2*i*r + i,-i + s ; 2*i*r + i - 0.919108516765931*r
