time,estimated_S,estimated_I,estimated_R
0.0,0.98,0.02,0.0
1.0126582278481013,0.9708617298741741,0.02672028513278409,0.0024179849930414765
2.0253164556962027,0.9588068441727512,0.035571049321986105,0.005622106505262445
3.037974683544304,0.9430304727809711,0.0471130351665073,0.009856492052521348
4.050632911392405,0.9226036949154903,0.06197056973533468,0.015425735349174612
5.063291139240507,0.8965245497650726,0.08077655031285724,0.022698899922069755
6.075949367088608,0.8638227249129372,0.10407156519698382,0.03210570989007855
7.088607594936709,0.8237294385890338,0.1321507531880287,0.044119808222936964
8.10126582278481,0.7759036311277229,0.1648720554964694,0.059224313375807316
9.113924050632912,0.7206710662551333,0.2014712632000764,0.07785767054478988
10.126582278481013,0.6591923576792579,0.2404632880974331,0.10034435422330867
11.139240506329115,0.5934614636793343,0.27971490528192183,0.1268236310387436
12.151898734177216,0.5260770446749767,0.3167265874178205,0.1571963679072024
13.164556962025317,0.4598255599639097,0.3490653829427213,0.1911090570933686
14.177215189873419,0.3972117987214671,0.3748046422179215,0.22798355906061096
15.18987341772152,0.3400990067284459,0.3928159120661685,0.2670850812053852
16.20253164556962,0.28955637849367044,0.40283510511029835,0.3076085163960307
17.21518987341772,0.2459092787498316,0.40532988679703874,0.34876083445312916
18.227848101265824,0.20891575867728257,0.4012605415529821,0.3898236997697349
19.240506329113927,0.1779792580165896,0.39183017306959783,0.43019056891381213
20.253164556962027,0.15233502908828173,0.37828434319061305,0.4693806277211048
21.265822784810126,0.13118391840575544,0.36178021504167196,0.5070358665525723
22.27848101265823,0.11377328484451753,0.3433185310587547,0.5429081840967274
23.291139240506332,0.09943686780736352,0.3237210783088283,0.5768420538838077
24.303797468354432,0.08760763013286439,0.3036359118518885,0.6087564580152466
25.31645569620253,0.07781511281419355,0.2835567430278638,0.6386281441579422
26.329113924050635,0.06967529848928465,0.2638475118349477,0.6664771896757673
27.341772151898738,0.06287784872105974,0.24476706227045097,0.6923550890084889
28.354430379746837,0.05717335800842921,0.2264914027769382,0.7163352392146322
29.367088607594937,0.052361871568557684,0.2091326099427227,0.7385055184887191
30.37974683544304,0.048283094798171264,0.19275429735155714,0.7589626078502711
31.392405063291143,0.04480832703798076,0.17738395184938818,0.7778077211126306
32.40506329113924,0.04183395061254131,0.16302260052447076,0.7951434488629875
