time,estimated_S,estimated_I,estimated_R
0.0,0.9841955968226428,0.01580440317735724,0.0
1.0126582278481013,0.9768905231318049,0.021345490511971873,0.0017639863562233457
2.0253164556962027,0.9671342351817376,0.028691624335643085,0.004174140482619661
3.037974683544304,0.954209996302415,0.03835248100505606,0.007437522692529201
4.050632911392405,0.9372607092204484,0.050922303178205806,0.011816987601346134
5.063291139240507,0.9153124081485284,0.06704912662023392,0.017638465231237892
6.075949367088608,0.8873404421970811,0.08736626335253672,0.02529329445038259
7.088607594936709,0.8523955357711054,0.11237327019837667,0.035231194030518324
8.10126582278481,0.8097973565421465,0.14226414902771672,0.04793849443013743
9.113924050632912,0.759377416348841,0.1767253853590921,0.06389719829206757
10.126582278481013,0.7017134637045428,0.21476210478199476,0.08352443151346324
11.139240506329115,0.638259316116532,0.2546412353749517,0.10709944850851703
12.151898734177216,0.5712737977586438,0.2940318187373563,0.13469438350400054
13.164556962025317,0.5035155371084348,0.3303544404697189,0.16613002242184713
14.177215189873419,0.4377789058918533,0.36124717279167795,0.20097392131646963
15.18987341772152,0.37643130511029366,0.38498414918492857,0.23858454570477852
16.20253164556962,0.32110690159058675,0.4007041446886492,0.27818895372076485
17.21518987341772,0.2726244461884308,0.4084040038797264,0.31897154993184357
18.227848101265824,0.23109331065905198,0.40875426103362217,0.36015242830732663
19.240506329113927,0.1961172308101511,0.40284029126673954,0.40104247792311015
20.253164556962027,0.1670088630073831,0.39191859519814015,0.4410725417944775
21.265822784810126,0.14296402904897434,0.37723505561627696,0.4798009153347495
22.27848101265823,0.12317895321857705,0.35991489959169765,0.516906147189726
23.291139240506332,0.10691655195023332,0.3409115767864867,0.5521718712632807
24.303797468354432,0.09353564384475298,0.3209956914674648,0.5854686646877829
25.31645569620253,0.082497015515889,0.30076692161701196,0.6167360628670997
26.329113924050635,0.07335700081732452,0.2806765924547221,0.6459664067279541
27.341772151898738,0.06575554858773043,0.2610532888020361,0.6731911626102343
28.354430379746837,0.05940285775622561,0.24212734649797996,0.6984697957457952
29.367088607594937,0.054066666616383034,0.22405236075472695,0.7218809726288907
30.37974683544304,0.04956108660677538,0.20692315971546255,0.7435157536777629
31.392405063291143,0.0457372559954721,0.19079031794839224,0.7634724260561363
32.40506329113924,0.04247571415979343,0.17567164490131637,0.7818526409388908
33.41772151898734,0.039680294653392845,0.16156112627273653,0.7987585790738713
34.43037974683544,0.03727328351999532,0.1484358067764806,0.8142909097035248
35.44303797468355,0.03519160337908744,0.136261038439034,0.8285473581818794
36.45569620253165,0.0333838153083074,0.12499444969190358,0.8416217349997899
37.46835443037975,0.031807764300812245,0.11458892123498643,0.8536033144642022
38.481012658227854,0.030428731457801204,0.1049947941535678,0.8645764743886319
39.493670886075954,0.029217978991314533,0.0961614956881079,0.8746205253205784
40.50632911392405,0.02815159928782207,0.08803872018969741,0.8838096805224813
41.51898734177215,0.027209604817142533,0.0805772672190236,0.8922131279638346
42.53164556962025,0.026375204539102456,0.07372962256447443,0.8998951728964238
43.54430379746836,0.02563422635944983,0.06745034458416291,0.906915429056388
