time,true_S,true_I,true_R
0.0,0.98,0.02,0.0
1.0126582278481013,0.9708112471300556,0.026833623663337244,0.0023551292066072275
2.0253164556962027,0.9586441551255884,0.03584768660620757,0.005508158268203963
3.037974683544304,0.9426724961428601,0.047619088301228116,0.009708415555911726
4.050632911392405,0.9219431704423019,0.06278957818590389,0.015267251371794119
5.063291139240507,0.8954304353846017,0.08200754936212269,0.022562015253275506
6.075949367088608,0.8621466430737459,0.10582155590585698,0.03203180102039681
7.088607594936709,0.8213211135446694,0.13451928679195074,0.044159599663379505
8.10126582278481,0.7726364834767548,0.16792755334564963,0.05943596317759521
9.113924050632912,0.7164749249245003,0.20522276050127403,0.07830231457422525
10.126582278481013,0.6540841880148298,0.2448367022608181,0.10107910972435162
11.139240506329115,0.5875609672821334,0.2845459034214093,0.1278931292964569
12.151898734177216,0.5195966341509467,0.32177842574790544,0.1586249401011475
13.164556962025317,0.4530346683039938,0.3540693441890482,0.19289598750695772
14.177215189873419,0.39038786480633,0.3795091889383486,0.23010294625532107
15.18987341772152,0.3334829747938253,0.3970268550765776,0.26949017012959675
16.20253164556962,0.28332563938276323,0.406435466754042,0.3102388938631944
17.21518987341772,0.24017102205044344,0.40827866955220515,0.351550308397351
18.227848101265824,0.20371545724767007,0.4035774443438341,0.39270709840849544
19.240506329113927,0.17331633348394948,0.39357510743927293,0.43310855907677726
20.253164556962027,0.14817928815900427,0.3795382621560263,0.472282449684969
21.265822784810126,0.12748916304965632,0.3626304880366392,0.5098803489137042
22.27848101265823,0.1104870663635841,0.34384936162486623,0.5456635720115495
23.291139240506332,0.09650667017525665,0.32400819104277634,0.5794851387819668
24.303797468354432,0.08498434252170885,0.303744274484397,0.6112713829938939
25.31645569620253,0.07545465932514588,0.28354021165101795,0.641005129023836
26.329113924050635,0.06753912848184428,0.2637495526258489,0.6687113188923066
27.341772151898738,0.060932786770018434,0.24462197906097577,0.6944452341690056
28.354430379746837,0.05539114432202755,0.22632571332149376,0.7182831423564785
29.367088607594937,0.050718571557190666,0.2089663949557405,0.7403150334870686
30.37974683544304,0.046758493680096165,0.19260241854750385,0.7606390877723997
31.392405063291143,0.04338536353548673,0.1772571040628292,0.7793575324016838
32.40506329113924,0.040498214448558646,0.1629281942168353,0.7965735913346058
33.41772151898734,0.038015544371453505,0.14959517532619668,0.8123892803023496
34.43037974683544,0.03587127565026271,0.1372248682598646,0.8269038560898724
35.44303797468355,0.03401158740803445,0.12577565501482565,0.8402127575771396
36.45569620253165,0.032392426542698964,0.11520065360085471,0.852406919856446
37.46835443037975,0.030977554094639374,0.10545007970854556,0.8635723661968148
38.481012658227854,0.02973700805538679,0.09647298467990857,0.8737900072647042
39.493670886075954,0.028645891048028057,0.08821851872247635,0.8831355902294953
40.50632911392405,0.027683411645746187,0.08063683080584327,0.8916797575484103
41.51898734177215,0.026832121394301474,0.07367969763338063,0.8994881809723176
42.53164556962025,0.026077307465365466,0.06730094313092946,0.9066217494037049
43.54430379746836,0.025406507735659386,0.06145670039310332,0.9131367918712371
44.55696202531646,0.024809118363493997,0.056105563249303915,0.9190853183872019
45.56962025316456,0.02427607885267457,0.051208647576269674,0.9245152735710555
46.582278481012665,0.023799614824218922,0.04672959286667529,0.9294707923091055
47.594936708860764,0.02337302928261646,0.042634517072941934,0.9339924536444413
48.607594936708864,0.022990531881769007,0.038891940658215544,0.9381175274600152
49.620253164556964,0.022647098321655897,0.035472687889990265,0.9418802137883536
50.63291139240506,0.022338354093109067,0.03234977582700704,0.9453118700798836
51.64556962025317,0.02206047899785952,0.029498293355394094,0.9484412276467461
52.65822784810127,0.021810124595924758,0.026895281508758844,0.9512945938953161
53.67088607594937,0.021584350154800005,0.024519604457198238,0.9538960453880014
54.683544303797476,0.021380564261290553,0.022351830169562416,0.9562676055691467
55.696202531645575,0.02119647938333397,0.02037410895010031,0.9584294116665654
56.708860759493675,0.02103006926539367,0.01857006260825331,0.9603998681263528
57.721518987341774,0.02087953740759313,0.01692467163539214,0.9621957909570146
58.734177215189874,0.020743285859569364,0.015424174927554078,0.9638325392128763
59.74683544303798,0.02061989183726579,0.01405596968679586,0.965324138475938
60.75949367088608,0.020508085469313347,0.012808521719242589,0.9666833928114438
61.77215189873418,0.020406731936177827,0.011671279606530287,0.9679219884572916
62.784810126582286,0.020314815420270024,0.010634594964058167,0.9690505896156716
63.797468354430386,0.020231425219179974,0.009689648629184882,0.9700789261516349
64.81012658227849,0.02015574405108596,0.008828382111510408,0.9710158738374034
65.82278481012659,0.020087037409314352,0.00804343434935278,0.9718695282413327
66.83544303797468,0.020024644768925168,0.007328083012449141,0.9726472722186255
67.84810126582279,0.019967970213080413,0.006676191533424518,0.9733558382534948
68.86075949367088,0.019916477564671096,0.006082157589360814,0.9740013648459679
69.87341772151899,0.01986968267129748,0.005540869391242195,0.9745894479374602
70.8860759493671,0.019827148131939053,0.0050476625076158466,0.9751251893604449
71.89873417721519,0.019788479142830044,0.004598281228144288,0.9756132396290255
72.9113924050633,0.019753318817751452,0.004188845254541872,0.9760578359277065
73.9240506329114,0.019721343609916613,0.0038158135219793377,0.9764628428681038
74.9367088607595,0.019692261279737038,0.0034759590799581467,0.9768317796403045
75.9493670886076,0.019665806592211173,0.0031663378905892278,0.9771678555171993
76.96202531645571,0.01964173940918549,0.002884266716610578,0.9774739938742036
77.9746835443038,0.019619842035149337,0.0026272994113063857,0.977752858553544
78.98734177215191,0.01959991681482929,0.0023932054337404865,0.97800687775143
80.0,0.019581784718192927,0.0021799529928689275,0.9782382622889378
