rank,reward,equations,equations_with_constants
5506,0.0,2**(1/8)*Abs(s)**(7/8) ; B0*i**2 - i*r,2**(1/8)*Abs(s)**(7/8) ; 0.0250093900151668*i**2 - i*r
5507,0.0,2**(1/8)*Abs(s)**(7/8) ; B0*i,2**(1/8)*Abs(s)**(7/8) ; 0.0306196926145808*i
5508,0.0,2**(1/8)*sqrt(Abs(i))*Abs(s)**(3/8) ; B0*i*r - r**2,2**(1/8)*sqrt(Abs(i))*Abs(s)**(3/8) ; 0.000195198828518886*i*r - r**2
5509,0.0,2**(1/8)*Abs(s)**(7/8) ; B0*i*r - r**2,2**(1/8)*Abs(s)**(7/8) ; 0.379761464639719*i*r - r**2
5510,0.0,2**(1/8)*Abs(i)**(1/4)*Abs(s)**(5/8) ; B0*i + B1*i**2,2**(1/8)*Abs(i)**(1/4)*Abs(s)**(5/8) ; 0.383456794292078*i**2 + 0.884071370581428*i
5511,0.0,Abs(i)**(1/4)*sqrt(Abs(s))*Abs(i + s)**(1/8) ; B0*i**2 - i*r,Abs(i)**(1/4)*sqrt(Abs(s))*Abs(i + s)**(1/8) ; 0.0025218077229871*i**2 - i*r
5512,0.0,Abs(s)**(3/4)*Abs(i + s)**(1/8) ; B0*i**2,Abs(s)**(3/4)*Abs(i + s)**(1/8) ; 0.000156383598405227*i**2
5513,0.0,sqrt(Abs(i))*Abs(s)**(1/4)*Abs(i + s)**(1/8) ; B0*i**2,sqrt(Abs(i))*Abs(s)**(1/4)*Abs(i + s)**(1/8) ; 2.347564543515*i**2
5514,0.0,Abs(s)**(3/4)*Abs(i + s)**(1/8) ; B0*i*r - r**2,Abs(s)**(3/4)*Abs(i + s)**(1/8) ; 15.4733666938119*i*r - r**2
5515,0.0,B0*Abs(s)**(1/4) + i*Abs(s)**(1/4) + Abs(s)**(5/4) ; -i + sqrt(Abs(i)),i*Abs(s)**(1/4) + Abs(s)**(5/4) + 0.239897154712014*Abs(s)**(1/4) ; -i + sqrt(Abs(i))
5516,0.0,i*Abs(B0*s + s**2)**(1/4) ; B1*r - i,i*Abs(s**2 + 12.9071088467564*s)**(1/4) ; -i - 5.27408803360969*r
5517,0.0,B1*sqrt(Abs(B0 + s)) + i*sqrt(Abs(B0 + s)) ; B2 - i + 2*r + sqrt(Abs(i)),i*sqrt(Abs(s + 1.27570398689373)) - 3.08710289860074*sqrt(Abs(s + 1.27570398689373)) ; -i + 2*r + sqrt(Abs(i)) - 3.61478337137349
5518,0.0,Abs(i)**(3/2) ; i - r,Abs(i)**(3/2) ; i - r
5519,0.0,B0*s - i*s ; -i + r,-i*s + 2.63521038664314*s ; -i + r
5520,0.0,B0*i + B1*i**3 + i*s ; B2*sqrt(Abs(i)) + r,-0.0156372284834925*i**3 + i*s + 0.0354374924551312*i ; r + 0.00501438793582897*sqrt(Abs(i))
5521,0.0,B0*i + 2*i**2 + i*s ; B1 + r,2*i**2 + i*s - 0.401463624184281*i ; r + 1.14681947050792
5522,0.0,B0*i + i*sqrt(Abs(i**2 + i*s)) ; -i,i*sqrt(Abs(i**2 + i*s)) + 0.0173404816630647*i ; -i
5523,0.0,i*s + i*sqrt(Abs(s)) + Abs(i)**(3/2) ; B0 + i + sqrt(Abs(r)),i*s + i*sqrt(Abs(s)) + Abs(i)**(3/2) ; i + sqrt(Abs(r)) + 0.348039775140477
5524,0.0,B0*s + i*s ; -i + sqrt(Abs(B1 + B2*i + r)),i*s - 0.160694089243873*s ; -i + sqrt(Abs(0.0717732709024068*i + r - 0.00252704384530277))
5525,0.0,2*s**2 ; B0 - i + Abs(r)**(1/8),2*s**2 ; -i + Abs(r)**(1/8) + 1.13965411454656
5526,0.0,B0 + B1*sqrt(Abs(i)) + B2*s + s*sqrt(Abs(i)) ; B3 + 2*r,s*sqrt(Abs(i)) - 0.0529837571473587*s + 45.1838453895442*sqrt(Abs(i)) + 91.8256829052604 ; 2*r + 5.12975655740034
5527,0.0,B0*i**3 + B0*i**2*s + B0*i**2 + i*s ; B1 - 2*i + r,0.47639511825512*i**3 + 0.47639511825512*i**2*s + 0.47639511825512*i**2 + i*s ; -2*i + r + 1.5221749483772
5528,0.0,2*s**2 ; B0 + i - sqrt(Abs(i)),2*s**2 ; i - sqrt(Abs(i)) + 0.0011309476788259
5529,0.0,B0*s + 2*i*s ; B1 - i + r,2*i*s - 0.97146409650167*s ; -i + r + 0.0365314805392979
5530,0.0,B0*s + B1*i*s - s**2 ; -i + sqrt(Abs(r)),0.643401099496463*i*s - s**2 - 0.212635258939193*s ; -i + sqrt(Abs(r))
5531,0.0,B0*i + i**2*s - i*Abs(s)**(3/2) ; B1 + 2*r,i**2*s - i*Abs(s)**(3/2) - 1.99219405361735*i ; 2*r - 3.80426906984092e-5
5532,0.0,B0*s*sqrt(Abs(i)) + i*s ; B1 - i + r + sqrt(Abs(i)),i*s - 2.02923338460347*s*sqrt(Abs(i)) ; -i + r + sqrt(Abs(i)) + 0.589588923534368
5533,0.0,B0*i*s**2 + i*s - s**3 ; B1 - i,0.25554191127129*i*s**2 + i*s - s**3 ; 0.0126141324906478 - i
5534,0.0,B0*i*s**2 + i*s ; -i + r,0.558046934565982*i*s**2 + i*s ; -i + r
5535,0.0,B0*i + B1*i**2 + i**2*s ; B2 + 3*r,i**2*s - 75.8778253843287*i**2 + 0.173328360044784*i ; 3*r + 75.8802053036612
5536,0.0,B0*i + B1*i**2*s ; -3*i + 2*r,0.117253625207562*i**2*s - 0.441638855393149*i ; -3*i + 2*r
5537,0.0,B0*s**2 + i*s ; B1 - i + 2*r,i*s - 0.328960015861813*s**2 ; -i + 2*r + 2.42838965353086
5538,0.0,B0*s**2 + i*s**2 + i*s - 2*s**3 ; -i**2 + r,i*s**2 + i*s - 2*s**3 + 0.0339159570002218*s**2 ; -i**2 + r
5539,0.0,B0*i + B1*i**2 - Abs(i)**(5/2) ; B2 + r,2.36545028234675*i**2 + 2.11615678144938*i - Abs(i)**(5/2) ; r + 0.02952717492801
5540,0.0,B0*s**2 + B1*i*s**2 + i*s ; B2 - i,-0.0181814905432683*i*s**2 + i*s + 0.112499361776971*s**2 ; -i - 0.088754407704476
5541,0.0,i**2 + i*s**2 ; B0 - 2*i + r,i**2 + i*s**2 ; -2*i + r + 3.29416906685222
5542,0.0,B0*i + B1*i**2 - i**3 + i**2*s ; B2 - i + r,-i**3 + i**2*s - 1.00511017173678*i**2 - 2.09340055865075*i ; -i + r - 0.41956370744217
5543,0.0,B0*i*s + i*s**2 + s**2 ; B1 - i + r - sqrt(Abs(i)),i*s**2 + 0.477697718355883*i*s + s**2 ; -i + r - sqrt(Abs(i)) + 3.53487214031831
5544,0.0,-i**3 + i**2*s**2 + i**2*s + i*s ; B0 + i + r,-i**3 + i**2*s**2 + i**2*s + i*s ; i + r + 0.00982516620428339
5545,0.0,B0*i + B1*i*s + i**2*s + i*s**2 ; B2 - i + 2*r,i**2*s + i*s**2 + 4.8945925257094*i*s + 0.77290058982571*i ; -i + 2*r + 0.439992750109609
5546,0.0,B0*i + i**2*s ; -2*i + r,i**2*s - 1.54518418068174*i ; -2*i + r
5547,0.0,i*s**2 + s**2 ; B0 + 2*r,i*s**2 + s**2 ; 2*r + 4.01051048541554
5548,0.0,B0*i + i**2 ; i*r**2 - i,i**2 + 0.143502785387036*i ; i*r**2 - i
5549,0.0,B0*i**2 + i**3 - i**2*s ; B1 + i + r,i**3 - i**2*s - 0.165918258855429*i**2 ; i + r + 0.185934985894628
5550,0.0,B0*i**2 + i*s ; B1 + r,-1.00060548868174*i**2 + i*s ; r - 0.00833586388329949
5551,0.0,B0*s + B1*s**2 + i*s**2 ; B2 + r,i*s**2 - 0.416138321245764*s**2 - 0.703496485502497*s ; r - 1.32652029231802
5552,0.0,B0*i + i**3 ; B1 - i + 2*r + sqrt(Abs(i)),i**3 - 0.673509144531431*i ; -i + 2*r + sqrt(Abs(i)) + 0.718263455350429
5553,0.0,B0 + B1*i**2 ; B2 + r,3.35860762522695e-6*i**2 + 7.64251217835661 ; r + 11.8669842598768
5554,0.0,B0*i*s + i**2*s + i*s**2 ; B1 - 2*i + r + sqrt(Abs(r)),i**2*s + i*s**2 + 0.0186729623670409*i*s ; -2*i + r + sqrt(Abs(r)) + 0.0536725521567069
5555,0.0,B0*i + i**2*s ; B1 - 2*i + r,i**2*s + 0.94940582102948*i ; -2*i + r + 3.14959718827922
5556,0.0,B0*i*s + i**2 ; B1 + r + sqrt(Abs(i)),i**2 + 0.580284657908972*i*s ; r + sqrt(Abs(i)) + 0.16710573729025
5557,0.0,i**2 + i*s**2 ; sqrt(Abs(i)),i**2 + i*s**2 ; sqrt(Abs(i))
5558,0.0,B0*s**2 + 2*i*s**2 + i*s ; -i + r + sqrt(Abs(i)),2*i*s**2 + i*s - 0.253980682781222*s**2 ; -i + r + sqrt(Abs(i))
5559,0.0,B0*s**2 + i*s**2 - s**3 ; sqrt(Abs(i)),i*s**2 - s**3 + 2.93689971620028*s**2 ; sqrt(Abs(i))
5560,0.0,B0*i**2 + i**3 - i**2*s + i*s ; -i + r + sqrt(Abs(i)),i**3 - i**2*s - 41.3104455888919*i**2 + i*s ; -i + r + sqrt(Abs(i))
5561,0.0,B0*i*s + i**2*s + i**2 + i*s**2 ; -i + r + sqrt(Abs(i)),i**2*s + i**2 + i*s**2 + 18.5718202670444*i*s ; -i + r + sqrt(Abs(i))
5562,0.0,i**2*s + i*s ; B0 + r + sqrt(Abs(i)),i**2*s + i*s ; r + sqrt(Abs(i)) - 0.0462358992072318
5563,0.0,B0*i + i**3 ; B1 + i + sqrt(Abs(i)),i**3 + 0.610604300133842*i ; i + sqrt(Abs(i)) - 0.0305751195290968
5564,0.0,B0*i*s + i**2*s + i**2 + i*s**2 ; i - r + sqrt(Abs(i)),i**2*s + i**2 + i*s**2 - 0.0135475389813322*i*s ; i - r + sqrt(Abs(i))
5565,0.0,B0*i**2 + i**3 + i**2*s ; sqrt(Abs(i)),i**3 + i**2*s - 0.250561147036866*i**2 ; sqrt(Abs(i))
5566,0.0,B0*s + B1*i*s + i**2*s + i*s**2 ; sqrt(Abs(i)),i**2*s + i*s**2 + 6.46020646061375*i*s + 0.00081354295237495*s ; sqrt(Abs(i))
5567,0.0,B0*i + Abs(i)**(3/2) ; r,0.0187664148062761*i + Abs(i)**(3/2) ; r
5568,0.0,B0*i + i**2 ; r,i**2 + 0.00230383359832554*i ; r
5569,0.0,B0*i + Abs(i)**(5/4) ; r,0.0100130872388279*i + Abs(i)**(5/4) ; r
5570,0.0,B0 + sqrt(Abs(B1 + i - s)) ; r,sqrt(Abs(i - s + 0.461278200798952)) - 0.213936946797707 ; r
5571,0.0,B0 + 2*i**2 ; r,2*i**2 + 0.00510510131480114 ; r
5572,0.0,B0 + B1*s - s**2 ; r,-s**2 - 0.215568919217356*s - 0.812823750103137 ; r
5573,0.0,B0 - s**4 ; r,0.675280587935548 - s**4 ; r
5574,0.0,i - Abs(s)**(1/4) ; sqrt(Abs(i)),i - Abs(s)**(1/4) ; sqrt(Abs(i))
5575,0.0,B0*i + i**2 + i*s ; i*r,i**2 + i*s + 0.00697564927373647*i ; i*r
5576,0.0,-i*s + i ; B0*r*Abs(i)**(3/2),-i*s + i ; 1.13377827792723*r*Abs(i)**(3/2)
5577,0.0,B0 - s ; i*r**2 - i*r,-s - 0.222477419217269 ; i*r**2 - i*r
5578,0.0,B0 + sqrt(Abs(i)) ; i*r,sqrt(Abs(i)) + 0.00628273103825073 ; i*r
5579,0.0,-s ; i*sqrt(Abs(r + sqrt(Abs(i)))),-s ; i*sqrt(Abs(r + sqrt(Abs(i))))
5580,0.0,-s + sqrt(Abs(B0*i**2 + B1*i*s)) ; B2*i + i*r,-s + sqrt(Abs(0.0147499791221407*i**2 + 0.0138162279314709*i*s)) ; i*r + 0.0602351674351584*i
5581,0.0,i - s - sqrt(Abs(i)) ; B0*i,i - s - sqrt(Abs(i)) ; 56.6345111826017*i
5582,0.0,i - s ; Abs(i)**(3/2),i - s ; Abs(i)**(3/2)
5583,0.0,i - s ; i*sqrt(Abs(r - sqrt(Abs(i))*sqrt(Abs(r)))),i - s ; i*sqrt(Abs(r - sqrt(Abs(i))*sqrt(Abs(r))))
5584,0.0,sqrt(Abs(i)) ; B0*i*Abs(r)**(1/8),sqrt(Abs(i)) ; 0.0337592720212055*i*Abs(r)**(1/8)
5585,0.0,-s + sqrt(Abs(i + s)) ; B0*i,-s + sqrt(Abs(i + s)) ; -0.0165425603550874*i
5586,0.0,i - s ; Abs(i)**(5/4)*Abs(r)**(1/4),i - s ; Abs(i)**(5/4)*Abs(r)**(1/4)
5587,0.0,B0*Abs(s)**(1/4) - i - s ; i*sqrt(Abs(B1*i - r)),-i - s - 0.0461728791131566*Abs(s)**(1/4) ; i*sqrt(Abs(2.15291481265898*i - r))
5588,0.0,B0 - s ; i*sqrt(Abs(r)),0.820952885320475 - s ; i*sqrt(Abs(r))
5589,0.0,-i**2*s + i*s**2 - s ; i*sqrt(Abs(B0*r - i)),-i**2*s + i*s**2 - s ; i*sqrt(Abs(i - 5.0629352820179*r))
5590,0.0,B0 + i**2 + i - s ; i*sqrt(Abs(i - r)),i**2 + i - s + 3.7280537840453 ; i*sqrt(Abs(i - r))
5591,0.0,B0 + i - s ; i*sqrt(Abs(B1 - 2*r)),i - s + 0.625780540374566 ; i*sqrt(Abs(2*r - 107.209039692866))
5592,0.0,sqrt(Abs(2*i + s)) ; i*sqrt(Abs(r - Abs(r)**(1/4))),sqrt(Abs(2*i + s)) ; i*sqrt(Abs(r - Abs(r)**(1/4)))
5593,0.0,B0*i + sqrt(Abs(s)) ; i*sqrt(Abs(B1 + i - r)),-0.027097422422647*i + sqrt(Abs(s)) ; i*sqrt(Abs(i - r + 0.0081827230806947))
5594,0.0,B0 - s ; Abs(i)**(3/2),-s - 0.222477419551164 ; Abs(i)**(3/2)
5595,0.0,B0 + 2*i - 2*s ; i*sqrt(Abs(B1 - r)),2*i - 2*s + 1.20927957743224 ; i*sqrt(Abs(r - 32.2394006280934))
5596,0.0,B0 - s ; i*sqrt(Abs(B1 - i + r)),0.543416128162607 - s ; i*sqrt(Abs(-i + r + 0.240615814667184))
5597,0.0,i**2*s + i*s**2 + i - s ; i*sqrt(Abs(B0 + B1*r)),i**2*s + i*s**2 + i - s ; i*sqrt(Abs(0.0931442411680693*r - 1.56500618462069))
5598,0.0,i - s + sqrt(Abs(2*i - s)) ; i*sqrt(Abs(B0 - i**2)),i - s + sqrt(Abs(2*i - s)) ; i*sqrt(Abs(i**2 - 0.00156286903631733))
5599,0.0,-s ; i*sqrt(Abs(B0 + B1*r)),-s ; i*sqrt(Abs(83.4574498275629*r + 8.04784035283831))
5600,0.0,B0 - s ; i*sqrt(Abs(B1 + B2*i)),0.542887969101035 - s ; i*sqrt(Abs(1.4605232127957*i + 91.2253164849243))
5601,0.0,B0 + 2*s**2 + s ; i*sqrt(Abs(B1 + B2*r)),2*s**2 + s - 2.1714228897189 ; i*sqrt(Abs(2.58717199350308*r + 0.0492889771527985))
5602,0.0,2*i - s ; B0*i,2*i - s ; 27.1370893027757*i
5603,0.0,i*s + i - s ; B0*i,i*s + i - s ; -5.28738546440486*i
5604,0.0,B0 + i + Abs(i)**(5/4) ; B1*i,i + Abs(i)**(5/4) + 8.27572508468146 ; 4.66033567901387*i
5605,0.0,B0 + 3*s**2 - s ; i*sqrt(Abs(B1 + B2*r)),3*s**2 - s + 0.637380355977977 ; i*sqrt(Abs(0.0278309750120274*r + 0.00239226736956316))
5606,0.0,B0*sqrt(Abs(i))*sqrt(Abs(s)) + i - s ; i*sqrt(Abs(B1 + B2*r)),i - s + 0.761441428892987*sqrt(Abs(i))*sqrt(Abs(s)) ; i*sqrt(Abs(1.07496162821006*r + 1.21226951312069))
5607,0.0,i*s - s + sqrt(Abs(i)) ; i*sqrt(Abs(B0 + B1*r)),i*s - s + sqrt(Abs(i)) ; i*sqrt(Abs(12.8838851682168*r - 9.6643981621145))
5608,0.0,sqrt(Abs(s)) ; B0 + i + r,sqrt(Abs(s)) ; i + r + 0.0020785669597389
5609,0.0,i ; B0 + sqrt(Abs(B1 - 2*r)),i ; sqrt(Abs(2*r - 5.07892691914366)) - 0.282473628999174
5610,0.0,i ; 2*r,i ; 2*r
5611,0.0,-s ; B0*r**2 + r,-s ; 98.4332807745929*r**2 + r
5612,0.0,i ; r + sqrt(Abs(B0*i - i**2 + i*r)),i ; r + sqrt(Abs(-i**2 + i*r + 0.0609727971002406*i))
5613,0.0,B0 - i*s + i*sqrt(Abs(s)) + i ; i + r,-i*s + i*sqrt(Abs(s)) + i + 3.02941461145216 ; i + r
5614,0.0,B0 + i**2*s + i*s**2 ; i**2 + i*r + r,i**2*s + i*s**2 - 0.00565943421213572 ; i**2 + i*r + r
5615,0.0,sqrt(Abs(B0 + sqrt(Abs(i**3 + i*s)))) ; B1 + r,sqrt(sqrt(Abs(i**3 + i*s)) + 0.153161210708335) ; r + 0.00283923719552256
5616,0.0,sqrt(Abs(B0 + i*s)) ; r,sqrt(Abs(i*s + 83.1680146591912)) ; r
5617,0.0,i ; r + sqrt(Abs(2*i - r)),i ; r + sqrt(Abs(2*i - r))
5618,0.0,B0 - s ; B1 + r,-s - 0.222430599665851 ; r + 15.7764247866199
5619,0.0,i ; B0 + B1*r + 2*r**2,i ; 2*r**2 - 2.23774268122817*r + 0.0718256085768315
5620,0.0,B0 + i ; B1*sqrt(Abs(r)) + i + r,i - 12.060506553095 ; i + r + 8.67772046363925*sqrt(Abs(r))
5621,0.0,Abs(i)**(1/4) ; i + r + sqrt(Abs(r)),Abs(i)**(1/4) ; i + r + sqrt(Abs(r))
5622,0.0,sqrt(Abs(i)) ; B0*i*r + i + 2*r,sqrt(Abs(i)) ; 0.0251364065432046*i*r + i + 2*r
5623,0.0,sqrt(Abs(s)) ; 2*r + sqrt(Abs(B0 + B1*i)),sqrt(Abs(s)) ; 2*r + sqrt(Abs(7.7100497025353*i + 2.2355626480738))
5624,0.0,B0*i + B1*i**2 ; B2 + r + Abs(i + r)**(1/4),1.72040566460891*i**2 + 172.004936676466*i ; r + Abs(i + r)**(1/4) + 246.116456973045
5625,0.0,i*sqrt(Abs(B0 + i**2 + i*s)) ; B1 + r,i*sqrt(Abs(i**2 + i*s + 7.07685313247433)) ; r + 0.0752704868787032
5626,0.0,s*sqrt(Abs(B0 + 2*i + s)) ; B1 + r,s*sqrt(Abs(2*i + s + 46.2205668848584)) ; r + 12.4397151507705
5627,0.0,i*s ; i*sqrt(Abs(r)) + i + r,i*s ; i*sqrt(Abs(r)) + i + r
5628,0.0,B0*s + 2*s**2 ; B1 + i + r,2*s**2 + 0.507112685550762*s ; i + r + 0.0214061366425506
5629,0.0,s*sqrt(Abs(i)) ; B0 + i + 2*r,s*sqrt(Abs(i)) ; i + 2*r + 35.1105512743181
5630,0.0,B0*s + i*s - s**2 ; B1 + 2*r + sqrt(2)*sqrt(Abs(r)),i*s - s**2 + 0.0218781344574006*s ; 2*r + sqrt(2)*sqrt(Abs(r)) + 0.186135873424904
5631,0.0,i*s ; B0 - i + 2*r,i*s ; -i + 2*r + 0.0317109657437673
5632,0.0,s**2 + s*sqrt(Abs(i)) ; i + r + sqrt(Abs(B0 - i)),s**2 + s*sqrt(Abs(i)) ; i + r + sqrt(Abs(i - 5.88001425374225))
5633,0.0,i*s ; B0 + r + sqrt(Abs(B1 + i)),i*s ; r + sqrt(Abs(i + 0.252473588269686)) + 0.0369288576573473
5634,0.0,B0*i*s - i**2*s + i*s**3 ; B1 + i + r,-i**2*s + i*s**3 - 0.240427835590937*i*s ; i + r + 0.0226557969694681
5635,0.0,i*s ; B0 + 2*r,i*s ; 2*r + 0.196876649478261
5636,0.0,B0*s**2 - i*s ; B1 + i + r,-i*s + 1.24212923219163*s**2 ; i + r + 0.369581574044787
5637,0.0,B0*s + 2*s**2 + Abs(s)**(3/2) ; B1 + r*sqrt(Abs(i)) + r,2*s**2 + 0.765211639743896*s + Abs(s)**(3/2) ; r*sqrt(Abs(i)) + r + 6.16333952456725
5638,0.0,-i*s ; B0 - i + r,-i*s ; -i + r + 0.329646494479707
5639,0.0,i*s ; B0 + r,i*s ; r + 0.0662277431228115
5640,0.0,B0*s + i*s ; B1 + i + r,i*s - 0.030024748047166*s ; i + r - 0.0241512962555039
5641,0.0,s*Abs(i)**(3/2) ; B0 - i + 3*r,s*Abs(i)**(3/2) ; -i + 3*r + 0.0175254797275963
5642,0.0,s*sqrt(Abs(B0*s**2 + i)) ; B1 + r,s*sqrt(Abs(i + 0.118074310225616*s**2)) ; r + 1.44526141544798
5643,0.0,i*s + s*sqrt(Abs(i)) ; B0 + r,i*s + s*sqrt(Abs(i)) ; r + 1.36784657993864
5644,0.0,i*s ; B0 - i + r + sqrt(Abs(i)),i*s ; -i + r + sqrt(Abs(i)) + 3.50399172852765
5645,0.0,s*sqrt(Abs(i)) ; B0 + i**2 + r,s*sqrt(Abs(i)) ; i**2 + r + 0.0533273018856703
5646,0.0,s*sqrt(Abs(i)) ; B0 - i + 2*r,s*sqrt(Abs(i)) ; -i + 2*r + 34.7947745327859
5647,0.0,s*sqrt(Abs(i)) ; B0 - i + r,s*sqrt(Abs(i)) ; -i + r - 0.00273353176463709
5648,0.0,Abs(i)**(5/8)*sqrt(Abs(s)) ; r,Abs(i)**(5/8)*sqrt(Abs(s)) ; r
5649,0.0,sqrt(Abs(i))*Abs(i - sqrt(Abs(s)))**(1/4) ; B0*i - i*r,sqrt(Abs(i))*Abs(i - sqrt(Abs(s)))**(1/4) ; -i*r
5650,0.0,sqrt(Abs(B0*s + s**2 + Abs(s)**(3/2))) ; r,sqrt(Abs(s**2 + 20.287016530323*s + Abs(s)**(3/2))) ; r
5651,0.0,sqrt(Abs(i))*Abs(s)**(1/4) ; sqrt(Abs(i)),sqrt(Abs(i))*Abs(s)**(1/4) ; sqrt(Abs(i))
5652,0.0,Abs(i)**(1/8)*sqrt(Abs(s)) ; i,Abs(i)**(1/8)*sqrt(Abs(s)) ; i
5653,0.0,2**(1/4)*i*Abs(s)**(1/4) ; r,2**(1/4)*i*Abs(s)**(1/4) ; r
5654,0.0,sqrt(Abs(i**2 - i*s**2)) ; B0*i*r + B0*r**2 - i,sqrt(Abs(i**2 - i*s**2)) ; 1.3457564771354*i*r - i + 1.3457564771354*r**2
5655,0.0,sqrt(Abs(i))*Abs(B0 + s)**(1/4) ; sqrt(Abs(B1 + r)),sqrt(Abs(i))*Abs(s - 12.8403743651363)**(1/4) ; sqrt(Abs(r + 0.0201805612977965))
5656,0.0,sqrt(Abs(B0*s + i*s + s**2)) ; sqrt(Abs(r)),sqrt(Abs(i*s + s**2 - 0.0456783772495472*s)) ; sqrt(Abs(r))
5657,0.0,sqrt(Abs(s))*Abs(B0 + i)**(1/4) ; Abs(i - r)**(1/4),sqrt(Abs(s))*Abs(i - 0.0185418019261468)**(1/4) ; Abs(i - r)**(1/4)
5658,0.0,sqrt(Abs(B0*i - i*s + Abs(i)**(3/2))) ; sqrt(Abs(i)),sqrt(Abs(-i*s + 0.00164252326457982*i + Abs(i)**(3/2))) ; sqrt(Abs(i))
5659,0.0,sqrt(Abs(B0*i + B1*i*s + i**2)) ; sqrt(Abs(B2 - r)),sqrt(Abs(i**2 + 0.0115628887380426*i*s - 8.46588545796061*i)) ; sqrt(Abs(r - 43.7352581328091))
5660,0.0,sqrt(Abs(i*s**3 + i*s**2 + s**3)) ; Abs(B0*i + B1*r)**(1/4),sqrt(Abs(i*s**3 + i*s**2 + s**3)) ; Abs(0.219195523141313*i + 0.580151858217907*r)**(1/4)
5661,0.0,B0*s + i*s ; i + r,i*s - 0.00138432570627369*s ; i + r
5662,0.0,B0*s**2 + i*s**2 - s**3 ; B3*sqrt(Abs(B1*i + B2*i*r)),i*s**2 - s**3 + 0.706644906930201*s**2 ; 2.88894292002811*sqrt(Abs(0.0434322053141022*i*r + 1.0194362397921*i))
5663,0.0,B0*i**2 + i**2*s ; sqrt(Abs(B1 + i)),i**2*s - 0.954841067626591*i**2 ; sqrt(Abs(i - 0.053361791138113))
5664,0.0,B0*Abs(i)**(3/2) + B1*i**2 ; i**2 + i*r + r*sqrt(Abs(i)) + Abs(i)**(3/2),-0.00746585476706643*i**2 + 0.0783409053920369*Abs(i)**(3/2) ; i**2 + i*r + r*sqrt(Abs(i)) + Abs(i)**(3/2)
5665,0.0,B0 + B1*i + B2*s + B3*i*s ; 3*i*r**2 + i*r,13.5675879644672*i*s + 0.11401356039721*i + 3.49490208375276*s - 3.19717967417855 ; 3*i*r**2 + i*r
5666,0.0,B0*i + B1*i**2 ; B2*r - i,-0.00258904481431366*i**2 + 0.294270763820657*i ; -i + 2.48406100280161*r
5667,0.0,i*sqrt(Abs(B0*s + i)) ; B1*r,i*sqrt(Abs(i + 0.579820843818967*s)) ; 0.00112244322979748*r
5668,0.0,2*s**2 ; B0*r,2*s**2 ; 0.000632967143620728*r
5669,0.0,B0*i + 2*i**2 + 2*i*s ; B1 - i + r,2*i**2 + 2*i*s - 0.141335734995882*i ; -i + r + 0.793002139386006
5670,0.0,B0*i + i*sqrt(Abs(B1 - s)) ; B2 + r*sqrt(Abs(i)),i*sqrt(Abs(s + 0.338278626637506)) + 0.516437679646179*i ; r*sqrt(Abs(i)) + 0.0220894418081633
5671,0.0,B0*i + i*sqrt(Abs(s)) ; r + Abs(r)**(9/8),i*sqrt(Abs(s)) + 0.000446934469481802*i ; r + Abs(r)**(9/8)
5672,0.0,B0*i + B1*i**2 + i**3 - i**2*s ; B2 + 2*i + sqrt(Abs(r)),i**3 - i**2*s + 0.00533264224200307*i**2 + 4.26006711834509e-5*i ; 2*i + sqrt(Abs(r)) + 0.00170678001357042
5673,0.0,B0*i + i**2 ; r + sqrt(Abs(r)),i**2 + 0.156666395792608*i ; r + sqrt(Abs(r))
5674,0.0,B0 + B1*s - s**2 ; i + sqrt(Abs(i)),-s**2 - 1.06454990870147*s + 0.419591129858355 ; i + sqrt(Abs(i))
5675,0.0,B0*i - 2*i*s ; B1 - i + 2*r,-2*i*s - 2.09982591044285*i ; -i + 2*r + 0.109822466803183
5676,0.0,B0*i + 2*i**2 ; r + sqrt(Abs(B1*i*r - i**2*r)),2*i**2 + 0.0649399082494674*i ; r + sqrt(Abs(i**2*r - 0.416518540297889*i*r))
5677,0.0,B0*i + i**3 + i*s ; B1 + sqrt(Abs(i)),i**3 + i*s - 0.714016174859301*i ; sqrt(Abs(i)) + 1.38023267288925
5678,0.0,B0*i + i**2 + i*sqrt(Abs(s)) ; i + r,i**2 + i*sqrt(Abs(s)) + 0.010444854848792*i ; i + r
5679,0.0,B0*i + i**2 + i*s ; B1 + i**2 + r**2,i**2 + i*s - 0.0477371567543028*i ; i**2 + r**2 - 3.21476136073444
5680,0.0,B0*s + i*s + s*Abs(i)**(1/4) ; r + sqrt(Abs(B1 + i*r + r**2)),i*s + s*Abs(i)**(1/4) - 0.976438192068384*s ; r + sqrt(Abs(i*r + r**2 + 0.0162933996354756))
5681,0.0,B0*i + i*sqrt(Abs(s)) ; i + Abs(r)**(3/2),i*sqrt(Abs(s)) - 0.000883783451655799*i ; i + Abs(r)**(3/2)
5682,0.0,B0*s - i*s + s**2 ; B1*i*r - i**2 + r,-i*s + s**2 + 0.327795372762273*s ; -i**2 - 0.149041287889893*i*r + r
5683,0.0,B0*i + i*s ; i + r + sqrt(Abs(r)),i*s + 2.11896596563581*i ; i + r + sqrt(Abs(r))
5684,0.0,B0*s + i*s - s**2 + Abs(s)**(3/2) ; i + sqrt(3)*sqrt(Abs(i)),i*s - s**2 + 0.0258235720997282*s + Abs(s)**(3/2) ; i + sqrt(3)*sqrt(Abs(i))
