rank,reward,equations,equations_with_constants
1,0.9260546839350993,B0*i*s ; B1 + B2*r,0.237430385980856*i*s ; -1.39153782074891*r - 0.0329605781132564
3078,0.8203664970109501,B0*i ; i + r*sqrt(Abs(B1 - i)) - r,-0.000121253468498825*i ; i + r*sqrt(Abs(i - 399.677420261975)) - r
3079,0.8203651038250371,B0*i ; B2*sqrt(Abs(B1 + i + Abs(r)**(1/4))),0.000119855561079633*i ; -127.993456503505*sqrt(Abs(i + Abs(r)**(1/4) + 35.9777422123266))
3080,0.8203610900383672,B0*Abs(i)**(3/2) ; B1 + 2*i*r + r,0.0203705499461413*Abs(i)**(3/2) ; 2*i*r + r + 0.679483934855223
3081,0.8203610183209643,B1*sqrt(Abs(B0*i - i**2)) ; i,0.243288778955908*sqrt(Abs(i**2 + 0.189360705576687*i)) ; i
3082,0.8203581451300012,B0*i ; sqrt(Abs(B1*r + i - r**2)),-0.000121036256039589*i ; sqrt(Abs(-i + r**2 + 408.727671528238*r))
3083,0.8203538107320226,B0*i ; sqrt(Abs(B1*i*r + i - r)),-0.000121129989183043*i ; sqrt(Abs(144.962064784036*i*r + i - r))
3084,0.8203270635269682,B0 + B1*sqrt(Abs(i)) ; sqrt(Abs(2*i*r + i)),0.0129163289372226 - 9.57400671453461e-5*sqrt(Abs(i)) ; sqrt(Abs(2*i*r + i))
3085,0.8203262211518071,B0*sqrt(Abs(2*i + 2*s)) ; B1 + Abs(r)**(3/2),0.000853516739712346*sqrt(Abs(2*i + 2*s)) ; Abs(r)**(3/2) + 24.5817609091665
3086,0.8203220781897831,B0 + B1*i + B1*s ; r*sqrt(Abs(i**2 - i*r)),0.856381312079522*i + 0.856381312079522*s - 0.844381312082489 ; r*sqrt(Abs(i**2 - i*r))
3087,0.820322078007215,B0 + B2*sqrt(Abs(-B1 + i + s)) ; r,45.5996073601758 - 6.97451714323967*sqrt(Abs(i + s - 43.723348734648)) ; r
3088,0.8202997181315973,B0*s**2 + B0*s*sqrt(Abs(i**2 + i*s)) ; sqrt(Abs(B1 + B2*i)),0.00126123399003733*s**2 + 0.00126123399003733*s*sqrt(Abs(i**2 + i*s)) ; sqrt(Abs(2.40860486341173*i - 0.0353298114630148))
3089,0.8202808688383629,B0*i + i**2 ; B1*Abs(i)**(1/4) + Abs(i)**(5/4),i**2 - 2.18814429166903*i ; Abs(i)**(5/4) + 0.0389393352818541*Abs(i)**(1/4)
3090,0.820260188350909,B0 + Abs(B1*sqrt(Abs(i)) - i)**(1/4) ; B2 + i*r + i,Abs(i - 11.503484974532*sqrt(Abs(i)))**(1/4) - 1.95705441699601 ; i*r + i - 8.11194324940267
3091,0.8201476534860613,B0 - i + s + sqrt(Abs(i)) ; r,-i + s + sqrt(Abs(i)) - 1.09881540736542 ; r
3092,0.8201077569079488,B1*sqrt(Abs(B0*i + i**2)) ; B2 + B3*i + B4*i*r,0.00575470414727999*sqrt(Abs(i**2 + 9.12008423603842*i)) ; 0.733607492254819*i*r + 0.59375267156548*i + 2.3454612897765
3093,0.8199780503222399,sqrt(Abs(i))*Abs(s)**(3/2) ; B0*i - i**2,sqrt(Abs(i))*Abs(s)**(3/2) ; -i**2 + 6.14590953458556*i
3094,0.8199169215290567,B0*i + i*s ; i*Abs(r)**(1/4) + Abs(r)**(9/4),i*s - 0.654732753666196*i ; i*Abs(r)**(1/4) + Abs(r)**(9/4)
3095,0.8198404151735809,-2*i*s ; B0*i - i**2,-2*i*s ; -i**2 + 0.276404147615422*i
3096,0.8197531762997805,B0*i - i*s ; r,-i*s - 0.259532266154892*i ; r
3097,0.8197446398059625,i**2 - i*s ; r,i**2 - i*s ; r
3098,0.8197446398059625,i**2 - i*s ; sqrt(Abs(r)),i**2 - i*s ; sqrt(Abs(r))
3099,0.8197413570536528,B0*i + 2*i**2 + i*s ; B1*i*r,2*i**2 + i*s - 3.85180032025896*i ; 4.57518960312288*i*r
3100,0.8196713896728038,B0*i*s + B1*i**2*s**3 ; B2*i + i**2,-0.580296346795868*i**2*s**3 + 0.278314117450517*i*s ; i**2 - 0.576878079655593*i
3101,0.8196348123627699,B0*s - 2*i*s - s*sqrt(Abs(i)) ; i,-2*i*s - s*sqrt(Abs(i)) + 0.42614536094167*s ; i
3102,0.8195891127684265,B0*s**2 - 2*i*s**2 ; B1 + B2*r,-2*i*s**2 + 0.0216938003419985*s**2 ; 0.127907085029597*r + 0.0177387237917334
3103,0.8195523922686919,B0*sqrt(Abs(i + s)) ; B1 + 3*i - r,0.00089697070886843*sqrt(Abs(i + s)) ; 3*i - r + 0.00616010910398501
3104,0.8195310240793514,i ; B0*i - i*r**2,i ; -i*r**2 + 1.13298229144626*i
3105,0.8195040994647115,B1*sqrt(Abs(-B0*s + i*s + s**2)) ; B2 + B3*r - i*r - i,0.0246858754181822*sqrt(Abs(i*s + s**2 - 0.0195003959015953*s)) ; -i*r - i + 0.0158224887410217*r + 0.0383132732183882
3106,0.8194991434386824,B0*i - i**2 + i*s + Abs(i)**(3/2) ; B1 + B2*i,-i**2 + i*s - 0.537829745232043*i + Abs(i)**(3/2) ; 0.206650630946033*i + 0.00431089656206867
3107,0.8194848194717921,B0*i ; B1*i - i**2 + 2*i*r,0.315423479168372*i ; -i**2 + 2*i*r + 0.137407716158084*i
3108,0.8193576272018294,B0*i + B1*s ; -i + sqrt(Abs(i*r**2 - r**2 + r)),-0.000135091958424624*i + 0.0393159500889089*s ; -i + sqrt(Abs(i*r**2 - r**2 + r))
3109,0.8193241724513909,B0*i ; sqrt(Abs(i*Abs(r)**(3/2) + i - r)),-0.000120400441294921*i ; sqrt(Abs(i*Abs(r)**(3/2) + i - r))
3110,0.8192715522250607,i ; B0*Abs(i)**(3/2) + B1*i**2,i ; -50.4924122423608*i**2 + 14.6031096567803*Abs(i)**(3/2)
3111,0.8192233089210554,B0*Abs(i)**(1/8)*Abs(s)**(1/8) ; B1*i + B2*i*Abs(r)**(1/4),0.0304729317095192*Abs(i)**(1/8)*Abs(s)**(1/8) ; 5.77843384663657*i*Abs(r)**(1/4) - 3.10029209834361*i
3112,0.8189925801237845,B0*i**2*s + B0*i*s**2 ; B1*i*r + 2*i*r**2,0.289085110327486*i**2*s + 0.289085110327486*i*s**2 ; 2*i*r**2 + 0.00590075679218589*i*r
3113,0.8189925792875821,B0*i*s - i**2*s - i*s**2 ; r,-i**2*s - i*s**2 + 1.28910398876087*i*s ; r
3114,0.8189623026177876,B0*i ; sqrt(Abs(2*i*r + i)),-0.000119967276841565*i ; sqrt(Abs(2*i*r + i))
3115,0.818897540968702,B0*i + B0*sqrt(Abs(i)) ; sqrt(Abs(-i**2 + i*r + i)),-0.000133150158908747*i - 0.000133150158908747*sqrt(Abs(i)) ; sqrt(Abs(-i**2 + i*r + i))
3116,0.8188807934599844,B0*sqrt(Abs(i**2 + i*s)) ; -i + r,0.000119794291702023*sqrt(Abs(i**2 + i*s)) ; -i + r
3117,0.818862872131024,B0*sqrt(Abs(i + 2*s)) ; i**2*r + i*r**2,0.0148585822144052*sqrt(Abs(i + 2*s)) ; i**2*r + i*r**2
3118,0.8185809226058065,B0*i + B1*Abs(s)**(1/8) ; i,-0.060261658013009*i + 0.0175038862177283*Abs(s)**(1/8) ; i
3119,0.8185727219565382,B0*Abs(i)**(1/4)*Abs(s)**(1/4) ; B1 + sqrt(Abs(B2 + B3*r + r**2)),0.00669766200788583*Abs(i)**(1/4)*Abs(s)**(1/4) ; sqrt(Abs(r**2 + 94.7889146754489*r - 47.0913770177552)) - 59.1133909084361
3120,0.8184742195241748,B0 + s + sqrt(Abs(i)) ; i*Abs(r)**(5/2),s + sqrt(Abs(i)) - 1.21570035686775 ; i*Abs(r)**(5/2)
3121,0.8183808009353224,B0*i*sqrt(Abs(i + s)) ; sqrt(Abs(i)),-6.6384332904252e-6*i*sqrt(Abs(i + s)) ; sqrt(Abs(i))
3122,0.8181769750314019,B0*Abs(i)**(1/4) ; B1*i + B2*i*r - i**2,0.0412419915123263*Abs(i)**(1/4) ; -i**2 + 1.10625355530134*i*r + 0.151030113831347*i
3123,0.8180841227592764,B0*i + i**2 + Abs(i)**(3/2) ; B1*i + B2*r,i**2 + 1.69349333701146*i + Abs(i)**(3/2) ; 1.91081525854068*i - 4.58177484762511e-5*r
3124,0.8179828318443739,B0*i ; sqrt(Abs(-i*r**2 + i + r)),-0.00011830322163479*i ; sqrt(Abs(-i*r**2 + i + r))
3125,0.817892326280469,B0*s**4 + B1*i*s**2 ; B2*r,0.38674918856556*i*s**2 - 0.00367262694337482*s**4 ; 0.000296999354056718*r
3126,0.8177999058357472,B0 + B1*i + B2*s ; i + Abs(i)**(1/4)*Abs(r)**(1/16),-0.0779617912170262*i + 0.0629638500258602*s - 0.0761452740271608 ; i + Abs(i)**(1/4)*Abs(r)**(1/16)
3127,0.8176232245928616,B0 + i + Abs(s)**(1/4) ; 2*i + r,i + Abs(s)**(1/4) - 0.995016766241318 ; 2*i + r
3128,0.8175628151285166,B0*i + B1*sqrt(Abs(i - s**2)) ; B2*r + r**2,-0.000632341841020729*i + 0.0246100939517561*sqrt(Abs(i - s**2)) ; r**2 + 0.000341126780689615*r
3129,0.8175343944761865,B0 - i ; B1 - 2*i - r,0.0194821028066353 - i ; -2*i - r + 0.0388065275374061
3130,0.8173976305404157,B0*i*s + Abs(i)**(3/2) ; Abs(i)**(3/2),0.223727913128046*i*s + Abs(i)**(3/2) ; Abs(i)**(3/2)
3131,0.8173489372166602,B0 + B1*i*s + B1*s**2 + B1*s ; B3*r*sqrt(Abs(B2 + i)) + i,-0.00331211366287035*i*s - 0.00331211366287035*s**2 - 0.00331211366287035*s + 0.00841905788248443 ; i - 2.1883876213703*r*sqrt(Abs(i - 4.48185094469908))
3132,0.8172875827913508,B0*i + i**2 - i*s + Abs(i)**(3/2) ; B1 + B2*r,i**2 - i*s + 1.45013950987051*i + Abs(i)**(3/2) ; 0.0826219484248455 - 0.0461867879595671*r
3133,0.8172303403885565,B0*i*s + i**2*s ; i,i**2*s + 1.19241474327279*i*s ; i
3134,0.8167276120647398,B0 + B1*s - i*s ; r,-i*s - 0.575287768915893*s + 0.621309615756552 ; r
3135,0.8165680083759043,B0*s**3 ; B1*i*r + B1*r*Abs(i)**(1/4),0.0390653502280345*s**3 ; 0.182662637449366*i*r + 0.182662637449366*r*Abs(i)**(1/4)
3136,0.8165666697535247,B0*i + B1*i**2 + B1*i*s ; B2*r*Abs(i)**(1/4) + B2*Abs(i)**(5/4),-0.000401798842373848*i**2 - 0.000401798842373848*i*s - 0.0402406001590405*i ; 48446.1741010859*r*Abs(i)**(1/4) + 48446.1741010859*Abs(i)**(5/4)
3137,0.8165514491250637,i*sqrt(Abs(B0 + i + s)) ; B1*i - i**2,i*sqrt(Abs(i + s + 3.06126305065243)) ; -i**2 + 4.71294087086647*i
3138,0.816430870635603,B0*i**2*s**2 + B0*i ; B2*i*sqrt(Abs(B1 + i - r)),1.42295227256479*i**2*s**2 + 1.42295227256479*i ; 0.429148137738443*i*sqrt(Abs(i - r + 12.2105347672786))
3139,0.8163454991097213,B0 + sqrt(Abs(B1 + sqrt(Abs(i)))) ; -i + 2*r,sqrt(sqrt(Abs(i)) + 5494.16661278125) - 74.177002159064 ; -i + 2*r
3140,0.8162637706052753,B1*sqrt(Abs(B0*s + i*s + s**2)) ; B2*r,0.0862834810924895*sqrt(Abs(i*s + s**2 - 1.14518852844411*s)) ; 0.000168633574620899*r
3141,0.8161151023282417,i**2*sqrt(Abs(B0 + s)) ; B1*i,i**2*sqrt(Abs(s + 0.0229640828038891)) ; 2.73422549993781*i
3142,0.8159207274729259,B0*Abs(i)**(5/4)*Abs(s)**(1/4) ; i,2.51444775080249*Abs(i)**(5/4)*Abs(s)**(1/4) ; i
3143,0.8159005721952713,B0*s + B1*i*s - i**2*s ; i,-i**2*s - 2.11280249843102*i*s + 0.121538547047179*s ; i
3144,0.815511461067121,B0 + B1*i + B2*i**2 + B3*i*s ; i,1.06834714989248*i**2 + 0.296410317360831*i*s + 0.813669330748436*i + 5.95480877770994e-5 ; i
3145,0.815468028233546,B0*i + B1*s ; r*sqrt(Abs(B2*i*r + i**2*r)),0.00587633819222672*i + 0.0448279892562625*s ; r*sqrt(Abs(i**2*r + 0.000274826085363678*i*r))
3146,0.8154680257911425,B0 + B1*i ; B2*sqrt(Abs(i))*sqrt(Abs(r)) + Abs(i)**(3/2)*sqrt(Abs(r)),0.0448329996025674 - 0.0389628493982749*i ; Abs(i)**(3/2)*sqrt(Abs(r)) + 0.0010928911996933*sqrt(Abs(i))*sqrt(Abs(r))
3147,0.8154677536444667,B0 + B1*s ; -i*r**2 - r**3 + sqrt(Abs(i)),0.0388074920033579*s + 0.00593845495465505 ; -i*r**2 - r**3 + sqrt(Abs(i))
3148,0.8154677424263377,B0 + B1*i + B2*s ; sqrt(Abs(B3*i*r**2 + i**2*r)),-0.0655046446410515*i - 0.0267000239508332*s + 0.0714443178858722 ; sqrt(Abs(i**2*r + 0.00433944834979895*i*r**2))
3149,0.8154218023844888,B0 + sqrt(Abs(i)) ; sqrt(Abs(B1*i + Abs(i)**(5/2))),sqrt(Abs(i)) - 0.169585195624897 ; sqrt(Abs(0.00174746389502454*i + Abs(i)**(5/2)))
3150,0.8153771654351678,s*sqrt(Abs(B0 + s)) ; B1*Abs(i)**(5/2) - i**2 + r,s*sqrt(Abs(s - 7.24829159044476)) ; -i**2 + r + 0.011973313012089*Abs(i)**(5/2)
3151,0.8153579055346821,B0*s**3 + B0*s**2*sqrt(Abs(i)) ; Abs(B1 - i + r)**(1/4),0.013295403701674*s**3 + 0.013295403701674*s**2*sqrt(Abs(i)) ; Abs(-i + r + 0.0153980150214709)**(1/4)
3152,0.8153544579608045,B0*i*sqrt(Abs(i - s)) ; r,0.0338313241698385*i*sqrt(Abs(i - s)) ; r
3153,0.8153408753031306,B1*sqrt(Abs(B0 + i)) ; B2 + 3*i - r,0.000601733152817623*sqrt(Abs(i + 0.00353791363155354)) ; 3*i - r + 0.0882910077496448
3154,0.8152384156091531,B0*s**2*sqrt(Abs(i)) ; B1*i*r + i*r**2 + r**2,0.118405847750347*s**2*sqrt(Abs(i)) ; i*r**2 + 0.000189015372117893*i*r + r**2
3155,0.8151862421910495,B0*sqrt(Abs(i)) + i**2 ; B1 - r - sqrt(Abs(r)),i**2 + 0.00830103467629164*sqrt(Abs(i)) ; -r - sqrt(Abs(r)) + 0.573603616041368
3156,0.8150802168758642,B0*i*sqrt(Abs(s)) ; B1*Abs(i)**(3/2)*sqrt(Abs(r)),0.029490293820311*i*sqrt(Abs(s)) ; 7.51132594394985*Abs(i)**(3/2)*sqrt(Abs(r))
3157,0.8150700115582717,B0*i*s + B0*i ; Abs(r)**(1/4),0.0147365336330872*i*s + 0.0147365336330872*i ; Abs(r)**(1/4)
3158,0.8150699940943257,B0*i*s + B0*i ; -i + sqrt(Abs(i**2 - r)),0.0145998728311255*i*s + 0.0145998728311255*i ; -i + sqrt(Abs(i**2 - r))
3159,0.8150532177862063,B0*s - s*sqrt(Abs(i*s - i)) ; B1*sqrt(Abs(i)) + B2*r,-s*sqrt(Abs(i*s - i)) + 0.0710837090392002*s ; -0.0191229074199896*r + 0.165326879157372*sqrt(Abs(i))
3160,0.8149109200289619,B0*i ; r**2 - r*sqrt(Abs(i)),0.0270276435609169*i ; r**2 - r*sqrt(Abs(i))
3161,0.8149109140774643,B0*i ; B1*i*sqrt(Abs(r)) + r,0.0270549510597702*i ; 0.0414354361800075*i*sqrt(Abs(r)) + r
3162,0.8149107650742164,B0*i ; -sqrt(2)*sqrt(Abs(i))*sqrt(Abs(r)) + sqrt(Abs(r)),0.0271402266780624*i ; -sqrt(2)*sqrt(Abs(i))*sqrt(Abs(r)) + sqrt(Abs(r))
3163,0.8149106574620246,B0*i ; r**2*sqrt(Abs(i + r)),0.0268927710964139*i ; r**2*sqrt(Abs(i + r))
3164,0.8149007111467896,B1*i*sqrt(Abs(B0 + i)) ; r,0.00713475358718446*i*sqrt(Abs(i + 14.0593454359573)) ; r
3165,0.8148666051763683,B0*s + B1*i*s + B1*s**2 ; B2*Abs(r)**(1/4),-49.5126260555676*i*s - 49.5126260555676*s**2 + 49.5557915609804*s ; 73.1027492767283*Abs(r)**(1/4)
3166,0.8148666051763604,B0*s + B1*i*s + B1*s**2 ; B2*r + i*r + r**2,73.3333189464598*i*s + 73.3333189464598*s**2 - 73.2901535004246*s ; i*r + r**2 + 0.000320396140485263*r
3167,0.8148666051546453,B0*s ; sqrt(Abs(B1*i**2*r + B2*i*r)),0.043166593466998*s ; sqrt(Abs(0.450689866041812*i**2*r + 0.00224331067956244*i*r))
3168,0.8148666051196157,B0*s ; B2*sqrt(Abs(B1*r + i*r + r**2)),0.0431672781491675*s ; 0.00299512352457578*sqrt(Abs(i*r + r**2 + 0.0538935718291338*r))
3169,0.8148666051046147,B0*s + i*s + s**2 ; i*r*sqrt(Abs(B1*r + i*r**2)),i*s + s**2 - 0.95683249842866*s ; i*r*sqrt(Abs(i*r**2 + 0.821254668270864*r))
3170,0.8148665387934476,B0*s + B1*i*s + B1*s**2 ; sqrt(Abs(r)),2.03283814928811*i*s + 2.03283814928811*s**2 + 0.689096485502288*s ; sqrt(Abs(r))
3171,0.8148665331729673,B0*s ; r - sqrt(Abs(2*i*r - r**2)),0.0432294648734764*s ; r - sqrt(Abs(2*i*r - r**2))
3172,0.8148664244338856,B0*s + B1*i*s + B1*s**2 ; B2*r,-0.0816985538465483*i*s - 0.0816985538465483*s**2 + 0.124762731629295*s ; 2.69794721963262*r
3173,0.8147459982700174,B0*i - i**2 + s ; Abs(r)**(1/4),-i**2 - 0.793849462494127*i + s ; Abs(r)**(1/4)
3174,0.8146322304321484,s*sqrt(Abs(B0 - 2*s)) ; i,s*sqrt(Abs(2*s - 7.76141069559837)) ; i
3175,0.8146322265810061,s*sqrt(Abs(B0 - 2*s)) ; r,s*sqrt(Abs(2*s - 7.76145679999233)) ; r
3176,0.8145481671914115,B0*i + B0*Abs(i)**(3/2) ; i*r*sqrt(Abs(B1 - i)),0.0198705899211006*i + 0.0198705899211006*Abs(i)**(3/2) ; i*r*sqrt(Abs(i - 0.00262822574758559))
3177,0.8142908182265381,B0*s**2 ; B1*r + i*Abs(r)**(3/2) + r**2,0.0402838711637132*s**2 ; i*Abs(r)**(3/2) + r**2 + 0.00298333677682545*r
3178,0.8142740426956866,B0*i + B0*sqrt(Abs(B1 + 2*s)) ; r**2,0.00911240307320662*i + 0.00911240307320662*sqrt(Abs(2*s - 0.420521782359539)) ; r**2
3179,0.8142620683276744,B0*sqrt(Abs(i)) + 2*s ; B1 + r,2*s - 0.187651345164611*sqrt(Abs(i)) ; r - 52.7576595651018
3180,0.8142594371500336,B0 + sqrt(Abs(i)) ; B1*sqrt(Abs(i))*sqrt(Abs(r)),sqrt(Abs(i)) - 0.191136182405869 ; 50.0968944949495*sqrt(Abs(i))*sqrt(Abs(r))
3181,0.8140859975443767,B0 + s + Abs(i)**(1/4) ; B1 + i + r,s + Abs(i)**(1/4) - 1.71199102543148 ; i + r + 0.137888528912686
3182,0.814023677939746,B0*i - i**2 + i*s + Abs(i)**(3/2) ; B1 + B2*i + B2*r,-i**2 + i*s - 0.732251358075124*i + Abs(i)**(3/2) ; 0.00363945082171772*i + 0.00363945082171772*r + 0.00462907610434398
3183,0.8139226198719212,B0*s - 2*i**2*s ; B1 + i - r + sqrt(Abs(r)),-2*i**2*s + 0.0428504218938467*s ; i - r + sqrt(Abs(r)) - 0.232982228910177
3184,0.8138741812800573,B0 + i + s + sqrt(Abs(s)) ; B1*r + r**2,i + s + sqrt(Abs(s)) - 1.96544352813271 ; r**2 + 4.56023928969461*r
3185,0.8138741707697696,B0 + sqrt(Abs(s)) ; B1*sqrt(Abs(i)) - i + r,sqrt(Abs(s)) - 0.965284409136348 ; -i + r + 0.0233795232233032*sqrt(Abs(i))
3186,0.8138566244926617,B0*i**2 + B1*Abs(i)**(5/2) ; i*r,6.73038286739702*i**2 - 11.3235431052025*Abs(i)**(5/2) ; i*r
3187,0.8137914855221797,B0*i + B1*i*s + i*s**2 ; r,i*s**2 - 0.757126067184017*i*s + 0.145907466786615*i ; r
3188,0.8137795502073963,B0*s + i*s ; B1 + i + sqrt(Abs(r)),i*s + 2.23794028297995*s ; i + sqrt(Abs(r)) - 1.52215636376219
3189,0.8136527737438272,B0*Abs(i)**(3/2)*sqrt(Abs(s)) ; sqrt(Abs(B1*r**2 - r)),0.0863969569694482*Abs(i)**(3/2)*sqrt(Abs(s)) ; sqrt(Abs(0.00056011825370733*r**2 - r))
3190,0.8136526716950327,B0*Abs(i)**(3/2)*sqrt(Abs(s)) ; i*r,0.086785801446386*Abs(i)**(3/2)*sqrt(Abs(s)) ; i*r
3191,0.8136204789860416,B0 + s + Abs(i)**(1/4) ; 2*i + r,s + Abs(i)**(1/4) - 1.31801813750554 ; 2*i + r
3192,0.8135477187962321,B0*Abs(i)**(3/2) ; sqrt(Abs(i + r*Abs(i)**(1/4))),2.80780481019267e-6*Abs(i)**(3/2) ; sqrt(Abs(i + r*Abs(i)**(1/4)))
3193,0.813462167788806,B0*sqrt(Abs(i + s)) ; -i*r + 2*i + r,0.00261437140447454*sqrt(Abs(i + s)) ; -i*r + 2*i + r
3194,0.8132150085462088,B0 + i*s + s ; 2*r - Abs(r)**(1/8),i*s + s - 0.98439618227803 ; 2*r - Abs(r)**(1/8)
3195,0.8132067283168396,B0 + sqrt(2)*sqrt(Abs(s)) ; B1 - i + r + sqrt(Abs(i)),sqrt(2)*sqrt(Abs(s)) - 1.37932635117153 ; -i + r + sqrt(Abs(i)) + 2.75196792729773
3196,0.8131536578702323,B0*i**2*sqrt(Abs(s)) ; 2*r,0.305370973855642*i**2*sqrt(Abs(s)) ; 2*r
3197,0.813125969130009,B0 + s + Abs(s)**(5/4) ; B1 + r,s + Abs(s)**(5/4) - 1.8979672820268 ; r + 0.0123016360899457
3198,0.8131137374897608,-i*s + Abs(i)**(5/2) ; B0*i**2,-i*s + Abs(i)**(5/2) ; 45.2037744490076*i**2
3199,0.8130224626329386,B1*sqrt(Abs(B0*i**2 + B0*s)) ; r,0.00177875801565719*sqrt(Abs(46.9680857965106*i**2 + 46.9680857965106*s)) ; r
3200,0.8129407830584082,B0*s + s**2 ; B1*sqrt(Abs(r)) + B2*r,s**2 - 0.960969870708259*s ; 1.08416566858393*r + 1.96499060066944*sqrt(Abs(r))
3201,0.8129407786117746,B0*s + s**2 ; B1*i**2*sqrt(Abs(r)),s**2 - 0.960900579797992*s ; 37.3900898139621*i**2*sqrt(Abs(r))
3202,0.8129322665861168,B0*sqrt(Abs(s)) + Abs(s)**(3/2) ; r,Abs(s)**(3/2) - 0.961414134757583*sqrt(Abs(s)) ; r
3203,0.8129322665860375,B0*sqrt(Abs(s)) + Abs(s)**(3/2) ; sqrt(Abs(i)),Abs(s)**(3/2) - 0.961413689543618*sqrt(Abs(s)) ; sqrt(Abs(i))
3204,0.8129322181486645,B0*sqrt(Abs(s)) + Abs(s)**(3/2) ; B1*i,Abs(s)**(3/2) - 0.961184996709354*sqrt(Abs(s)) ; 0.279520676004513*i
3205,0.8129241604660203,B0 + s ; B1*Abs(i)**(1/4)*sqrt(Abs(r)),s - 0.961779669202109 ; 0.0674721969162423*Abs(i)**(1/4)*sqrt(Abs(r))
3206,0.8129241551224543,B0 + s ; Abs(i)**(1/4) + sqrt(Abs(B1 + r)),s - 0.961928003879666 ; Abs(i)**(1/4) + sqrt(Abs(r + 0.0389447768369481))
3207,0.8129226988159173,B0*sqrt(Abs(s)) + 2*s ; i*r + i*sqrt(Abs(r)),2*s - 1.96156319369276*sqrt(Abs(s)) ; i*r + i*sqrt(Abs(r))
3208,0.812799769009704,B0*i + B1*s ; B2 + B3*r - 2*i + r**3,-0.000156361362603109*i + 0.0413340530278216*s ; -2*i + r**3 - 1.4779318998624*r + 0.186034935904124
3209,0.8127503780450441,B0*i**2*s + B0*i*s**2 + i*s ; B2*sqrt(Abs(-B1 + i + r)),-0.735339380826064*i**2*s - 0.735339380826064*i*s**2 + i*s ; -0.00466329953390474*sqrt(Abs(i + r + 0.782512630946754))
3210,0.8127435137631489,B0*i + B0*Abs(i)**(3/2) ; sqrt(Abs(i + r)),4.91853094924275e-5*i + 4.91853094924275e-5*Abs(i)**(3/2) ; sqrt(Abs(i + r))
3211,0.8125474852490293,2*i**2 - i*s + Abs(i)**(3/2) ; B0 + B1*r,2*i**2 - i*s + Abs(i)**(3/2) ; 0.0522441151497079 - 0.0444353012693762*r
3212,0.8123833543901581,B0 + B1*i ; i**2*Abs(r)**(3/2) + i**2,0.0373974234519652*i + 0.00941057223475404 ; i**2*Abs(r)**(3/2) + i**2
3213,0.8122742836062307,B1*sqrt(Abs(B0 - i + s)) ; B2*Abs(i)**(1/4) + r*Abs(i)**(1/4),0.00116861690639986*sqrt(Abs(-i + s + 7.6162980093691)) ; r*Abs(i)**(1/4) + 7.46573205403211*Abs(i)**(1/4)
3214,0.8122192347323921,B0 + B1*i + B2*i**2 ; B3 + 2*i,-0.334493001704832*i**2 - 0.0592594236976591*i + 0.0161581359321168 ; 2*i + 0.472997930920974
3215,0.8121964111104538,B0*i ; B3*Abs(B1*r + B2*i)**(1/4),-0.000120780484144971*i ; 38.0158038026662*Abs(21.0938124395043*i + 39.3492874259483*r)**(1/4)
3216,0.8121910019860217,B0*i ; B1 + B2*i + B3*i**2,0.0161460936185747*i ; 0.884360482666918*i**2 + 0.523948982511288*i - 0.876533750190592
3217,0.8121790311690046,B0*i**2 ; sqrt(Abs(r - sqrt(Abs(B1*i - i*r)))),1.20929010178705e-6*i**2 ; sqrt(Abs(r - sqrt(Abs(i*r - 4039899.65635434*i))))
3218,0.8121729677854908,B0*i - i**2 + Abs(i)**(3/2) ; B1 + B2*i,-i**2 - 0.19970598889851*i + Abs(i)**(3/2) ; 1.33874168392112*i + 0.0583015151992148
3219,0.8121558405923142,B0 + B1*Abs(i - s)**(1/8) ; 2*i + r,2.80031742699413*Abs(i - s)**(1/8) - 2.77978891894793 ; 2*i + r
3220,0.8121508298674259,B0*i ; -i + sqrt(Abs(B1*r + r*sqrt(Abs(i)))),-0.000121062728753003*i ; -i + sqrt(Abs(r*sqrt(Abs(i)) + 394.569092107277*r))
3221,0.8121178590144668,B1*sqrt(Abs(B0 + i)) ; B2*r - 2*i*r,1.10826168523618e-5*sqrt(Abs(i + 1157372.36458208)) ; -2*i*r + 0.00526175213553313*r
3222,0.8120629485998454,B0*i**2 ; B1*i + 2*i**2,27.8067762757018*i**2 ; 2*i**2 + 2.81839619680952*i
3223,0.8120588043813923,B0*i + B1*i**2 + B1*Abs(i)**(3/2) ; B2*i,0.0242933084433003*i**2 + 2.14284855388063*i + 0.0242933084433003*Abs(i)**(3/2) ; 2.18564785676081*i
3224,0.8119924415805324,B0*i + 2*i**2 ; B1*Abs(i)**(1/4),2*i**2 - 2.13424859105206*i ; 0.044567257868129*Abs(i)**(1/4)
3225,0.811907685638009,B0*sqrt(Abs(s - sqrt(Abs(s)))) ; B1*i**2 + i*r,0.0199471917019852*sqrt(Abs(s - sqrt(Abs(s)))) ; 0.015724317508037*i**2 + i*r
3226,0.8117559231544803,B0*i ; B1*i + B2*i**2 + B3*i*r - r,0.000645130057487638*i ; 1.68468433022852*i**2 + 1.67811758833779*i*r - 1.98975695552796*i - r
3227,0.8114816186630922,B0*i*s**2 ; i + r*Abs(i)**(9/4),1.26445131145788*i*s**2 ; i + r*Abs(i)**(9/4)
3228,0.8114543832928005,B0*i**2*s ; B1*Abs(i)**(3/2) + Abs(i)**(5/2),11.1990846837434*i**2*s ; Abs(i)**(5/2) + 1.64124298652334*Abs(i)**(3/2)
