time,estimated_X,estimated_Y
0.0,10.0,5.0
0.20134228187919462,11.112723037205791,4.573754615327555
0.40268456375838924,12.438166686497976,4.287111873184319
0.6040268456375839,13.983738238255649,4.135394524796091
0.8053691275167785,15.748520087024755,4.123190320055799
1.006711409395973,17.71471109194915,4.267209705867138
1.2080536912751678,19.834500982071837,4.600488832067161
1.4093959731543624,22.010872395816897,5.177902703759242
1.610738255033557,24.072654767006277,6.081153333213107
1.8120805369127515,25.750975283303223,7.416356385272868
2.013422818791946,26.680833435745075,9.287153923548908
2.2147651006711406,26.474992107823045,11.717044173628098
2.4161073825503356,24.909485799084095,14.519026155042965
2.61744966442953,22.14652116929909,17.211193019877193
2.8187919463087248,18.759829319763618,19.15780058235436
3.0201342281879193,15.442468069505422,19.918898286733178
3.221476510067114,12.663061884367497,19.477060434454106
3.4228187919463084,10.57244075885309,18.14322447846515
3.624161073825503,9.11770477562278,16.320056890037446
3.8255033557046976,8.17695666826278,14.340585246159128
4.026845637583892,7.633169769964244,12.421835499844153
4.228187919463087,7.397872443770473,10.680851776289204
4.429530201342281,7.411881291124382,9.16668305774735
4.630872483221476,7.639357720341458,7.88825089753117
4.832214765100671,8.061537096942287,6.833684071343148
5.033557046979865,8.671760317585772,5.9823564926350095
5.23489932885906,9.471767757776954,5.311937267006685
5.4362416107382545,10.468762334256251,4.802408587353741
5.6375838926174495,11.672656401443858,4.4384422171948685
5.838926174496644,13.092862221966492,4.211088563681205
6.040268456375839,14.733850796252378,4.119476085455589
6.241610738255033,16.588448933938032,4.173100294985175
6.442953020134228,18.62749295247283,4.395221876273638
6.644295302013423,20.784209761021966,4.827688400481668
6.845637583892617,22.932294221854335,5.536592068150348
7.046979865771812,24.860137897442385,6.6152556694112725
7.248322147651006,26.254221173437294,8.173839503319137
7.449664429530201,26.725766286672936,10.293347435889482
7.651006711409395,25.932125368955223,12.921409461461963
7.85234899328859,23.797855795347395,15.742848272343277
8.053691275167784,20.681931791229303,18.175886189132644
8.25503355704698,17.256282072744277,19.628606082842488
8.456375838926174,14.143916409486097,19.839108514954553
8.657718120805368,11.66799941302672,18.959805612859363
8.859060402684563,9.871632354043857,17.367889070797624
9.060402684563758,8.659055068837183,15.446370892312315
9.261744966442953,7.905680825704866,13.477308576882182
9.463087248322147,7.506347985398374,11.62998424243556
9.664429530201343,7.386160993292346,9.98772506143976
